QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,HOUSTON_ACTION,OKLAHOMA CITY_SCORE,HOUSTON_SCORE
4,5:54.0,,Loose ball foul by E. Gordon (drawn by T. Ferguson),101,103
4,5:38.0,J. Grant makes 2-pt jump shot from 16 ft,,103,103
4,5:20.0,,E. Gordon misses 3-pt jump shot from 30 ft,103,103
4,5:18.0,Defensive rebound by P. George,,103,103
4,5:12.0,Offensive foul by P. George (drawn by K. Faried),,103,103
4,5:12.0,Turnover by P. George (offensive foul),,103,103
4,4:49.0,,J. Harden misses 3-pt jump shot from 28 ft,103,103
4,4:47.0,Defensive rebound by R. Westbrook,,103,103
4,4:42.0,Shooting foul by J. Harden (drawn by P. George),,103,103
4,4:42.0,P. George makes free throw 1 of 3,,104,103
4,4:42.0,P. George makes free throw 2 of 3,,105,103
4,4:42.0,,C. Paul enters the game for E. Gordon,105,103
4,4:42.0,P. George makes free throw 3 of 3,,106,103
4,4:31.0,,Turnover by K. Faried (bad pass; steal by J. Grant),106,103
4,4:28.0,J. Grant makes 2-pt dunk at rim,,108,103
4,4:16.0,,Personal foul by P. George (drawn by J. Harden),108,103
4,4:16.0,,N. Hilário enters the game for K. Faried,108,103
4,4:05.0,,J. Harden makes 3-pt jump shot from 25 ft,108,106
4,3:43.0,P. George misses 3-pt jump shot from 27 ft (block by P. Tucker),,108,106
4,3:43.0,,Defensive rebound by C. Paul,108,106
4,3:43.0,,Personal foul by T. Ferguson (drawn by C. Paul),108,106
4,3:43.0,,C. Paul makes free throw 1 of 2,108,107
4,3:43.0,Oklahoma City full timeout,,108,107
4,3:43.0,,C. Paul makes free throw 2 of 2,108,108
4,3:26.0,J. Grant misses 2-pt layup from 3 ft (block by N. Hilário),,108,108
4,3:26.0,Offensive rebound by Team,,108,108
4,3:22.0,R. Westbrook misses 3-pt jump shot from 26 ft,,108,108
4,3:19.0,,Defensive rebound by C. Paul,108,108
4,3:02.0,,J. Harden misses 2-pt jump shot from 21 ft,108,108
4,2:59.0,Defensive rebound by J. Grant,,108,108
4,2:56.0,R. Westbrook misses 2-pt layup from 1 ft,,108,108
4,2:54.0,,Defensive rebound by J. Harden,108,108
4,2:47.0,,Offensive foul by C. Paul (drawn by S. Adams),108,108
4,2:47.0,,Turnover by C. Paul (offensive foul),108,108
4,2:47.0,,Violation by Team (delay of game),108,108
4,2:47.0,,E. Gordon enters the game for I. Shumpert,108,108
4,2:28.0,P. George misses 3-pt jump shot from 26 ft,,108,108
4,2:25.0,,Defensive rebound by N. Hilário,108,108
4,2:25.0,,Houston full timeout,108,108
4,2:04.0,,J. Harden makes 2-pt jump shot from 20 ft,108,110
4,1:43.0,Turnover by R. Westbrook (bad pass; steal by N. Hilário),,108,110
4,1:28.0,,C. Paul misses 2-pt jump shot from 8 ft,108,110
4,1:26.0,Defensive rebound by R. Westbrook,,108,110
4,1:25.0,Shooting foul by E. Gordon (drawn by R. Westbrook),,108,110
4,1:25.0,R. Westbrook makes free throw 1 of 2,,109,110
4,1:25.0,R. Westbrook misses free throw 2 of 2,,109,110
4,1:25.0,,Defensive rebound by J. Harden,109,110
4,1:00.0,,J. Harden misses 3-pt jump shot from 26 ft,109,110
4,0:58.0,Defensive rebound by P. George,,109,110
4,0:52.0,Shooting foul by J. Harden (drawn by P. George),,109,110
4,0:52.0,P. George makes free throw 1 of 2,,110,110
4,0:52.0,,K. Faried enters the game for N. Hilário,110,110
4,0:52.0,P. George makes free throw 2 of 2,,111,110
4,0:31.0,,J. Harden makes 2-pt jump shot from 6 ft,111,112
4,0:31.0,Oklahoma City full timeout,,111,112
4,0:26.0,R. Westbrook makes 2-pt layup from 2 ft,,113,112
4,0:04.0,,J. Harden misses 3-pt jump shot from 26 ft,113,112
4,0:03.0,Defensive rebound by P. George,,113,112
4,0:03.0,Personal take foul by K. Faried (drawn by P. George),,113,112
4,0:03.0,P. George makes free throw 1 of 2,,114,112
4,0:03.0,,N. Hilário enters the game for K. Faried,114,112
4,0:03.0,P. George makes free throw 2 of 2,,115,112
4,0:03.0,,Houston full timeout,115,112
4,0:03.0,,G. Green enters the game for N. Hilário,115,112
4,0:03.0,,I. Shumpert enters the game for P. Tucker,115,112
4,0:02.0,,Turnover by I. Shumpert (bad pass),115,112
4,0:02.0,Oklahoma City full timeout,,115,112
4,0:02.0,D. Schröder enters the game for S. Adams,,115,112
4,0:02.0,,P. Tucker enters the game for G. Green,115,112
4,0:01.0,Personal take foul by P. Tucker (drawn by P. George),,115,112
4,0:01.0,P. George makes free throw 1 of 2,,116,112
4,0:01.0,S. Adams enters the game for D. Schröder,,116,112
4,0:01.0,P. George makes free throw 2 of 2,,117,112
