QUARTER,TIME_REMAINING,CHICAGO_ACTION,NEW YORK_ACTION,CHICAGO_SCORE,NEW YORK_SCORE
4,2:38.0,Defensive rebound by S. Harrison,,99,110
4,2:24.0,W. Lemon misses 2-pt layup from 1 ft,,99,110
4,2:22.0,,Defensive rebound by D. Dotson,99,110
4,2:01.0,,D. Dotson misses 3-pt jump shot from 27 ft,99,110
4,1:59.0,Defensive rebound by J. Sampson,,99,110
4,1:58.0,Chicago full timeout,,99,110
4,1:52.0,W. Selden misses 3-pt jump shot from 26 ft,,99,110
4,1:50.0,Offensive rebound by R. Lopez,,99,110
4,1:50.0,R. Lopez makes 2-pt dunk at rim,,101,110
4,1:30.0,,L. Thomas makes 2-pt dunk at rim (assist by E. Mudiay),101,112
4,1:30.0,Chicago full timeout,,101,112
4,1:30.0,R. Alkins enters the game for S. Harrison,,101,112
4,1:21.0,Personal foul by D. Dotson (drawn by J. Sampson),,101,112
4,1:21.0,J. Sampson makes free throw 1 of 2,,102,112
4,1:21.0,J. Sampson makes free throw 2 of 2,,103,112
4,1:04.0,,Turnover by D. Dotson (lost ball; steal by J. Sampson),103,112
4,1:01.0,Shooting foul by E. Mudiay (drawn by J. Sampson),,103,112
4,1:01.0,J. Sampson makes free throw 1 of 2,,104,112
4,1:01.0,J. Sampson makes free throw 2 of 2,,105,112
4,0:46.0,,Personal foul by W. Lemon (drawn by E. Mudiay),105,112
4,0:46.0,,E. Mudiay makes free throw 1 of 2,105,113
4,0:46.0,,E. Mudiay misses free throw 2 of 2,105,113
4,0:44.0,Defensive rebound by R. Lopez,,105,113
4,0:31.0,Personal foul by D. Dotson (drawn by R. Lopez),,105,113
4,0:31.0,Offensive rebound by Team,,105,113
4,0:31.0,R. Lopez misses free throw 1 of 2,,105,113
4,0:31.0,R. Lopez misses free throw 2 of 2,,105,113
4,0:28.0,,Defensive rebound by E. Mudiay,105,113
4,0:06.0,,Turnover by Team (shot clock),105,113
4,0:00.0,R. Alkins misses 3-pt jump shot from 26 ft,,105,113
4,0:00.0,Offensive rebound by Team,,105,113
