QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
4,8:05.0,,Offensive rebound by K. Oubre,96,84
4,8:05.0,,K. Oubre makes 2-pt dunk from 1 ft,96,86
4,8:05.0,,Shooting foul by P. Siakam (drawn by K. Oubre),96,86
4,8:05.0,,K. Oubre makes free throw 1 of 1,96,87
4,7:51.0,P. Siakam makes 3-pt jump shot from 23 ft (assist by F. VanVleet),,99,87
4,7:39.0,,Personal foul by P. Siakam (drawn by B. Beal),99,87
4,7:39.0,K. Lowry enters the game for O. Anunoby,,99,87
4,7:30.0,,B. Beal makes 2-pt layup from 3 ft,99,89
4,7:22.0,Personal foul by B. Beal (drawn by S. Ibaka),,99,89
4,7:13.0,P. Siakam misses 2-pt jump shot from 5 ft,,99,89
4,7:11.0,Offensive rebound by S. Ibaka,,99,89
4,7:10.0,S. Ibaka misses 2-pt hook shot from 4 ft,,99,89
4,7:08.0,,Defensive rebound by K. Oubre,99,89
4,7:04.0,,Turnover by J. Wall (step out of bounds),99,89
4,7:04.0,,Technical foul by B. Beal,99,89
4,7:04.0,Toronto full timeout,,99,89
4,7:04.0,Technical foul by S. Brooks,,99,89
4,7:04.0,,S. Brooks ejected from game,99,89
4,7:04.0,K. Lowry makes technical free throw,,100,89
4,7:04.0,K. Lowry makes technical free throw,,101,89
4,6:57.0,Shooting foul by J. Wall (drawn by P. Siakam),,101,89
4,6:57.0,P. Siakam makes free throw 1 of 2,,102,89
4,6:57.0,,M. Morris enters the game for J. Green,102,89
4,6:57.0,,O. Porter enters the game for K. Oubre,102,89
4,6:57.0,P. Siakam misses free throw 2 of 2,,102,89
4,6:54.0,Offensive rebound by S. Ibaka,,102,89
4,6:42.0,K. Lowry misses 2-pt jump shot from 20 ft,,102,89
4,6:39.0,,Defensive rebound by B. Beal,102,89
4,6:32.0,,B. Beal misses 3-pt jump shot from 25 ft,102,89
4,6:28.0,Defensive rebound by P. Siakam,,102,89
4,6:23.0,Turnover by P. Siakam (lost ball; steal by B. Beal),,102,89
4,6:18.0,,J. Wall makes 2-pt dunk from 2 ft (assist by B. Beal),102,91
4,6:01.0,Personal foul by B. Beal (drawn by K. Lowry),,102,91
4,6:01.0,K. Lowry makes free throw 1 of 2,,103,91
4,6:01.0,O. Anunoby enters the game for P. Siakam,,103,91
4,6:01.0,K. Lowry makes free throw 2 of 2,,104,91
4,5:48.0,,B. Beal makes 2-pt layup from 2 ft,104,93
4,5:38.0,D. Green misses 3-pt jump shot from 25 ft,,104,93
4,5:35.0,,Defensive rebound by M. Morris,104,93
4,5:32.0,,Turnover by J. Wall (lost ball; steal by S. Ibaka),104,93
4,5:15.0,K. Lowry makes 2-pt layup from 1 ft,,106,93
4,5:04.0,,B. Beal makes 2-pt layup from 4 ft,106,95
4,4:56.0,K. Lowry misses 3-pt jump shot from 28 ft,,106,95
4,4:54.0,,Defensive rebound by J. Wall,106,95
4,4:43.0,,B. Beal makes 3-pt jump shot from 25 ft (assist by M. Morris),106,98
4,4:42.0,Toronto full timeout,,106,98
4,4:24.0,Turnover by S. Ibaka (3 sec),,106,98
4,4:15.0,,B. Beal makes 3-pt jump shot from 26 ft (assist by M. Morris),106,101
4,3:48.0,F. VanVleet misses 3-pt jump shot from 32 ft,,106,101
4,3:44.0,Offensive rebound by S. Ibaka,,106,101
4,3:40.0,Offensive foul by O. Anunoby (drawn by B. Beal),,106,101
4,3:40.0,Turnover by O. Anunoby (offensive foul),,106,101
4,3:31.0,,Personal foul by D. Green (drawn by M. Morris),106,101
4,3:31.0,P. Siakam enters the game for S. Ibaka,,106,101
4,3:24.0,,Personal foul by P. Siakam (drawn by B. Beal),106,101
4,3:20.0,,Offensive foul by B. Beal (drawn by K. Lowry),106,101
4,3:20.0,,Turnover by B. Beal (offensive foul),106,101
4,3:05.0,O. Anunoby misses 2-pt layup from 3 ft,,106,101
4,3:03.0,Offensive rebound by P. Siakam,,106,101
4,3:02.0,K. Lowry misses 3-pt jump shot from 28 ft,,106,101
4,3:00.0,Offensive rebound by P. Siakam,,106,101
4,2:59.0,K. Lowry makes 3-pt jump shot from 26 ft (assist by P. Siakam),,109,101
4,2:57.0,,Washington full timeout,109,101
4,2:57.0,,K. Oubre enters the game for A. Rivers,109,101
4,2:49.0,,J. Wall makes 2-pt layup from 4 ft,109,103
4,2:26.0,D. Green misses 3-pt jump shot from 24 ft,,109,103
4,2:24.0,,Defensive rebound by M. Morris,109,103
4,2:20.0,,K. Oubre makes 3-pt jump shot from 26 ft (assist by J. Wall),109,106
4,1:58.0,K. Lowry makes 2-pt layup from 2 ft,,111,106
4,1:50.0,,Shooting foul by P. Siakam (drawn by J. Wall),111,106
4,1:50.0,S. Ibaka enters the game for P. Siakam,,111,106
4,1:50.0,,J. Wall makes free throw 1 of 2,111,107
4,1:50.0,,J. Wall makes free throw 2 of 2,111,108
4,1:32.0,K. Lowry makes 2-pt layup from 2 ft,,113,108
4,1:26.0,,K. Oubre misses 3-pt jump shot from 26 ft,113,108
4,1:23.0,Defensive rebound by S. Ibaka,,113,108
4,1:05.0,K. Lowry misses 2-pt jump shot from 21 ft,,113,108
4,1:02.0,,Defensive rebound by J. Wall,113,108
4,0:58.0,,J. Wall makes 2-pt layup from 2 ft,113,110
4,0:58.0,,Shooting foul by K. Lowry (drawn by J. Wall),113,110
4,0:58.0,,J. Wall makes free throw 1 of 1,113,111
4,0:39.0,D. Green misses 3-pt jump shot from 22 ft (block by B. Beal),,113,111
4,0:38.0,Offensive rebound by K. Lowry,,113,111
4,0:38.0,K. Lowry misses 2-pt layup from 3 ft (block by O. Porter),,113,111
4,0:38.0,Offensive rebound by Team,,113,111
4,0:17.0,K. Lowry misses 2-pt layup from 2 ft (block by M. Morris),,113,111
4,0:17.0,Offensive rebound by Team,,113,111
4,0:17.0,Toronto full timeout,,113,111
4,0:14.0,F. VanVleet makes 2-pt jump shot from 20 ft,,115,111
4,0:13.0,,Washington full timeout,115,111
4,0:09.0,,Shooting foul by F. VanVleet (drawn by J. Wall),115,111
4,0:09.0,,J. Wall makes free throw 1 of 2,115,112
4,0:09.0,,A. Rivers enters the game for M. Morris,115,112
4,0:09.0,,J. Wall makes free throw 2 of 2,115,113
4,0:07.0,Personal take foul by A. Rivers (drawn by F. VanVleet),,115,113
4,0:07.0,F. VanVleet makes free throw 1 of 2,,116,113
4,0:07.0,,M. Morris enters the game for A. Rivers,116,113
4,0:07.0,F. VanVleet makes free throw 2 of 2,,117,113
4,0:01.0,,O. Porter misses 3-pt jump shot from 28 ft,117,113
4,0:01.0,,Offensive rebound by Team,117,113
