QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,INDIANA_ACTION,CHARLOTTE_SCORE,INDIANA_SCORE
4,3:52.0,Defensive rebound by B. Biyombo,,87,104
4,3:39.0,J. Lamb misses 3-pt jump shot from 27 ft,,87,104
4,3:37.0,,Defensive rebound by M. Turner,87,104
4,3:19.0,,V. Oladipo makes 3-pt jump shot from 27 ft (assist by T. Young),87,107
4,3:05.0,K. Walker makes 2-pt layup from 1 ft,,89,107
4,2:49.0,,V. Oladipo makes 2-pt layup from 1 ft,89,109
4,2:36.0,K. Walker misses 2-pt jump shot from 4 ft,,89,109
4,2:34.0,Offensive rebound by B. Biyombo,,89,109
4,2:33.0,B. Biyombo misses 2-pt dunk from 2 ft (block by M. Turner),,89,109
4,2:29.0,,Defensive rebound by M. Turner,89,109
4,2:25.0,,B. Bogdanović makes 3-pt jump shot from 24 ft (assist by V. Oladipo),89,112
4,2:14.0,Shooting foul by B. Bogdanović (drawn by B. Biyombo),,89,112
4,2:14.0,D. Bacon enters the game for N. Batum,,89,112
4,2:14.0,M. Bridges enters the game for J. Lamb,,89,112
4,2:14.0,D. Graham enters the game for K. Walker,,89,112
4,2:14.0,M. Monk enters the game for M. Williams,,89,112
4,2:14.0,,A. Holiday enters the game for B. Bogdanović,89,112
4,2:14.0,,A. Johnson enters the game for V. Oladipo,89,112
4,2:14.0,,T. Leaf enters the game for M. Turner,89,112
4,2:14.0,,D. McDermott enters the game for T. Young,89,112
4,2:14.0,B. Biyombo misses free throw 1 of 2,,89,112
4,2:14.0,Offensive rebound by Team,,89,112
4,2:14.0,B. Biyombo makes free throw 2 of 2,,90,112
4,2:14.0,,Indiana full timeout,90,112
4,2:14.0,W. Hernangómez enters the game for B. Biyombo,,90,112
4,2:14.0,,K. O'Quinn enters the game for D. Collison,90,112
4,2:04.0,,Shooting foul by M. Monk (drawn by D. McDermott),90,112
4,2:04.0,,D. McDermott makes free throw 1 of 3,90,113
4,2:04.0,,D. McDermott makes free throw 2 of 3,90,114
4,2:04.0,,D. McDermott makes free throw 3 of 3,90,115
4,1:48.0,M. Bridges misses 3-pt jump shot from 23 ft,,90,115
4,1:44.0,,Defensive rebound by K. O'Quinn,90,115
4,1:38.0,,A. Holiday misses 3-pt jump shot from 26 ft,90,115
4,1:35.0,Defensive rebound by M. Monk,,90,115
4,1:29.0,M. Monk makes 3-pt jump shot from 28 ft (assist by D. Bacon),,93,115
4,1:14.0,,T. Leaf misses 2-pt jump shot from 6 ft,93,115
4,1:10.0,Defensive rebound by M. Monk,,93,115
4,1:02.0,D. Graham misses 3-pt jump shot from 26 ft,,93,115
4,0:59.0,,Defensive rebound by A. Johnson,93,115
4,0:54.0,,A. Johnson misses 2-pt hook shot from 9 ft,93,115
4,0:53.0,,Offensive rebound by D. McDermott,93,115
4,0:53.0,,D. McDermott makes 2-pt layup from 2 ft,93,117
4,0:43.0,Turnover by M. Monk (step out of bounds),,93,117
4,0:33.0,,A. Holiday makes 3-pt jump shot from 27 ft (assist by D. McDermott),93,120
4,0:25.0,W. Hernangómez makes 2-pt dunk from 1 ft (assist by M. Monk),,95,120
4,0:01.0,,Turnover by Team (shot clock),95,120
