QUARTER,TIME_REMAINING,BOSTON_ACTION,NEW YORK_ACTION,BOSTON_SCORE,NEW YORK_SCORE
4,7:02.0,Boston full timeout,,85,79
4,7:02.0,A. Horford enters the game for D. Theis,,85,79
4,6:50.0,M. Morris makes 3-pt jump shot from 26 ft (assist by K. Irving),,88,79
4,6:27.0,,Shooting foul by M. Smart (drawn by A. Trier),88,79
4,6:27.0,,A. Trier makes free throw 1 of 2,88,80
4,6:27.0,,N. Vonleh enters the game for M. Robinson,88,80
4,6:27.0,,A. Trier makes free throw 2 of 2,88,81
4,6:13.0,M. Smart misses 3-pt jump shot from 23 ft,,88,81
4,6:10.0,,Defensive rebound by E. Freedom,88,81
4,5:54.0,,E. Freedom makes 2-pt layup from 1 ft (assist by N. Vonleh),88,83
4,5:30.0,Shooting foul by T. Burke (drawn by K. Irving),,88,83
4,5:30.0,K. Irving misses free throw 1 of 2,,88,83
4,5:30.0,Offensive rebound by Team,,88,83
4,5:30.0,T. Rozier enters the game for M. Smart,,88,83
4,5:30.0,K. Irving makes free throw 2 of 2,,89,83
4,5:13.0,,T. Burke misses 3-pt jump shot from 23 ft,89,83
4,5:09.0,Defensive rebound by A. Horford,,89,83
4,4:54.0,Offensive foul by K. Irving (drawn by T. Hardaway),,89,83
4,4:54.0,Turnover by K. Irving (offensive foul),,89,83
4,4:44.0,,T. Hardaway makes 3-pt jump shot from 26 ft (assist by T. Burke),89,86
4,4:28.0,A. Horford misses 3-pt jump shot from 24 ft,,89,86
4,4:25.0,,Defensive rebound by N. Vonleh,89,86
4,4:14.0,,T. Hardaway makes 3-pt jump shot from 25 ft (assist by T. Burke),89,89
4,4:12.0,Boston full timeout,,89,89
4,4:12.0,J. Tatum enters the game for M. Morris,,89,89
4,3:59.0,Shooting foul by E. Freedom (drawn by K. Irving),,89,89
4,3:59.0,K. Irving makes free throw 1 of 2,,90,89
4,3:59.0,M. Smart enters the game for T. Rozier,,90,89
4,3:59.0,K. Irving makes free throw 2 of 2,,91,89
4,3:43.0,,T. Hardaway misses 3-pt jump shot from 26 ft,91,89
4,3:40.0,Defensive rebound by J. Brown,,91,89
4,3:26.0,A. Horford makes 2-pt layup from 2 ft (assist by K. Irving),,93,89
4,3:20.0,,New York full timeout,93,89
4,3:15.0,,Personal foul by J. Brown (drawn by T. Hardaway),93,89
4,3:07.0,,T. Burke misses 3-pt jump shot from 26 ft,93,89
4,3:03.0,,Offensive rebound by N. Vonleh,93,89
4,3:00.0,,T. Hardaway misses 3-pt jump shot from 25 ft,93,89
4,2:57.0,Defensive rebound by A. Horford,,93,89
4,2:51.0,K. Irving makes 2-pt layup from 1 ft,,95,89
4,2:51.0,Shooting foul by N. Vonleh (drawn by K. Irving),,95,89
4,2:51.0,K. Irving makes free throw 1 of 1,,96,89
4,2:41.0,,Personal foul by M. Smart (drawn by T. Hardaway),96,89
4,2:27.0,,N. Vonleh makes 2-pt hook shot from 5 ft,96,91
4,2:10.0,K. Irving misses 3-pt jump shot from 25 ft,,96,91
4,2:07.0,,Defensive rebound by T. Hardaway,96,91
4,1:53.0,,T. Burke misses 2-pt jump shot from 20 ft,96,91
4,1:50.0,,Offensive rebound by E. Freedom,96,91
4,1:50.0,,E. Freedom makes 2-pt layup from 1 ft,96,93
4,1:37.0,Personal foul by E. Freedom (drawn by M. Smart),,96,93
4,1:37.0,M. Smart misses free throw 1 of 2,,96,93
4,1:37.0,Offensive rebound by Team,,96,93
4,1:37.0,,L. Thomas enters the game for E. Freedom,96,93
4,1:37.0,M. Smart makes free throw 2 of 2,,97,93
4,1:16.0,,Shooting foul by K. Irving (drawn by L. Thomas),97,93
4,1:16.0,,L. Thomas makes free throw 1 of 2,97,94
4,1:16.0,,L. Thomas makes free throw 2 of 2,97,95
4,0:59.0,J. Tatum makes 2-pt dunk from 1 ft,,99,95
4,0:50.0,,L. Thomas makes 3-pt jump shot from 26 ft (assist by T. Hardaway),99,98
4,0:36.0,J. Tatum misses 2-pt dunk from 1 ft,,99,98
4,0:34.0,Offensive rebound by J. Tatum,,99,98
4,0:21.0,J. Tatum makes 2-pt jump shot from 13 ft,,101,98
4,0:21.0,,New York full timeout,101,98
4,0:10.0,,T. Burke makes 2-pt dunk from 2 ft,101,100
4,0:10.0,Boston full timeout,,101,100
4,0:10.0,T. Rozier enters the game for J. Brown,,101,100
4,0:10.0,,R. Baker enters the game for T. Burke,101,100
4,0:07.0,Personal take foul by R. Baker (drawn by J. Tatum),,101,100
4,0:07.0,J. Tatum makes free throw 1 of 2,,102,100
4,0:07.0,J. Brown enters the game for K. Irving,,102,100
4,0:07.0,J. Tatum makes free throw 2 of 2,,103,100
4,0:07.0,,New York full timeout,103,100
4,0:07.0,,T. Burke enters the game for R. Baker,103,100
4,0:07.0,,D. Dotson enters the game for L. Thomas,103,100
4,0:01.0,,Shooting foul by J. Tatum (drawn by T. Burke),103,100
4,0:01.0,D. Theis enters the game for T. Rozier,,103,100
4,0:01.0,,M. Robinson enters the game for D. Dotson,103,100
4,0:01.0,,T. Burke misses free throw 1 of 3,103,100
4,0:01.0,,Offensive rebound by Team,103,100
4,0:01.0,,T. Burke makes free throw 2 of 3,103,101
4,0:01.0,,T. Burke misses free throw 3 of 3,103,101
4,0:01.0,Defensive rebound by A. Horford,,103,101
