QUARTER,TIME_REMAINING,NEW YORK_ACTION,LA LAKERS_ACTION,NEW YORK_SCORE,LA LAKERS_SCORE
4,8:47.0,,J. Hart misses 3-pt jump shot from 24 ft,96,97
4,8:42.0,,Offensive rebound by Team,96,97
4,8:38.0,,K. Caldwell-Pope misses 3-pt jump shot from 27 ft,96,97
4,8:35.0,Defensive rebound by A. Trier,,96,97
4,8:31.0,Shooting foul by L. Stephenson (drawn by M. Hezonja),,96,97
4,8:31.0,M. Hezonja misses free throw 1 of 2,,96,97
4,8:31.0,Offensive rebound by Team,,96,97
4,8:31.0,E. Mudiay enters the game for A. Trier,,96,97
4,8:31.0,M. Hezonja makes free throw 2 of 2,,97,97
4,8:15.0,,L. Stephenson makes 2-pt layup from 2 ft,97,99
4,7:59.0,T. Burke misses 2-pt jump shot from 20 ft,,97,99
4,7:57.0,,Defensive rebound by J. Hart,97,99
4,7:48.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,97,99
4,7:46.0,Defensive rebound by E. Freedom,,97,99
4,7:42.0,Shooting foul by K. Caldwell-Pope (drawn by D. Dotson),,97,99
4,7:42.0,D. Dotson makes free throw 1 of 2,,98,99
4,7:42.0,T. Hardaway enters the game for T. Burke,,98,99
4,7:42.0,,B. Ingram enters the game for J. Hart,98,99
4,7:42.0,D. Dotson makes free throw 2 of 2,,99,99
4,7:23.0,,Turnover by L. Stephenson (bad pass; steal by D. Dotson),99,99
4,7:14.0,Shooting foul by T. Chandler (drawn by E. Freedom),,99,99
4,7:14.0,E. Freedom makes free throw 1 of 2,,100,99
4,7:14.0,E. Freedom makes free throw 2 of 2,,101,99
4,6:56.0,,L. Ball makes 3-pt jump shot from 25 ft (assist by K. Caldwell-Pope),101,102
4,6:41.0,M. Hezonja misses 3-pt jump shot from 27 ft,,101,102
4,6:36.0,Offensive rebound by E. Freedom,,101,102
4,6:27.0,D. Dotson misses 3-pt jump shot from 25 ft,,101,102
4,6:27.0,Offensive rebound by Team,,101,102
4,6:27.0,,J. McGee enters the game for T. Chandler,101,102
4,6:16.0,Personal foul by K. Caldwell-Pope (drawn by E. Mudiay),,101,102
4,6:16.0,,Violation by Team (delay of game),101,102
4,6:16.0,E. Mudiay misses free throw 1 of 2,,101,102
4,6:16.0,Offensive rebound by Team,,101,102
4,6:16.0,Violation by Team (delay of game),,101,102
4,6:16.0,K. Knox enters the game for D. Dotson,,101,102
4,6:16.0,E. Mudiay makes free throw 2 of 2,,102,102
4,6:03.0,,B. Ingram misses 2-pt hook shot from 6 ft (block by M. Hezonja),102,102
4,6:00.0,Defensive rebound by T. Hardaway,,102,102
4,5:56.0,T. Hardaway misses 2-pt layup from 2 ft,,102,102
4,5:56.0,Offensive rebound by E. Freedom,,102,102
4,5:53.0,E. Freedom makes 2-pt layup from 2 ft,,104,102
4,5:42.0,,Offensive foul by J. McGee (drawn by T. Hardaway),104,102
4,5:42.0,,Turnover by J. McGee (offensive foul),104,102
4,5:34.0,Offensive foul by E. Freedom (drawn by K. Caldwell-Pope),,104,102
4,5:34.0,Turnover by E. Freedom (offensive foul),,104,102
4,5:18.0,,B. Ingram makes 2-pt layup from 1 ft,104,104
4,5:18.0,,Shooting foul by E. Freedom (drawn by B. Ingram),104,104
4,5:18.0,,B. Ingram makes free throw 1 of 1,104,105
4,5:06.0,Shooting foul by K. Caldwell-Pope (drawn by T. Hardaway),,104,105
4,5:06.0,T. Hardaway makes free throw 1 of 2,,105,105
4,5:06.0,T. Hardaway makes free throw 2 of 2,,106,105
4,4:56.0,,Personal foul by M. Hezonja (drawn by B. Ingram),106,105
4,4:56.0,,J. Hart enters the game for K. Caldwell-Pope,106,105
4,4:47.0,,L. Stephenson makes 2-pt layup from 2 ft,106,107
4,4:34.0,T. Hardaway misses 2-pt jump shot from 18 ft,,106,107
4,4:31.0,,Defensive rebound by B. Ingram,106,107
4,4:20.0,,B. Ingram misses 2-pt jump shot from 4 ft,106,107
4,4:17.0,Defensive rebound by E. Mudiay,,106,107
4,4:13.0,M. Hezonja makes 2-pt layup from 2 ft (assist by E. Mudiay),,108,107
4,4:00.0,,J. McGee makes 2-pt layup from 2 ft (assist by L. Ball),108,109
4,3:45.0,Shooting foul by J. McGee (drawn by K. Knox),,108,109
4,3:45.0,K. Knox makes free throw 1 of 2,,109,109
4,3:45.0,K. Knox makes free throw 2 of 2,,110,109
4,3:31.0,,B. Ingram misses 2-pt layup from 2 ft (block by E. Freedom),110,109
4,3:28.0,Defensive rebound by K. Knox,,110,109
4,3:28.0,Shooting foul by L. Stephenson (drawn by T. Hardaway),,110,109
4,3:28.0,T. Hardaway makes free throw 1 of 2,,111,109
4,3:28.0,T. Hardaway makes free throw 2 of 2,,112,109
4,3:12.0,,J. Hart misses 3-pt jump shot from 26 ft,112,109
4,3:08.0,Defensive rebound by E. Freedom,,112,109
4,2:53.0,T. Hardaway misses 3-pt jump shot from 26 ft,,112,109
4,2:51.0,,Defensive rebound by J. McGee,112,109
4,2:42.0,,L. Ball misses 2-pt layup from 2 ft,112,109
4,2:38.0,,Offensive rebound by L. Ball,112,109
4,2:38.0,,L. Ball misses 2-pt layup at rim,112,109
4,2:37.0,Defensive rebound by E. Mudiay,,112,109
4,2:34.0,E. Mudiay misses 2-pt layup from 3 ft,,112,109
4,2:32.0,,Defensive rebound by B. Ingram,112,109
4,2:28.0,,Turnover by B. Ingram (out of bounds lost ball),112,109
4,2:28.0,New York full timeout,,112,109
4,2:28.0,,K. Caldwell-Pope enters the game for L. Stephenson,112,109
4,2:12.0,E. Mudiay misses 3-pt jump shot from 27 ft,,112,109
4,2:10.0,,Defensive rebound by B. Ingram,112,109
4,1:56.0,,B. Ingram misses 2-pt hook shot from 3 ft,112,109
4,1:56.0,Defensive rebound by Team,,112,109
4,1:40.0,K. Knox makes 2-pt jump shot from 2 ft (assist by E. Freedom),,114,109
4,1:40.0,,LA Lakers full timeout,114,109
4,1:40.0,,Turnover by (5 sec),114,109
4,1:29.0,Turnover by M. Hezonja (bad pass),,114,109
4,1:17.0,,J. McGee misses 2-pt hook shot from 4 ft,114,109
4,1:14.0,,Offensive rebound by J. Hart,114,109
4,1:13.0,,L. Ball makes 3-pt jump shot from 26 ft (assist by J. Hart),114,112
4,0:55.0,E. Freedom makes 2-pt layup from 2 ft (assist by M. Hezonja),,116,112
4,0:55.0,,Violation by Team (def goaltending),116,112
4,0:47.0,,Turnover by L. Ball (bad pass; steal by M. Hezonja),116,112
4,0:33.0,E. Mudiay misses 2-pt layup from 2 ft,,116,112
4,0:33.0,Offensive rebound by E. Freedom,,116,112
4,0:33.0,E. Freedom makes 2-pt layup from 1 ft,,118,112
4,0:33.0,,LA Lakers full timeout,118,112
4,0:33.0,,T. Chandler enters the game for J. McGee,118,112
4,0:31.0,,J. Hart misses 3-pt jump shot from 27 ft,118,112
4,0:26.0,,Offensive rebound by L. Ball,118,112
4,0:24.0,,J. Hart misses 3-pt jump shot from 28 ft,118,112
4,0:22.0,Defensive rebound by M. Hezonja,,118,112
4,0:20.0,Personal take foul by J. Hart (drawn by M. Hezonja),,118,112
4,0:20.0,M. Hezonja misses free throw 1 of 2,,118,112
4,0:20.0,Offensive rebound by Team,,118,112
4,0:20.0,M. Hezonja makes free throw 2 of 2,,119,112
4,0:17.0,,K. Caldwell-Pope misses 3-pt jump shot from 26 ft,119,112
4,0:13.0,Defensive rebound by E. Freedom,,119,112
