QUARTER,TIME_REMAINING,ATLANTA_ACTION,MILWAUKEE_ACTION,ATLANTA_SCORE,MILWAUKEE_SCORE
4,9:17.0,,Turnover by B. Lopez (offensive foul),79,91
4,9:12.0,Shooting foul by S. Brown (drawn by A. Len),,79,91
4,9:12.0,A. Len misses free throw 1 of 2,,79,91
4,9:12.0,Offensive rebound by Team,,79,91
4,9:12.0,,T. Frazier enters the game for E. Bledsoe,79,91
4,9:12.0,A. Len makes free throw 2 of 2,,80,91
4,8:53.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,80,91
4,8:50.0,Defensive rebound by T. Prince,,80,91
4,8:46.0,A. Len makes 2-pt dunk from 2 ft,,82,91
4,8:46.0,Shooting foul by B. Lopez (drawn by A. Len),,82,91
4,8:46.0,K. Bazemore enters the game for J. Adams,,82,91
4,8:46.0,,P. Connaughton enters the game for G. Antetokounmpo,82,91
4,8:46.0,A. Len misses free throw 1 of 1,,82,91
4,8:45.0,,Defensive rebound by K. Middleton,82,91
4,8:24.0,,K. Middleton misses 2-pt jump shot from 16 ft,82,91
4,8:21.0,Defensive rebound by K. Huerter,,82,91
4,8:18.0,V. Carter misses 3-pt jump shot from 22 ft,,82,91
4,8:14.0,,Defensive rebound by K. Middleton,82,91
4,8:10.0,,B. Lopez misses 3-pt jump shot from 29 ft,82,91
4,8:05.0,Defensive rebound by K. Bazemore,,82,91
4,8:02.0,K. Huerter makes 3-pt jump shot from 30 ft,,85,91
4,8:02.0,,Milwaukee full timeout,85,91
4,8:02.0,D. Bembry enters the game for K. Huerter,,85,91
4,7:43.0,,P. Connaughton makes 3-pt jump shot from 28 ft (assist by T. Frazier),85,94
4,7:19.0,A. Len makes 2-pt dunk from 1 ft,,87,94
4,7:08.0,,K. Middleton makes 2-pt jump shot from 8 ft,87,96
4,6:59.0,T. Prince misses 3-pt jump shot from 28 ft,,87,96
4,6:55.0,,Defensive rebound by P. Connaughton,87,96
4,6:48.0,,K. Middleton misses 2-pt jump shot from 7 ft,87,96
4,6:45.0,Defensive rebound by V. Carter,,87,96
4,6:38.0,Shooting foul by K. Middleton (drawn by A. Len),,87,96
4,6:38.0,Offensive rebound by Team,,87,96
4,6:38.0,A. Len misses free throw 1 of 2,,87,96
4,6:38.0,,E. İlyasova enters the game for K. Middleton,87,96
4,6:38.0,A. Len misses free throw 2 of 2,,87,96
4,6:35.0,,Defensive rebound by E. İlyasova,87,96
4,6:20.0,,T. Frazier makes 2-pt layup at rim (assist by B. Lopez),87,98
4,6:02.0,A. Len makes 3-pt jump shot from 28 ft (assist by K. Bazemore),,90,98
4,5:36.0,,B. Lopez misses 3-pt jump shot from 28 ft,90,98
4,5:33.0,Defensive rebound by V. Carter,,90,98
4,5:27.0,Turnover by D. Bembry (bad pass; steal by T. Frazier),,90,98
4,5:23.0,,S. Brown misses 2-pt layup from 1 ft,90,98
4,5:20.0,,Offensive rebound by T. Frazier,90,98
4,5:19.0,,S. Brown misses 2-pt layup from 1 ft (block by A. Len),90,98
4,5:12.0,,Offensive rebound by S. Brown,90,98
4,5:10.0,,E. İlyasova misses 3-pt jump shot from 27 ft,90,98
4,5:10.0,Defensive rebound by A. Len,,90,98
4,5:09.0,Atlanta full timeout,,90,98
4,5:09.0,,G. Antetokounmpo enters the game for S. Brown,90,98
4,5:09.0,,E. Bledsoe enters the game for T. Frazier,90,98
4,5:09.0,,G. Hill enters the game for B. Lopez,90,98
4,4:54.0,A. Len makes 3-pt jump shot from 27 ft (assist by D. Bembry),,93,98
4,4:40.0,,Shooting foul by D. Bembry (drawn by E. İlyasova),93,98
4,4:40.0,,E. İlyasova misses free throw 1 of 2,93,98
4,4:40.0,,Offensive rebound by Team,93,98
4,4:40.0,,E. İlyasova makes free throw 2 of 2,93,99
4,4:20.0,T. Prince makes 3-pt jump shot from 27 ft (assist by V. Carter),,96,99
4,4:01.0,,E. Bledsoe misses 3-pt jump shot from 23 ft,96,99
4,3:58.0,,Offensive rebound by P. Connaughton,96,99
4,3:55.0,,G. Antetokounmpo makes 2-pt jump shot from 13 ft (assist by E. Bledsoe),96,101
4,3:55.0,,Shooting foul by T. Prince (drawn by G. Antetokounmpo),96,101
4,3:55.0,,G. Antetokounmpo misses free throw 1 of 1,96,101
4,3:52.0,Defensive rebound by V. Carter,,96,101
4,3:34.0,Atlanta full timeout,,96,101
4,3:34.0,,K. Middleton enters the game for E. İlyasova,96,101
4,3:28.0,D. Bembry makes 2-pt dunk from 2 ft (assist by A. Len),,98,101
4,3:15.0,,E. Bledsoe misses 2-pt jump shot from 11 ft,98,101
4,3:12.0,Defensive rebound by T. Prince,,98,101
4,3:05.0,A. Len misses 3-pt jump shot from 23 ft,,98,101
4,3:01.0,,Defensive rebound by K. Middleton,98,101
4,2:51.0,,K. Middleton makes 3-pt jump shot from 27 ft (assist by G. Antetokounmpo),98,104
4,2:28.0,T. Prince misses 3-pt jump shot from 24 ft,,98,104
4,2:25.0,Offensive rebound by D. Bembry,,98,104
4,2:22.0,V. Carter misses 2-pt hook shot from 7 ft,,98,104
4,2:22.0,,Defensive rebound by Team,98,104
4,2:03.0,,K. Middleton makes 3-pt jump shot from 26 ft,98,107
4,1:42.0,Offensive foul by A. Len (drawn by E. Bledsoe),,98,107
4,1:42.0,Turnover by A. Len (offensive foul),,98,107
4,1:23.0,,E. Bledsoe misses 3-pt jump shot from 27 ft,98,107
4,1:20.0,,Offensive rebound by G. Antetokounmpo,98,107
4,1:20.0,,G. Antetokounmpo makes 3-pt jump shot from 27 ft,98,110
4,1:20.0,Atlanta full timeout,,98,110
4,1:15.0,D. Bembry makes 2-pt layup from 1 ft (assist by A. Len),,100,110
4,1:15.0,Shooting foul by P. Connaughton (drawn by D. Bembry),,100,110
4,1:15.0,J. Adams enters the game for A. Len,,100,110
4,1:15.0,D. Bembry makes free throw 1 of 1,,101,110
4,1:05.0,,E. Bledsoe makes 2-pt layup from 1 ft (assist by K. Middleton),101,112
4,1:00.0,J. Adams makes 2-pt layup from 1 ft,,103,112
4,0:47.0,,K. Middleton misses 3-pt jump shot from 27 ft,103,112
4,0:46.0,,Offensive rebound by G. Antetokounmpo,103,112
4,0:46.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft,103,114
4,0:46.0,Atlanta full timeout,,103,114
4,0:46.0,A. Len enters the game for J. Adams,,103,114
4,0:46.0,,B. Colson enters the game for G. Antetokounmpo,103,114
4,0:46.0,,T. Frazier enters the game for E. Bledsoe,103,114
4,0:46.0,,D. Wilson enters the game for K. Middleton,103,114
4,0:37.0,A. Len misses 3-pt jump shot from 26 ft,,103,114
4,0:35.0,Offensive rebound by V. Carter,,103,114
4,0:31.0,D. Bembry misses 2-pt layup from 2 ft,,103,114
4,0:30.0,Offensive rebound by A. Len,,103,114
4,0:30.0,A. Len makes 2-pt layup at rim,,105,114
4,0:29.0,,Personal foul by D. Bembry (drawn by G. Hill),105,114
4,0:29.0,,Milwaukee full timeout,105,114
4,0:29.0,J. Adams enters the game for A. Len,,105,114
4,0:21.0,,Turnover by G. Hill (bad pass),105,114
4,0:21.0,A. Len enters the game for J. Adams,,105,114
4,0:19.0,D. Bembry makes 2-pt dunk from 2 ft (assist by A. Len),,107,114
4,0:18.0,,Personal take foul by V. Carter (drawn by G. Hill),107,114
4,0:18.0,,G. Hill misses free throw 1 of 2,107,114
4,0:18.0,,Offensive rebound by Team,107,114
4,0:18.0,,G. Hill makes free throw 2 of 2,107,115
4,0:11.0,Shooting foul by D. Wilson (drawn by A. Len),,107,115
4,0:11.0,A. Len misses free throw 1 of 2,,107,115
4,0:11.0,Offensive rebound by Team,,107,115
4,0:11.0,A. Len misses free throw 2 of 2,,107,115
4,0:09.0,,Defensive rebound by T. Frazier,107,115
