QUARTER,TIME_REMAINING,CHICAGO_ACTION,OKLAHOMA CITY_ACTION,CHICAGO_SCORE,OKLAHOMA CITY_SCORE
4,6:12.0,,Á. Abrines enters the game for R. Westbrook,81,107
4,6:12.0,Violation by Team (delay of game),,81,107
4,5:50.0,S. Harrison misses 2-pt jump shot from 13 ft,,81,107
4,5:46.0,Offensive rebound by C. Felício,,81,107
4,5:46.0,C. Felício makes 2-pt layup from 1 ft,,83,107
4,5:32.0,,D. Schröder makes 2-pt jump shot from 8 ft,83,109
4,5:32.0,,Shooting foul by S. Harrison (drawn by D. Schröder),83,109
4,5:32.0,,D. Schröder makes free throw 1 of 1,83,110
4,5:13.0,C. Hutchison misses 2-pt jump shot from 12 ft,,83,110
4,5:11.0,,Defensive rebound by P. Patterson,83,110
4,5:01.0,,P. Patterson misses 3-pt jump shot from 24 ft,83,110
4,4:58.0,,Offensive rebound by H. Diallo,83,110
4,4:58.0,,H. Diallo makes 2-pt dunk at rim,83,112
4,4:58.0,,Technical foul by H. Diallo,83,112
4,4:58.0,A. Blakeney makes technical free throw,,84,112
4,4:40.0,W. Carter misses 2-pt hook shot from 7 ft,,84,112
4,4:37.0,,Defensive rebound by P. Patterson,84,112
4,4:25.0,,Turnover by D. Schröder (bad pass; steal by C. Hutchison),84,112
4,4:25.0,Personal take foul by D. Schröder (drawn by C. Hutchison),,84,112
4,4:25.0,,A. Nader enters the game for D. Schröder,84,112
4,4:07.0,Shooting foul by N. Noel (drawn by S. Harrison),,84,112
4,4:07.0,S. Harrison misses free throw 1 of 2,,84,112
4,4:07.0,Offensive rebound by Team,,84,112
4,4:07.0,S. Harrison makes free throw 2 of 2,,85,112
4,3:49.0,,Á. Abrines makes 3-pt jump shot from 25 ft (assist by P. Patterson),85,115
4,3:32.0,W. Carter misses 3-pt jump shot from 26 ft,,85,115
4,3:30.0,,Defensive rebound by A. Nader,85,115
4,3:18.0,,P. Patterson misses 3-pt jump shot from 22 ft,85,115
4,3:16.0,Defensive rebound by W. Carter,,85,115
4,3:05.0,C. Hutchison makes 3-pt jump shot from 23 ft (assist by C. Felício),,88,115
4,2:53.0,,Personal foul by S. Harrison (drawn by N. Noel),88,115
4,2:53.0,Chicago full timeout,,88,115
4,2:53.0,R. Alkins enters the game for W. Carter,,88,115
4,2:53.0,,T. Luwawu-Cabarrot enters the game for Á. Abrines,88,115
4,2:53.0,,N. Noel makes free throw 1 of 2,88,116
4,2:53.0,,N. Noel makes free throw 2 of 2,88,117
4,2:39.0,Turnover by S. Harrison (out of bounds lost ball),,88,117
4,2:29.0,,T. Luwawu-Cabarrot misses 2-pt layup from 1 ft,88,117
4,2:28.0,Defensive rebound by C. Felício,,88,117
4,2:22.0,,Violation by Team (kicked ball),88,117
4,2:13.0,S. Harrison makes 2-pt layup from 1 ft,,90,117
4,2:08.0,,Turnover by H. Diallo (step out of bounds),90,117
4,1:55.0,C. Hutchison misses 2-pt jump shot from 9 ft,,90,117
4,1:50.0,Offensive rebound by C. Felício,,90,117
4,1:50.0,S. Harrison misses 3-pt jump shot from 27 ft,,90,117
4,1:45.0,Offensive rebound by R. Alkins,,90,117
4,1:45.0,R. Alkins misses 2-pt layup from 1 ft,,90,117
4,1:44.0,,Defensive rebound by N. Noel,90,117
4,1:44.0,,Turnover by N. Noel (lost ball; steal by R. Alkins),90,117
4,1:38.0,S. Harrison makes 2-pt layup from 1 ft (assist by R. Alkins),,92,117
4,1:29.0,,H. Diallo misses 2-pt layup from 2 ft,92,117
4,1:28.0,Defensive rebound by C. Felício,,92,117
4,1:22.0,C. Hutchison makes 3-pt jump shot from 23 ft (assist by R. Alkins),,95,117
4,1:01.0,,T. Luwawu-Cabarrot misses 3-pt jump shot from 25 ft,95,117
4,0:58.0,Defensive rebound by S. Harrison,,95,117
4,0:52.0,S. Harrison misses 2-pt layup from 1 ft,,95,117
4,0:50.0,Offensive rebound by C. Felício,,95,117
4,0:50.0,C. Felício misses 2-pt layup from 1 ft,,95,117
4,0:49.0,,Defensive rebound by P. Patterson,95,117
4,0:43.0,,Shooting foul by C. Hutchison (drawn by A. Nader),95,117
4,0:43.0,,A. Nader makes free throw 1 of 2,95,118
4,0:43.0,,A. Nader makes free throw 2 of 2,95,119
4,0:35.0,Shooting foul by T. Luwawu-Cabarrot (drawn by A. Blakeney),,95,119
4,0:35.0,A. Blakeney misses free throw 1 of 2,,95,119
4,0:35.0,Offensive rebound by Team,,95,119
4,0:35.0,A. Blakeney makes free throw 2 of 2,,96,119
4,0:31.0,,A. Nader makes 2-pt layup from 1 ft,96,121
4,0:24.0,S. Harrison misses 2-pt layup from 2 ft (block by N. Noel),,96,121
4,0:24.0,,Defensive rebound by T. Luwawu-Cabarrot,96,121
4,0:01.0,,Turnover by Team (shot clock),96,121
