QUARTER,TIME_REMAINING,NEW YORK_ACTION,DETROIT_ACTION,NEW YORK_SCORE,DETROIT_SCORE
4,7:01.0,,R. Jackson enters the game for K. Thomas,88,102
4,6:45.0,,Personal foul by M. Hezonja (drawn by R. Jackson),88,102
4,6:36.0,,R. Jackson makes 2-pt jump shot from 10 ft,88,104
4,6:21.0,K. Knox misses 2-pt layup from 4 ft (block by A. Drummond),,88,104
4,6:19.0,,Defensive rebound by A. Drummond,88,104
4,6:14.0,,L. Galloway misses 3-pt jump shot from 27 ft,88,104
4,6:11.0,Defensive rebound by D. Jordan,,88,104
4,6:03.0,A. Trier misses 2-pt layup from 2 ft,,88,104
4,6:01.0,,Defensive rebound by A. Drummond,88,104
4,5:47.0,,R. Jackson makes 2-pt jump shot from 17 ft,88,106
4,5:47.0,New York full timeout,,88,106
4,5:47.0,D. Dotson enters the game for A. Trier,,88,106
4,5:30.0,D. Dotson makes 2-pt jump shot from 15 ft,,90,106
4,5:08.0,,A. Drummond makes 2-pt layup from 2 ft (assist by L. Kennard),90,108
4,4:54.0,D. Smith misses 3-pt jump shot from 25 ft,,90,108
4,4:52.0,,Defensive rebound by A. Drummond,90,108
4,4:34.0,,A. Drummond makes 2-pt dunk from 1 ft (assist by L. Galloway),90,110
4,4:05.0,D. Jordan makes 2-pt layup from 2 ft (assist by D. Smith),,92,110
4,3:41.0,,G. Robinson makes 3-pt jump shot from 24 ft (assist by R. Jackson),92,113
4,3:33.0,New York full timeout,,92,113
4,3:33.0,K. Allen enters the game for M. Hezonja,,92,113
4,3:33.0,I. Hicks enters the game for D. Jordan,,92,113
4,3:33.0,L. Kornet enters the game for K. Knox,,92,113
4,3:33.0,A. Trier enters the game for D. Smith,,92,113
4,3:33.0,,T. Maker enters the game for G. Robinson,92,113
4,3:20.0,Turnover by K. Allen (bad pass),,92,113
4,3:01.0,,R. Jackson makes 2-pt layup from 3 ft,92,115
4,2:54.0,Personal take foul by R. Jackson (drawn by K. Allen),,92,115
4,2:54.0,K. Allen misses free throw 1 of 2,,92,115
4,2:54.0,Offensive rebound by Team,,92,115
4,2:54.0,,J. Calderón enters the game for A. Drummond,92,115
4,2:54.0,,S. Mykhailiuk enters the game for L. Galloway,92,115
4,2:54.0,,G. Robinson enters the game for R. Jackson,92,115
4,2:54.0,,K. Thomas enters the game for L. Kennard,92,115
4,2:54.0,K. Allen misses free throw 2 of 2,,92,115
4,2:51.0,,Defensive rebound by J. Calderón,92,115
4,2:38.0,,S. Mykhailiuk misses 3-pt jump shot from 24 ft,92,115
4,2:37.0,Defensive rebound by Team,,92,115
4,2:28.0,L. Kornet makes 3-pt jump shot from 27 ft (assist by A. Trier),,95,115
4,2:10.0,,S. Mykhailiuk makes 3-pt jump shot from 23 ft (assist by J. Calderón),95,118
4,1:57.0,K. Allen makes 3-pt jump shot from 24 ft (assist by D. Dotson),,98,118
4,1:45.0,,S. Mykhailiuk misses 2-pt jump shot from 16 ft,98,118
4,1:42.0,Defensive rebound by L. Kornet,,98,118
4,1:38.0,Personal foul by G. Robinson (drawn by I. Hicks),,98,118
4,1:38.0,I. Hicks makes free throw 1 of 2,,99,118
4,1:38.0,I. Hicks misses free throw 2 of 2,,99,118
4,1:36.0,,Defensive rebound by K. Thomas,99,118
4,1:14.0,,T. Maker misses 2-pt jump shot from 12 ft,99,118
4,1:12.0,Defensive rebound by D. Dotson,,99,118
4,0:59.0,D. Dotson makes 2-pt jump shot from 21 ft (assist by L. Kornet),,101,118
4,0:37.0,,Turnover by G. Robinson (bad pass; steal by A. Trier),101,118
4,0:32.0,A. Trier makes 2-pt layup from 2 ft (assist by I. Hicks),,103,118
4,0:16.0,,G. Robinson makes 2-pt jump shot from 20 ft (assist by S. Mykhailiuk),103,120
4,0:01.0,A. Trier misses 3-pt jump shot from 26 ft,,103,120
4,0:00.0,Offensive rebound by Team,,103,120
