QUARTER,TIME_REMAINING,LA CLIPPERS_ACTION,OKLAHOMA CITY_ACTION,LA CLIPPERS_SCORE,OKLAHOMA CITY_SCORE
4,8:02.0,Personal foul by Á. Abrines (drawn by M. Harrell),,87,104
4,8:02.0,M. Harrell misses free throw 1 of 2,,87,104
4,8:02.0,Offensive rebound by Team,,87,104
4,8:02.0,M. Harrell makes free throw 2 of 2,,88,104
4,7:53.0,,S. Adams misses 2-pt layup from 4 ft,88,104
4,7:49.0,Defensive rebound by L. Williams,,88,104
4,7:45.0,Shooting foul by R. Westbrook (drawn by L. Williams),,88,104
4,7:45.0,L. Williams makes free throw 1 of 2,,89,104
4,7:45.0,L. Williams makes free throw 2 of 2,,90,104
4,7:38.0,,R. Westbrook misses 2-pt layup from 1 ft,90,104
4,7:32.0,,Offensive rebound by S. Adams,90,104
4,7:32.0,,S. Adams makes 2-pt dunk from 1 ft,90,106
4,7:17.0,Shooting foul by R. Westbrook (drawn by D. Gallinari),,90,106
4,7:17.0,D. Gallinari makes free throw 1 of 2,,91,106
4,7:17.0,P. Beverley enters the game for S. Gilgeous-Alexander,,91,106
4,7:17.0,,P. George enters the game for Á. Abrines,91,106
4,7:17.0,,J. Grant enters the game for P. Patterson,91,106
4,7:17.0,D. Gallinari makes free throw 2 of 2,,92,106
4,7:05.0,,P. George makes 2-pt jump shot from 19 ft,92,108
4,6:46.0,Turnover by L. Williams (bad pass; steal by S. Adams),,92,108
4,6:41.0,,R. Westbrook misses 2-pt dunk from 1 ft (block by P. Beverley),92,108
4,6:38.0,Defensive rebound by P. Beverley,,92,108
4,6:37.0,L. Williams misses 3-pt jump shot from 25 ft,,92,108
4,6:37.0,,Defensive rebound by J. Grant,92,108
4,6:20.0,,Flagrant foul type 1 by P. Beverley (drawn by R. Westbrook),92,108
4,6:20.0,,R. Westbrook makes flagrant free throw 1 of 2,92,109
4,6:20.0,,R. Westbrook makes flagrant free throw 2 of 2,92,110
4,6:20.0,A. Bradley enters the game for M. Harrell,,92,110
4,6:20.0,T. Harris enters the game for M. Scott,,92,110
4,6:20.0,,Oklahoma City full timeout,92,110
4,6:20.0,Technical foul by P. Beverley,,92,110
4,6:20.0,,Technical foul by R. Westbrook,92,110
4,6:11.0,,R. Westbrook misses 2-pt layup from 2 ft,92,110
4,6:07.0,,Offensive rebound by S. Adams,92,110
4,6:07.0,,S. Adams misses 2-pt layup from 1 ft,92,110
4,6:07.0,,Offensive rebound by S. Adams,92,110
4,6:06.0,,S. Adams misses 2-pt layup from 1 ft,92,110
4,6:05.0,Defensive rebound by P. Beverley,,92,110
4,6:03.0,L. Williams makes 2-pt layup at rim,,94,110
4,5:47.0,,P. George makes 2-pt jump shot from 20 ft,94,112
4,5:47.0,,Shooting foul by A. Bradley (drawn by P. George),94,112
4,5:47.0,,P. George makes free throw 1 of 1,94,113
4,5:42.0,Personal foul by T. Ferguson (drawn by L. Williams),,94,113
4,5:42.0,L. Williams makes free throw 1 of 2,,95,113
4,5:42.0,L. Williams makes free throw 2 of 2,,96,113
4,5:25.0,,S. Adams makes 2-pt layup from 1 ft,96,115
4,5:13.0,D. Gallinari makes 2-pt dunk at rim (assist by P. Beverley),,98,115
4,5:05.0,,J. Grant makes 2-pt dunk from 1 ft (assist by S. Adams),98,117
4,4:45.0,L. Williams makes 2-pt layup at rim,,100,117
4,4:30.0,,Personal foul by D. Gallinari (drawn by S. Adams),100,117
4,4:30.0,M. Harrell enters the game for D. Gallinari,,100,117
4,4:24.0,,Personal foul by P. Beverley (drawn by R. Westbrook),100,117
4,4:24.0,,R. Westbrook makes free throw 1 of 2,100,118
4,4:24.0,,R. Westbrook misses free throw 2 of 2,100,118
4,4:22.0,Defensive rebound by T. Harris,,100,118
4,4:10.0,M. Harrell misses 2-pt layup from 2 ft (block by T. Ferguson),,100,118
4,4:10.0,Offensive rebound by Team,,100,118
4,4:06.0,,Violation by Team (kicked ball),100,118
4,4:00.0,Turnover by L. Williams (bad pass; steal by T. Ferguson),,100,118
4,3:57.0,,R. Westbrook makes 2-pt dunk from 1 ft (assist by T. Ferguson),100,120
4,3:45.0,Turnover by P. Beverley (bad pass),,100,120
4,3:45.0,S. Gilgeous-Alexander enters the game for A. Bradley,,100,120
4,3:45.0,J. Robinson enters the game for L. Williams,,100,120
4,3:37.0,,P. George makes 2-pt jump shot from 14 ft (assist by R. Westbrook),100,122
4,3:19.0,M. Harrell makes 2-pt layup from 1 ft (assist by P. Beverley),,102,122
4,3:09.0,,Personal foul by J. Robinson (drawn by P. George),102,122
4,3:09.0,,P. George makes free throw 1 of 2,102,123
4,3:09.0,B. Marjanović enters the game for P. Beverley,,102,123
4,3:09.0,T. Wallace enters the game for M. Harrell,,102,123
4,3:09.0,,D. Schröder enters the game for R. Westbrook,102,123
4,3:09.0,,P. George makes free throw 2 of 2,102,124
4,2:51.0,S. Gilgeous-Alexander makes 2-pt layup from 1 ft (assist by B. Marjanović),,104,124
4,2:36.0,,P. George makes 2-pt jump shot from 12 ft,104,126
4,2:21.0,J. Robinson makes 2-pt jump shot from 14 ft (assist by S. Gilgeous-Alexander),,106,126
4,2:20.0,,Oklahoma City full timeout,106,126
4,2:20.0,M. Harrell enters the game for T. Harris,,106,126
4,2:20.0,,Á. Abrines enters the game for S. Adams,106,126
4,2:20.0,,H. Diallo enters the game for T. Ferguson,106,126
4,2:20.0,,N. Noel enters the game for P. George,106,126
4,2:06.0,,J. Grant misses 2-pt jump shot from 4 ft (block by B. Marjanović),106,126
4,2:04.0,Defensive rebound by J. Robinson,,106,126
4,2:00.0,Personal foul by N. Noel (drawn by B. Marjanović),,106,126
4,2:00.0,B. Marjanović misses free throw 1 of 2,,106,126
4,2:00.0,Offensive rebound by Team,,106,126
4,2:00.0,,A. Nader enters the game for J. Grant,106,126
4,2:00.0,B. Marjanović makes free throw 2 of 2,,107,126
4,1:48.0,,D. Schröder makes 2-pt jump shot from 13 ft,107,128
4,1:33.0,Shooting foul by N. Noel (drawn by B. Marjanović),,107,128
4,1:33.0,,T. Luwawu-Cabarrot enters the game for N. Noel,107,128
4,1:33.0,B. Marjanović makes free throw 1 of 2,,108,128
4,1:33.0,B. Marjanović misses free throw 2 of 2,,108,128
4,1:31.0,,Defensive rebound by T. Luwawu-Cabarrot,108,128
4,1:25.0,,A. Nader misses 2-pt layup from 1 ft,108,128
4,1:22.0,Defensive rebound by M. Harrell,,108,128
4,1:18.0,Personal foul by T. Luwawu-Cabarrot (drawn by B. Marjanović),,108,128
4,1:18.0,B. Marjanović misses free throw 1 of 2,,108,128
4,1:18.0,Offensive rebound by Team,,108,128
4,1:18.0,B. Marjanović makes free throw 2 of 2,,109,128
4,1:10.0,,T. Luwawu-Cabarrot misses 2-pt layup from 2 ft (block by B. Marjanović),109,128
4,1:08.0,Defensive rebound by T. Wallace,,109,128
4,1:06.0,Shooting foul by H. Diallo (drawn by T. Wallace),,109,128
4,1:06.0,T. Wallace misses free throw 1 of 2,,109,128
4,1:06.0,Offensive rebound by Team,,109,128
4,1:06.0,T. Wallace makes free throw 2 of 2,,110,128
4,0:42.0,,H. Diallo misses 3-pt jump shot from 23 ft,110,128
4,0:42.0,,Offensive rebound by Team,110,128
4,0:42.0,,Turnover by Team (shot clock),110,128
4,0:29.0,Turnover by B. Marjanović (lost ball; steal by A. Nader),,110,128
4,0:06.0,,Turnover by Team (shot clock),110,128
