QUARTER,TIME_REMAINING,NEW YORK_ACTION,CLEVELAND_ACTION,NEW YORK_SCORE,CLEVELAND_SCORE
4,2:47.0,,Cleveland full timeout,99,103
4,2:47.0,F. Ntilikina enters the game for D. Dotson,,99,103
4,2:47.0,,M. Dellavedova enters the game for R. Hood,99,103
4,2:26.0,,J. Clarkson makes 2-pt jump shot from 10 ft,99,105
4,2:13.0,Personal foul by M. Dellavedova (drawn by T. Hardaway),,99,105
4,2:05.0,K. Knox misses 2-pt layup from 6 ft (block by A. Burks),,99,105
4,2:02.0,,Defensive rebound by A. Burks,99,105
4,1:43.0,,J. Clarkson misses 2-pt jump shot from 19 ft (block by K. Knox),99,105
4,1:39.0,Defensive rebound by E. Mudiay,,99,105
4,1:36.0,E. Mudiay misses 2-pt layup from 2 ft,,99,105
4,1:35.0,Offensive rebound by E. Mudiay,,99,105
4,1:35.0,Shooting foul by L. Nance (drawn by E. Mudiay),,99,105
4,1:35.0,E. Mudiay makes free throw 1 of 2,,100,105
4,1:35.0,E. Mudiay makes free throw 2 of 2,,101,105
4,1:18.0,,J. Clarkson misses 2-pt jump shot from 19 ft,101,105
4,1:15.0,Defensive rebound by K. Knox,,101,105
4,1:05.0,K. Knox makes 3-pt jump shot from 28 ft (assist by F. Ntilikina),,104,105
4,0:50.0,,Personal foul by F. Ntilikina (drawn by C. Sexton),104,105
4,0:41.0,,A. Burks misses 2-pt jump shot from 4 ft,104,105
4,0:40.0,,Offensive rebound by L. Nance,104,105
4,0:40.0,,L. Nance misses 2-pt layup at rim,104,105
4,0:36.0,Defensive rebound by E. Mudiay,,104,105
4,0:32.0,K. Knox makes 2-pt dunk from 1 ft (assist by E. Mudiay),,106,105
4,0:32.0,,Cleveland full timeout,106,105
4,0:32.0,,R. Hood enters the game for C. Sexton,106,105
4,0:23.0,,R. Hood makes 2-pt jump shot from 10 ft,106,107
4,0:23.0,New York full timeout,,106,107
4,0:23.0,D. Dotson enters the game for F. Ntilikina,,106,107
4,0:23.0,,D. Nwaba enters the game for J. Clarkson,106,107
4,0:23.0,,C. Osman enters the game for R. Hood,106,107
4,0:17.0,E. Mudiay misses 2-pt jump shot from 14 ft,,106,107
4,0:15.0,,Defensive rebound by C. Osman,106,107
4,0:15.0,,Personal foul by D. Dotson (drawn by C. Osman),106,107
4,0:15.0,,C. Osman makes free throw 1 of 2,106,108
4,0:15.0,N. Vonleh enters the game for E. Mudiay,,106,108
4,0:15.0,,C. Osman makes free throw 2 of 2,106,109
4,0:15.0,New York full timeout,,106,109
4,0:15.0,E. Mudiay enters the game for N. Vonleh,,106,109
4,0:14.0,Turnover by E. Mudiay (bad pass; steal by L. Nance),,106,109
4,0:11.0,,Personal foul by D. Dotson (drawn by M. Dellavedova),106,109
4,0:11.0,,M. Dellavedova makes free throw 1 of 2,106,110
4,0:11.0,,M. Dellavedova makes free throw 2 of 2,106,111
4,0:07.0,D. Dotson misses 3-pt jump shot from 34 ft,,106,111
4,0:02.0,,Defensive rebound by D. Nwaba,106,111
4,0:01.0,,D. Nwaba makes 2-pt dunk from 1 ft,106,113
4,0:01.0,,Shooting foul by T. Hardaway (drawn by D. Nwaba),106,113
4,0:01.0,,D. Nwaba misses free throw 1 of 1,106,113
4,0:01.0,Defensive rebound by E. Freedom,,106,113
