QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DENVER_ACTION,OKLAHOMA CITY_SCORE,DENVER_SCORE
4,8:23.0,R. Westbrook enters the game for R. Felton,,89,96
4,8:23.0,,G. Harris makes free throw 2 of 2,89,97
4,8:14.0,M. Morris misses 3-pt jump shot from 22 ft,,89,97
4,8:11.0,,Defensive rebound by J. Murray,89,97
4,7:54.0,,Turnover by N. Jokić (lost ball; steal by P. George),89,97
4,7:43.0,M. Morris makes 3-pt jump shot from 25 ft (assist by N. Noel),,92,97
4,7:21.0,,Turnover by N. Jokić (lost ball; steal by P. George),92,97
4,7:17.0,P. George makes 2-pt layup from 2 ft,,94,97
4,7:17.0,,Denver full timeout,94,97
4,7:17.0,,W. Barton enters the game for G. Harris,94,97
4,7:17.0,,M. Beasley enters the game for I. Thomas,94,97
4,7:07.0,,Offensive foul by J. Murray (drawn by N. Noel),94,97
4,7:07.0,,Turnover by J. Murray (offensive foul),94,97
4,6:59.0,Personal foul by J. Murray (drawn by D. Schröder),,94,97
4,6:49.0,D. Schröder makes 3-pt jump shot from 25 ft (assist by P. George),,97,97
4,6:22.0,,W. Barton misses 2-pt jump shot from 7 ft,97,97
4,6:20.0,Defensive rebound by R. Westbrook,,97,97
4,6:08.0,Personal foul by J. Murray (drawn by N. Noel),,97,97
4,6:02.0,R. Westbrook makes 3-pt jump shot from 27 ft (assist by D. Schröder),,100,97
4,5:53.0,,Personal foul by N. Noel (drawn by N. Jokić),100,97
4,5:53.0,,N. Jokić misses free throw 1 of 2,100,97
4,5:53.0,,Offensive rebound by Team,100,97
4,5:53.0,,N. Jokić misses free throw 2 of 2,100,97
4,5:50.0,,Offensive rebound by P. Millsap,100,97
4,5:43.0,,Personal foul by D. Schröder (drawn by P. Millsap),100,97
4,5:43.0,,P. Millsap makes free throw 1 of 2,100,98
4,5:43.0,,P. Millsap makes free throw 2 of 2,100,99
4,5:34.0,D. Schröder misses 2-pt layup from 2 ft,,100,99
4,5:32.0,,Defensive rebound by P. Millsap,100,99
4,5:26.0,,J. Murray makes 3-pt jump shot from 23 ft (assist by P. Millsap),100,102
4,5:25.0,Oklahoma City full timeout,,100,102
4,5:18.0,Personal foul by M. Beasley (drawn by N. Noel),,100,102
4,5:18.0,N. Noel makes free throw 1 of 2,,101,102
4,5:18.0,J. Grant enters the game for M. Morris,,101,102
4,5:18.0,N. Noel misses free throw 2 of 2,,101,102
4,5:18.0,,Defensive rebound by N. Jokić,101,102
4,5:00.0,,N. Jokić misses 2-pt hook shot from 3 ft (block by N. Noel),101,102
4,4:57.0,,Offensive rebound by P. Millsap,101,102
4,4:56.0,,P. Millsap makes 2-pt layup from 1 ft,101,104
4,4:45.0,P. George misses 2-pt jump shot from 8 ft,,101,104
4,4:43.0,,Defensive rebound by N. Jokić,101,104
4,4:35.0,,P. Millsap misses 2-pt layup from 2 ft (block by J. Grant),101,104
4,4:35.0,,Offensive rebound by Team,101,104
4,4:35.0,,G. Harris enters the game for M. Beasley,101,104
4,4:20.0,,N. Jokić misses 2-pt jump shot from 5 ft,101,104
4,4:19.0,,Offensive rebound by P. Millsap,101,104
4,4:19.0,,Shooting foul by J. Grant (drawn by P. Millsap),101,104
4,4:19.0,,P. Millsap misses free throw 1 of 2,101,104
4,4:19.0,,Offensive rebound by Team,101,104
4,4:19.0,,P. Millsap makes free throw 2 of 2,101,105
4,4:09.0,Personal foul by W. Barton (drawn by P. George),,101,105
4,4:09.0,P. George makes free throw 1 of 2,,102,105
4,4:09.0,P. George makes free throw 2 of 2,,103,105
4,3:45.0,,J. Murray misses 2-pt layup from 2 ft,103,105
4,3:44.0,Defensive rebound by R. Westbrook,,103,105
4,3:37.0,Shooting foul by G. Harris (drawn by R. Westbrook),,103,105
4,3:37.0,R. Westbrook misses free throw 1 of 2,,103,105
4,3:37.0,Offensive rebound by Team,,103,105
4,3:37.0,R. Westbrook makes free throw 2 of 2,,104,105
4,3:21.0,,Personal foul by N. Noel (drawn by N. Jokić),104,105
4,3:21.0,S. Adams enters the game for N. Noel,,104,105
4,3:21.0,,N. Jokić makes free throw 1 of 2,104,106
4,3:21.0,,N. Jokić makes free throw 2 of 2,104,107
4,3:09.0,Turnover by P. George (bad pass; steal by G. Harris),,104,107
4,2:49.0,,J. Murray misses 2-pt jump shot from 4 ft,104,107
4,2:49.0,Defensive rebound by Team,,104,107
4,2:35.0,Turnover by S. Adams (bad pass),,104,107
4,2:15.0,,J. Murray makes 3-pt jump shot from 24 ft (assist by N. Jokić),104,110
4,1:54.0,R. Westbrook makes 2-pt layup from 1 ft,,106,110
4,1:36.0,,N. Jokić makes 2-pt layup from 1 ft (assist by J. Murray),106,112
4,1:28.0,Personal foul by N. Jokić (drawn by P. George),,106,112
4,1:28.0,P. George makes free throw 1 of 2,,107,112
4,1:28.0,P. George makes free throw 2 of 2,,108,112
4,1:16.0,,Personal foul by J. Grant (drawn by N. Jokić),108,112
4,1:16.0,,N. Jokić makes free throw 1 of 2,108,113
4,1:16.0,,N. Jokić makes free throw 2 of 2,108,114
4,1:09.0,Turnover by R. Westbrook (out of bounds lost ball),,108,114
4,1:03.0,,Personal foul by J. Grant (drawn by N. Jokić),108,114
4,1:03.0,,N. Jokić makes free throw 1 of 2,108,115
4,1:03.0,,N. Jokić makes free throw 2 of 2,108,116
4,0:52.0,P. George misses 3-pt jump shot from 25 ft,,108,116
4,0:51.0,,Defensive rebound by Team,108,116
4,0:44.0,,Personal foul by R. Westbrook (drawn by N. Jokić),108,116
4,0:44.0,,N. Jokić makes free throw 1 of 2,108,117
4,0:44.0,,N. Jokić misses free throw 2 of 2,108,117
4,0:43.0,Defensive rebound by R. Westbrook,,108,117
4,0:36.0,D. Schröder misses 3-pt jump shot from 26 ft,,108,117
4,0:35.0,,Defensive rebound by W. Barton,108,117
4,0:35.0,,Personal take foul by S. Adams (drawn by W. Barton),108,117
4,0:35.0,,W. Barton makes free throw 1 of 2,108,118
4,0:35.0,,W. Barton makes free throw 2 of 2,108,119
4,0:35.0,Oklahoma City full timeout,,108,119
4,0:33.0,P. George misses 3-pt jump shot from 26 ft,,108,119
4,0:28.0,Offensive rebound by S. Adams,,108,119
4,0:25.0,J. Grant makes 2-pt layup from 2 ft (assist by D. Schröder),,110,119
4,0:23.0,,Personal take foul by R. Westbrook (drawn by W. Barton),110,119
4,0:23.0,,W. Barton makes free throw 1 of 2,110,120
4,0:23.0,,J. Vanderbilt enters the game for N. Jokić,110,120
4,0:23.0,,W. Barton makes free throw 2 of 2,110,121
4,0:22.0,Personal foul by W. Barton (drawn by P. George),,110,121
4,0:22.0,P. George makes free throw 1 of 2,,111,121
4,0:22.0,,T. Lydon enters the game for P. Millsap,111,121
4,0:22.0,P. George makes free throw 2 of 2,,112,121
4,0:13.0,,Turnover by J. Vanderbilt (bad pass; steal by S. Adams),112,121
4,0:10.0,P. George misses 3-pt jump shot from 25 ft,,112,121
4,0:06.0,,Defensive rebound by J. Murray,112,121
