QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,INDIANA_ACTION,MILWAUKEE_SCORE,INDIANA_SCORE
4,6:07.0,K. Middleton makes free throw 2 of 2,,88,100
4,6:00.0,,Personal foul by E. Bledsoe (drawn by V. Oladipo),88,100
4,6:00.0,,V. Oladipo misses free throw 1 of 2,88,100
4,6:00.0,,Offensive rebound by Team,88,100
4,6:00.0,,V. Oladipo makes free throw 2 of 2,88,101
4,5:47.0,B. Lopez makes 3-pt jump shot from 30 ft (assist by E. Bledsoe),,91,101
4,5:17.0,,B. Bogdanović misses 2-pt jump shot from 19 ft,91,101
4,5:13.0,Defensive rebound by K. Middleton,,91,101
4,5:13.0,M. Brogdon enters the game for S. Brown,,91,101
4,5:13.0,,D. Collison enters the game for C. Joseph,91,101
4,5:13.0,,M. Turner enters the game for D. Sabonis,91,101
4,5:03.0,K. Middleton misses 3-pt jump shot from 27 ft,,91,101
4,5:00.0,,Defensive rebound by V. Oladipo,91,101
4,4:42.0,,Turnover by D. Collison (bad pass),91,101
4,4:42.0,G. Antetokounmpo enters the game for K. Middleton,,91,101
4,4:42.0,,T. Young enters the game for D. McDermott,91,101
4,4:25.0,E. Bledsoe makes 2-pt jump shot from 19 ft,,93,101
4,4:18.0,,Indiana full timeout,93,101
4,4:10.0,,M. Turner makes 3-pt jump shot from 26 ft (assist by V. Oladipo),93,104
4,3:52.0,M. Brogdon misses 3-pt jump shot from 22 ft,,93,104
4,3:49.0,,Defensive rebound by V. Oladipo,93,104
4,3:39.0,,V. Oladipo makes 2-pt jump shot from 12 ft,93,106
4,3:38.0,Milwaukee full timeout,,93,106
4,3:38.0,K. Middleton enters the game for G. Hill,,93,106
4,3:20.0,K. Middleton misses 2-pt layup from 1 ft,,93,106
4,3:17.0,Offensive rebound by G. Antetokounmpo,,93,106
4,3:17.0,G. Antetokounmpo makes 2-pt dunk at rim,,95,106
4,3:03.0,,Turnover by V. Oladipo (out of bounds lost ball),95,106
4,2:50.0,Turnover by E. Bledsoe (bad pass; steal by T. Young),,95,106
4,2:47.0,,T. Young makes 2-pt layup from 1 ft,95,108
4,2:40.0,E. Bledsoe misses 3-pt jump shot from 25 ft,,95,108
4,2:37.0,,Defensive rebound by M. Turner,95,108
4,2:20.0,,D. Collison makes 3-pt jump shot from 24 ft (assist by M. Turner),95,111
4,2:13.0,Milwaukee full timeout,,95,111
4,2:13.0,S. Brown enters the game for G. Antetokounmpo,,95,111
4,2:13.0,G. Hill enters the game for E. Bledsoe,,95,111
4,2:13.0,E. İlyasova enters the game for M. Brogdon,,95,111
4,2:13.0,T. Maker enters the game for B. Lopez,,95,111
4,2:13.0,T. Snell enters the game for K. Middleton,,95,111
4,1:58.0,T. Snell makes 2-pt layup from 3 ft (assist by G. Hill),,97,111
4,1:44.0,,B. Bogdanović misses 2-pt jump shot from 14 ft,97,111
4,1:42.0,Defensive rebound by E. İlyasova,,97,111
4,1:41.0,Turnover by E. İlyasova (bad pass; steal by T. Young),,97,111
4,1:24.0,,T. Young makes 2-pt layup from 2 ft (assist by M. Turner),97,113
4,1:15.0,S. Brown misses 3-pt jump shot from 28 ft,,97,113
4,1:12.0,,Defensive rebound by Team,97,113
4,0:55.0,,M. Turner misses 2-pt layup from 2 ft,97,113
4,0:52.0,Defensive rebound by T. Maker,,97,113
4,0:48.0,E. İlyasova misses 3-pt jump shot from 26 ft,,97,113
4,0:45.0,Offensive rebound by T. Maker,,97,113
4,0:44.0,G. Hill misses 3-pt jump shot from 24 ft,,97,113
4,0:44.0,,Defensive rebound by V. Oladipo,97,113
4,0:21.0,,V. Oladipo misses 3-pt jump shot from 25 ft,97,113
4,0:18.0,Defensive rebound by E. İlyasova,,97,113
4,0:15.0,Turnover by G. Hill (bad pass; steal by T. Young),,97,113
