QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,NEW YORK_ACTION,MILWAUKEE_SCORE,NEW YORK_SCORE
4,8:23.0,,Defensive rebound by K. Knox,90,75
4,8:15.0,,T. Burke misses 2-pt layup from 1 ft,90,75
4,8:12.0,Defensive rebound by T. Snell,,90,75
4,8:07.0,D. Wilson misses 2-pt dunk from 1 ft (block by L. Kornet),,90,75
4,8:04.0,,Defensive rebound by L. Kornet,90,75
4,7:52.0,,A. Trier misses 3-pt jump shot from 26 ft,90,75
4,7:49.0,Defensive rebound by M. Brogdon,,90,75
4,7:43.0,G. Antetokounmpo makes 2-pt layup from 1 ft,,92,75
4,7:42.0,,New York full timeout,92,75
4,7:42.0,E. Bledsoe enters the game for M. Brogdon,,92,75
4,7:42.0,,E. Mudiay enters the game for T. Burke,92,75
4,7:42.0,,N. Vonleh enters the game for L. Kornet,92,75
4,7:30.0,,D. Dotson makes 2-pt layup at rim,92,77
4,7:10.0,T. Snell misses 3-pt jump shot from 23 ft,,92,77
4,7:08.0,,Defensive rebound by N. Vonleh,92,77
4,7:02.0,,Shooting foul by D. Wilson (drawn by N. Vonleh),92,77
4,7:02.0,,N. Vonleh makes free throw 1 of 2,92,78
4,7:02.0,,T. Hardaway enters the game for A. Trier,92,78
4,7:02.0,,N. Vonleh makes free throw 2 of 2,92,79
4,6:38.0,G. Antetokounmpo misses 2-pt jump shot from 21 ft,,92,79
4,6:35.0,,Defensive rebound by E. Mudiay,92,79
4,6:20.0,,N. Vonleh misses 2-pt layup from 1 ft,92,79
4,6:18.0,Defensive rebound by K. Middleton,,92,79
4,6:12.0,D. Wilson makes 3-pt jump shot from 24 ft (assist by E. Bledsoe),,95,79
4,5:52.0,,D. Dotson misses 3-pt jump shot from 25 ft,95,79
4,5:50.0,Defensive rebound by E. Bledsoe,,95,79
4,5:35.0,E. Bledsoe makes 2-pt layup from 1 ft,,97,79
4,5:19.0,,Turnover by K. Knox (lost ball; steal by G. Antetokounmpo),97,79
4,5:13.0,K. Middleton misses 2-pt layup from 1 ft,,97,79
4,5:09.0,,Defensive rebound by N. Vonleh,97,79
4,5:01.0,,N. Vonleh makes 2-pt layup at rim,97,81
4,4:54.0,Milwaukee full timeout,,97,81
4,4:54.0,M. Brogdon enters the game for T. Snell,,97,81
4,4:54.0,B. Lopez enters the game for D. Wilson,,97,81
4,4:44.0,Personal foul by N. Vonleh (drawn by G. Antetokounmpo),,97,81
4,4:37.0,M. Brogdon misses 3-pt jump shot from 22 ft,,97,81
4,4:34.0,,Defensive rebound by D. Dotson,97,81
4,4:29.0,,E. Mudiay misses 2-pt jump shot from 13 ft,97,81
4,4:26.0,Defensive rebound by B. Lopez,,97,81
4,4:14.0,G. Antetokounmpo misses 3-pt jump shot from 26 ft,,97,81
4,4:11.0,,Defensive rebound by N. Vonleh,97,81
4,3:54.0,,Shooting foul by K. Middleton (drawn by N. Vonleh),97,81
4,3:54.0,,N. Vonleh makes free throw 1 of 2,97,82
4,3:54.0,,N. Vonleh makes free throw 2 of 2,97,83
4,3:38.0,E. Bledsoe makes 2-pt layup from 7 ft (assist by G. Antetokounmpo),,99,83
4,3:38.0,Shooting foul by N. Vonleh (drawn by E. Bledsoe),,99,83
4,3:38.0,E. Bledsoe makes free throw 1 of 1,,100,83
4,3:29.0,,E. Mudiay misses 2-pt jump shot from 12 ft (block by G. Antetokounmpo),100,83
4,3:26.0,,Offensive rebound by K. Knox,100,83
4,3:24.0,,K. Knox misses 2-pt jump shot from 22 ft,100,83
4,3:20.0,Defensive rebound by K. Middleton,,100,83
4,3:17.0,M. Brogdon misses 2-pt jump shot from 6 ft,,100,83
4,3:16.0,,Defensive rebound by T. Hardaway,100,83
4,3:16.0,,Personal foul by G. Antetokounmpo (drawn by T. Hardaway),100,83
4,3:16.0,,T. Hardaway makes free throw 1 of 2,100,84
4,3:16.0,,T. Hardaway makes free throw 2 of 2,100,85
4,3:16.0,G. Hill enters the game for K. Middleton,,100,85
4,3:01.0,G. Antetokounmpo makes 2-pt dunk at rim (assist by E. Bledsoe),,102,85
4,2:47.0,,K. Knox misses 2-pt jump shot from 11 ft,102,85
4,2:46.0,Defensive rebound by G. Antetokounmpo,,102,85
4,2:42.0,Shooting foul by N. Vonleh (drawn by G. Antetokounmpo),,102,85
4,2:42.0,G. Antetokounmpo makes free throw 1 of 2,,103,85
4,2:42.0,D. DiVincenzo enters the game for E. Bledsoe,,103,85
4,2:42.0,G. Antetokounmpo makes free throw 2 of 2,,104,85
4,2:31.0,,E. Mudiay makes 3-pt jump shot from 25 ft (assist by T. Hardaway),104,88
4,2:13.0,Turnover by M. Brogdon (bad pass; steal by E. Mudiay),,104,88
4,2:10.0,,E. Mudiay makes 2-pt layup from 1 ft,104,90
4,2:10.0,Violation by Team (def goaltending),,104,90
4,1:55.0,Shooting foul by K. Knox (drawn by B. Lopez),,104,90
4,1:55.0,B. Lopez makes free throw 1 of 2,,105,90
4,1:55.0,S. Brown enters the game for M. Brogdon,,105,90
4,1:55.0,B. Lopez makes free throw 2 of 2,,106,90
4,1:47.0,,T. Hardaway misses 3-pt jump shot from 27 ft,106,90
4,1:44.0,Defensive rebound by G. Antetokounmpo,,106,90
4,1:33.0,S. Brown misses 3-pt jump shot from 25 ft,,106,90
4,1:31.0,,Defensive rebound by D. Dotson,106,90
4,1:26.0,,E. Mudiay misses 3-pt jump shot from 26 ft,106,90
4,1:22.0,,Offensive rebound by D. Dotson,106,90
4,1:15.0,,Personal foul by B. Lopez (drawn by N. Vonleh),106,90
4,1:15.0,,N. Vonleh makes free throw 1 of 2,106,91
4,1:15.0,D. Wilson enters the game for G. Antetokounmpo,,106,91
4,1:15.0,,N. Vonleh misses free throw 2 of 2,106,91
4,1:13.0,Defensive rebound by D. Wilson,,106,91
4,0:51.0,B. Lopez makes 2-pt jump shot from 6 ft (assist by G. Hill),,108,91
4,0:51.0,Shooting foul by T. Hardaway (drawn by B. Lopez),,108,91
4,0:51.0,T. Snell enters the game for G. Hill,,108,91
4,0:51.0,B. Lopez makes free throw 1 of 1,,109,91
4,0:39.0,,K. Knox makes 2-pt jump shot from 10 ft (assist by E. Mudiay),109,93
4,0:24.0,D. Wilson misses 2-pt dunk from 1 ft,,109,93
4,0:22.0,,Defensive rebound by N. Vonleh,109,93
4,0:17.0,,K. Knox makes 2-pt layup from 2 ft,109,95
4,0:17.0,Violation by Team (def goaltending),,109,95
