QUARTER,TIME_REMAINING,UTAH_ACTION,MINNESOTA_ACTION,UTAH_SCORE,MINNESOTA_SCORE
4,1:50.0,D. Mitchell makes 2-pt layup from 2 ft,,120,111
4,1:50.0,Shooting foul by J. Bayless (drawn by D. Mitchell),,120,111
4,1:50.0,D. Mitchell makes free throw 1 of 1,,121,111
4,1:33.0,,J. Bayless misses 3-pt jump shot from 25 ft,121,111
4,1:31.0,Defensive rebound by Team,,121,111
4,1:18.0,Personal foul by T. Gibson (drawn by D. Mitchell),,121,111
4,1:18.0,D. Mitchell misses free throw 1 of 2,,121,111
4,1:18.0,Offensive rebound by Team,,121,111
4,1:18.0,,Minnesota full timeout,121,111
4,1:18.0,,D. Šarić enters the game for T. Gibson,121,111
4,1:18.0,D. Mitchell makes free throw 2 of 2,,122,111
4,1:07.0,,A. Wiggins misses 3-pt jump shot from 28 ft,122,111
4,1:04.0,Defensive rebound by R. Rubio,,122,111
4,0:45.0,J. Crowder makes 3-pt jump shot from 23 ft (assist by D. Mitchell),,125,111
4,0:45.0,,Minnesota full timeout,125,111
4,0:45.0,G. Allen enters the game for J. Crowder,,125,111
4,0:45.0,T. Cavanaugh enters the game for R. Gobert,,125,111
4,0:45.0,N. Mitrou-Long enters the game for J. Ingles,,125,111
4,0:45.0,G. Niang enters the game for D. Mitchell,,125,111
4,0:45.0,R. O'Neale enters the game for R. Rubio,,125,111
4,0:41.0,,A. Wiggins misses 3-pt jump shot from 27 ft,125,111
4,0:37.0,Defensive rebound by G. Allen,,125,111
4,0:21.0,T. Cavanaugh misses 3-pt jump shot from 23 ft,,125,111
4,0:17.0,,Defensive rebound by A. Wiggins,125,111
4,0:08.0,,J. Bayless misses 2-pt layup from 2 ft,125,111
4,0:05.0,Defensive rebound by T. Cavanaugh,,125,111
