QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
4,9:53.0,,Defensive rebound by D. Dedmon,105,100
4,9:48.0,,T. Young misses 2-pt layup from 1 ft,105,100
4,9:45.0,Defensive rebound by T. Satoranský,,105,100
4,9:41.0,T. Satoranský makes 3-pt jump shot from 25 ft (assist by O. Porter),,108,100
4,9:23.0,,Personal foul by B. Beal (drawn by K. Bazemore),108,100
4,9:23.0,,D. Bembry enters the game for T. Dorsey,108,100
4,9:18.0,,Personal foul by B. Beal (drawn by T. Young),108,100
4,9:16.0,,Shooting foul by A. Rivers (drawn by T. Young),108,100
4,9:16.0,,T. Young makes free throw 1 of 3,108,101
4,9:16.0,,T. Young misses free throw 2 of 3,108,101
4,9:16.0,,Offensive rebound by Team,108,101
4,9:16.0,,T. Young misses free throw 3 of 3,108,101
4,9:13.0,Defensive rebound by B. Beal,,108,101
4,9:05.0,B. Beal makes 2-pt jump shot from 3 ft (assist by A. Rivers),,110,101
4,8:58.0,,Turnover by T. Young (back court),110,101
4,8:44.0,Shooting foul by J. Collins (drawn by B. Beal),,110,101
4,8:44.0,B. Beal makes free throw 1 of 2,,111,101
4,8:44.0,B. Beal makes free throw 2 of 2,,112,101
4,8:34.0,,D. Bembry misses 3-pt jump shot from 25 ft,112,101
4,8:31.0,Defensive rebound by M. Morris,,112,101
4,8:20.0,M. Morris makes 2-pt layup from 2 ft (assist by O. Porter),,114,101
4,8:08.0,,Personal foul by A. Rivers (drawn by T. Young),114,101
4,8:08.0,,T. Young misses free throw 1 of 2,114,101
4,8:08.0,,Offensive rebound by Team,114,101
4,8:08.0,,T. Young misses free throw 2 of 2,114,101
4,8:04.0,Defensive rebound by B. Beal,,114,101
4,7:54.0,M. Morris misses 3-pt jump shot from 25 ft,,114,101
4,7:51.0,,Defensive rebound by K. Bazemore,114,101
4,7:42.0,,J. Collins makes 2-pt dunk from 1 ft,114,103
4,7:20.0,T. Satoranský makes 3-pt jump shot from 26 ft (assist by M. Morris),,117,103
4,7:17.0,,Atlanta full timeout,117,103
4,7:17.0,,V. Carter enters the game for J. Collins,117,103
4,7:17.0,,T. Dorsey enters the game for T. Young,117,103
4,7:05.0,,D. Bembry misses 2-pt dunk from 1 ft,117,103
4,7:02.0,Defensive rebound by B. Beal,,117,103
4,6:45.0,A. Rivers misses 2-pt layup from 1 ft (block by V. Carter),,117,103
4,6:43.0,Offensive rebound by O. Porter,,117,103
4,6:32.0,Turnover by B. Beal (lost ball; steal by D. Bembry),,117,103
4,6:17.0,,T. Dorsey misses 2-pt layup from 4 ft (block by M. Morris),117,103
4,6:14.0,Defensive rebound by B. Beal,,117,103
4,6:04.0,O. Porter misses 3-pt jump shot from 26 ft,,117,103
4,5:58.0,,Defensive rebound by D. Bembry,117,103
4,5:54.0,,V. Carter makes 3-pt jump shot from 24 ft (assist by D. Bembry),117,106
4,5:31.0,A. Rivers misses 3-pt jump shot from 26 ft,,117,106
4,5:29.0,Offensive rebound by Team,,117,106
4,5:29.0,,J. Collins enters the game for D. Dedmon,117,106
4,5:29.0,Washington full timeout,,117,106
4,5:22.0,B. Beal makes 3-pt jump shot from 25 ft (assist by T. Satoranský),,120,106
4,5:02.0,,Personal foul by A. Rivers (drawn by T. Dorsey),120,106
4,5:02.0,,T. Dorsey makes free throw 1 of 2,120,107
4,5:02.0,K. Oubre enters the game for A. Rivers,,120,107
4,5:02.0,,T. Dorsey makes free throw 2 of 2,120,108
4,4:46.0,O. Porter makes 2-pt layup from 1 ft (assist by T. Satoranský),,122,108
4,4:19.0,,K. Bazemore misses 2-pt jump shot from 13 ft,122,108
4,4:16.0,,Offensive rebound by V. Carter,122,108
4,4:09.0,,Turnover by K. Bazemore (bad pass; steal by T. Satoranský),122,108
4,4:03.0,K. Oubre misses 3-pt jump shot from 25 ft,,122,108
4,4:00.0,,Defensive rebound by V. Carter,122,108
4,3:54.0,,K. Bazemore misses 3-pt jump shot from 23 ft,122,108
4,3:50.0,Defensive rebound by O. Porter,,122,108
4,3:37.0,B. Beal makes 2-pt layup from 1 ft (assist by T. Satoranský),,124,108
4,3:18.0,,T. Dorsey misses 3-pt jump shot from 25 ft,124,108
4,3:18.0,Defensive rebound by Team,,124,108
4,3:18.0,,Loose ball foul by J. Collins (drawn by B. Beal),124,108
4,3:18.0,,T. Young enters the game for D. Bembry,124,108
4,2:58.0,M. Morris misses 3-pt jump shot from 26 ft,,124,108
4,2:54.0,Offensive rebound by B. Beal,,124,108
4,2:52.0,K. Oubre misses 3-pt jump shot from 25 ft,,124,108
4,2:48.0,,Defensive rebound by V. Carter,124,108
4,2:35.0,,J. Collins makes 2-pt hook shot from 7 ft (assist by K. Bazemore),124,110
4,2:11.0,Personal foul by K. Bazemore (drawn by B. Beal),,124,110
4,2:10.0,Turnover by O. Porter (traveling),,124,110
4,2:04.0,,Turnover by T. Young (bad pass; steal by K. Oubre),124,110
4,2:01.0,Shooting foul by V. Carter (drawn by K. Oubre),,124,110
4,2:01.0,K. Oubre makes free throw 1 of 2,,125,110
4,2:01.0,K. Oubre misses free throw 2 of 2,,125,110
4,1:59.0,,Defensive rebound by J. Collins,125,110
4,1:53.0,,V. Carter misses 3-pt jump shot from 25 ft,125,110
4,1:50.0,Defensive rebound by K. Oubre,,125,110
4,1:33.0,Washington full timeout,,125,110
4,1:33.0,,D. Bembry enters the game for V. Carter,125,110
4,1:28.0,M. Morris makes 3-pt jump shot from 26 ft,,128,110
4,1:21.0,,J. Collins makes 2-pt dunk from 1 ft,128,112
4,1:16.0,Personal foul by K. Bazemore (drawn by B. Beal),,128,112
4,1:16.0,,K. Huerter enters the game for K. Bazemore,128,112
4,1:16.0,B. Beal misses free throw 1 of 2,,128,112
4,1:16.0,Offensive rebound by Team,,128,112
4,1:16.0,T. Brown enters the game for M. Morris,,128,112
4,1:16.0,T. Bryant enters the game for O. Porter,,128,112
4,1:16.0,B. Beal misses free throw 2 of 2,,128,112
4,1:12.0,,Defensive rebound by J. Collins,128,112
4,1:08.0,,T. Young makes 2-pt layup from 1 ft,128,114
4,0:56.0,K. Oubre makes 2-pt layup from 1 ft (assist by B. Beal),,130,114
4,0:56.0,Shooting foul by T. Dorsey (drawn by K. Oubre),,130,114
4,0:56.0,O. White enters the game for B. Beal,,130,114
4,0:56.0,K. Oubre makes free throw 1 of 1,,131,114
4,0:44.0,,Turnover by T. Young (bad pass; steal by T. Bryant),131,114
4,0:37.0,T. Brown misses 2-pt layup from 1 ft,,131,114
4,0:32.0,,Defensive rebound by J. Collins,131,114
4,0:29.0,,D. Bembry misses 2-pt jump shot from 20 ft,131,114
4,0:26.0,Defensive rebound by T. Bryant,,131,114
4,0:03.0,Turnover by Team (shot clock),,131,114
4,0:02.0,,J. Collins makes 3-pt jump shot from 26 ft (assist by D. Bembry),131,117
