QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,BOSTON_ACTION,SACRAMENTO_SCORE,BOSTON_SCORE
4,6:37.0,,K. Irving misses 3-pt jump shot from 23 ft,101,104
4,6:35.0,Defensive rebound by Team,,101,104
4,6:20.0,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Fox),,103,104
4,6:05.0,,K. Irving makes 2-pt jump shot from 4 ft,103,106
4,5:53.0,Turnover by D. Fox (bad pass),,103,106
4,5:53.0,,J. Brown enters the game for G. Hayward,103,106
4,5:42.0,,M. Morris makes 2-pt layup from 4 ft (assist by K. Irving),103,108
4,5:42.0,,Shooting foul by B. Bogdanović (drawn by M. Morris),103,108
4,5:42.0,H. Barnes enters the game for B. Bogdanović,,103,108
4,5:42.0,,M. Morris makes free throw 1 of 1,103,109
4,5:30.0,N. Bjelica misses 3-pt jump shot from 24 ft,,103,109
4,5:28.0,,Defensive rebound by A. Baynes,103,109
4,5:15.0,,K. Irving makes 2-pt jump shot from 14 ft,103,111
4,5:00.0,B. Hield misses 3-pt jump shot from 26 ft,,103,111
4,4:58.0,,Defensive rebound by K. Irving,103,111
4,4:57.0,,Turnover by K. Irving (lost ball; steal by D. Fox),103,111
4,4:55.0,N. Bjelica misses 2-pt layup from 2 ft (block by K. Irving),,103,111
4,4:54.0,,Defensive rebound by M. Smart,103,111
4,4:50.0,,J. Brown misses 3-pt jump shot from 25 ft,103,111
4,4:46.0,Defensive rebound by N. Bjelica,,103,111
4,4:45.0,Shooting foul by J. Brown (drawn by D. Fox),,103,111
4,4:45.0,D. Fox misses free throw 1 of 2,,103,111
4,4:45.0,Offensive rebound by Team,,103,111
4,4:45.0,,A. Horford enters the game for A. Baynes,103,111
4,4:45.0,,J. Tatum enters the game for M. Smart,103,111
4,4:45.0,D. Fox misses free throw 2 of 2,,103,111
4,4:44.0,,Defensive rebound by J. Brown,103,111
4,4:33.0,,K. Irving makes 2-pt jump shot from 16 ft,103,113
4,4:21.0,N. Bjelica misses 3-pt jump shot from 29 ft,,103,113
4,4:19.0,,Defensive rebound by M. Morris,103,113
4,4:09.0,,K. Irving misses 3-pt jump shot from 32 ft,103,113
4,4:08.0,Defensive rebound by Team,,103,113
4,3:46.0,N. Bjelica makes 2-pt layup from 3 ft (assist by B. Hield),,105,113
4,3:32.0,,M. Morris makes 3-pt jump shot from 27 ft (assist by K. Irving),105,116
4,3:14.0,D. Fox misses 2-pt jump shot from 17 ft,,105,116
4,3:11.0,,Defensive rebound by M. Morris,105,116
4,2:51.0,,J. Brown makes 2-pt jump shot from 10 ft (assist by K. Irving),105,118
4,2:36.0,B. Hield makes 3-pt jump shot from 24 ft (assist by D. Fox),,108,118
4,2:20.0,,A. Horford makes 2-pt dunk from 2 ft (assist by K. Irving),108,120
4,2:19.0,Sacramento full timeout,,108,120
4,2:19.0,B. Bogdanović enters the game for N. Bjelica,,108,120
4,2:09.0,D. Fox makes 3-pt jump shot from 27 ft (assist by B. Hield),,111,120
4,1:52.0,,K. Irving misses 2-pt layup from 3 ft,111,120
4,1:51.0,Defensive rebound by W. Cauley-Stein,,111,120
4,1:47.0,B. Hield misses 3-pt jump shot from 25 ft,,111,120
4,1:45.0,,Defensive rebound by K. Irving,111,120
4,1:26.0,,J. Tatum makes 2-pt jump shot from 19 ft (assist by M. Morris),111,122
4,1:18.0,B. Bogdanović makes 2-pt layup from 3 ft (assist by B. Hield),,113,122
4,1:18.0,Shooting foul by J. Tatum (drawn by B. Bogdanović),,113,122
4,1:18.0,B. Bogdanović makes free throw 1 of 1,,114,122
4,0:58.0,,J. Brown makes 2-pt jump shot from 15 ft (assist by K. Irving),114,124
4,0:53.0,W. Cauley-Stein makes 2-pt dunk from 2 ft (assist by D. Fox),,116,124
4,0:35.0,,M. Morris misses 2-pt jump shot from 14 ft,116,124
4,0:32.0,Defensive rebound by W. Cauley-Stein,,116,124
4,0:24.0,B. Hield makes 2-pt layup from 2 ft (assist by H. Barnes),,118,124
4,0:16.0,,Personal take foul by H. Barnes (drawn by A. Horford),118,124
4,0:16.0,,A. Horford misses free throw 1 of 2,118,124
4,0:16.0,,Offensive rebound by Team,118,124
4,0:16.0,,M. Smart enters the game for J. Tatum,118,124
4,0:16.0,,A. Horford makes free throw 2 of 2,118,125
4,0:16.0,Sacramento full timeout,,118,125
4,0:16.0,,G. Hayward enters the game for M. Morris,118,125
4,0:15.0,H. Barnes misses 3-pt jump shot from 26 ft,,118,125
4,0:14.0,Offensive rebound by W. Cauley-Stein,,118,125
4,0:13.0,W. Cauley-Stein makes 2-pt dunk at rim,,120,125
4,0:12.0,,Personal take foul by B. Hield (drawn by K. Irving),120,125
4,0:12.0,,K. Irving misses free throw 1 of 2,120,125
4,0:12.0,,Offensive rebound by Team,120,125
4,0:12.0,,K. Irving makes free throw 2 of 2,120,126
4,0:12.0,Sacramento full timeout,,120,126
4,0:10.0,D. Fox misses 3-pt jump shot from 27 ft,,120,126
4,0:08.0,,Defensive rebound by Team,120,126
