QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,INDIANA_ACTION,MILWAUKEE_SCORE,INDIANA_SCORE
4,5:11.0,Offensive rebound by G. Antetokounmpo,,91,92
4,5:11.0,G. Antetokounmpo misses 2-pt layup at rim,,91,92
4,5:11.0,Offensive rebound by G. Antetokounmpo,,91,92
4,5:06.0,G. Antetokounmpo makes 2-pt dunk from 2 ft,,93,92
4,4:42.0,,T. Young makes 3-pt jump shot from 23 ft (assist by W. Matthews),93,95
4,4:26.0,B. Lopez misses 3-pt jump shot from 24 ft,,93,95
4,4:23.0,,Defensive rebound by B. Bogdanović,93,95
4,4:10.0,,B. Bogdanović misses 2-pt layup from 1 ft (block by B. Lopez),93,95
4,4:07.0,Defensive rebound by M. Brogdon,,93,95
4,3:51.0,G. Antetokounmpo makes 2-pt jump shot from 9 ft,,95,95
4,3:34.0,,Personal foul by M. Brogdon (drawn by M. Turner),95,95
4,3:34.0,G. Hill enters the game for G. Antetokounmpo,,95,95
4,3:34.0,T. Snell enters the game for E. İlyasova,,95,95
4,3:21.0,,Turnover by D. Collison (traveling),95,95
4,3:21.0,Milwaukee full timeout,,95,95
4,3:21.0,G. Antetokounmpo enters the game for G. Hill,,95,95
4,3:21.0,E. İlyasova enters the game for T. Snell,,95,95
4,3:07.0,K. Middleton misses 2-pt jump shot from 21 ft,,95,95
4,3:05.0,,Defensive rebound by W. Matthews,95,95
4,2:51.0,,T. Young misses 2-pt jump shot from 12 ft,95,95
4,2:48.0,Defensive rebound by E. İlyasova,,95,95
4,2:36.0,E. İlyasova makes 2-pt layup from 1 ft (assist by G. Antetokounmpo),,97,95
4,2:15.0,,B. Bogdanović misses 2-pt layup from 1 ft,97,95
4,2:12.0,Defensive rebound by B. Lopez,,97,95
4,2:08.0,K. Middleton makes 3-pt jump shot from 24 ft (assist by G. Antetokounmpo),,100,95
4,1:40.0,,Turnover by M. Turner (lost ball; steal by B. Lopez),100,95
4,1:39.0,Turnover by B. Lopez (traveling),,100,95
4,1:23.0,,T. Young misses 3-pt jump shot from 24 ft,100,95
4,1:19.0,Defensive rebound by E. İlyasova,,100,95
4,1:08.0,Shooting foul by M. Turner (drawn by G. Antetokounmpo),,100,95
4,1:08.0,G. Antetokounmpo makes free throw 1 of 2,,101,95
4,1:08.0,G. Antetokounmpo makes free throw 2 of 2,,102,95
4,0:59.0,,M. Turner misses 3-pt jump shot from 27 ft,102,95
4,0:57.0,Defensive rebound by K. Middleton,,102,95
4,0:54.0,Personal foul by B. Bogdanović (drawn by G. Antetokounmpo),,102,95
4,0:54.0,G. Antetokounmpo makes free throw 1 of 2,,103,95
4,0:54.0,G. Antetokounmpo makes free throw 2 of 2,,104,95
4,0:54.0,,Indiana full timeout,104,95
4,0:50.0,,B. Bogdanović makes 2-pt jump shot from 6 ft (assist by W. Matthews),104,97
4,0:49.0,Personal foul by B. Bogdanović (drawn by M. Brogdon),,104,97
4,0:49.0,M. Brogdon misses free throw 1 of 2,,104,97
4,0:49.0,Offensive rebound by Team,,104,97
4,0:49.0,M. Brogdon makes free throw 2 of 2,,105,97
4,0:47.0,,Personal foul by E. İlyasova (drawn by B. Bogdanović),105,97
4,0:44.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,105,97
4,0:41.0,Defensive rebound by G. Antetokounmpo,,105,97
4,0:24.0,Personal foul by B. Bogdanović (drawn by E. İlyasova),,105,97
4,0:24.0,,Violation by Team (delay of game),105,97
4,0:24.0,E. İlyasova misses free throw 1 of 2,,105,97
4,0:24.0,Offensive rebound by Team,,105,97
4,0:24.0,S. Brown enters the game for G. Antetokounmpo,,105,97
4,0:24.0,T. Snell enters the game for B. Lopez,,105,97
4,0:24.0,D. Wilson enters the game for K. Middleton,,105,97
4,0:24.0,E. İlyasova makes free throw 2 of 2,,106,97
4,0:16.0,,M. Turner misses 2-pt jump shot from 21 ft,106,97
4,0:14.0,Defensive rebound by D. Wilson,,106,97
