QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,PORTLAND_ACTION,SAN ANTONIO_SCORE,PORTLAND_SCORE
4,1:44.0,,C. McCollum misses 3-pt jump shot from 26 ft,112,125
4,1:41.0,Defensive rebound by D. Eubanks,,112,125
4,1:33.0,Turnover by C. Metu (lost ball; steal by C. McCollum),,112,125
4,1:23.0,,Shooting foul by C. Metu (drawn by J. Nurkić),112,125
4,1:23.0,,Z. Collins enters the game for A. Aminu,112,125
4,1:23.0,,A. Simons enters the game for D. Lillard,112,125
4,1:23.0,,G. Trent enters the game for C. McCollum,112,125
4,1:23.0,,J. Nurkić makes free throw 1 of 2,112,126
4,1:23.0,,J. Nurkić makes free throw 2 of 2,112,127
4,1:21.0,Personal take foul by J. Nurkić (drawn by M. Belinelli),,112,127
4,1:21.0,,M. Leonard enters the game for J. Nurkić,112,127
4,1:13.0,M. Belinelli makes 2-pt jump shot from 21 ft,,114,127
4,1:03.0,,J. Layman misses 3-pt jump shot from 27 ft,114,127
4,1:01.0,Defensive rebound by D. Eubanks,,114,127
4,0:48.0,J. Poeltl makes 2-pt layup from 2 ft,,116,127
4,0:35.0,,G. Trent misses 2-pt jump shot from 22 ft,116,127
4,0:33.0,Defensive rebound by C. Metu,,116,127
4,0:19.0,D. Eubanks makes 2-pt hook shot from 9 ft,,118,127
4,0:00.0,,Turnover by A. Simons (lost ball; steal by C. Metu),118,127
