QUARTER,TIME_REMAINING,MEMPHIS_ACTION,OKLAHOMA CITY_ACTION,MEMPHIS_SCORE,OKLAHOMA CITY_SCORE
4,5:45.0,A. Bradley misses 2-pt jump shot from 10 ft (block by J. Grant),,89,81
4,5:43.0,,Defensive rebound by D. Schröder,89,81
4,5:35.0,,D. Schröder misses 2-pt layup from 2 ft,89,81
4,5:33.0,Defensive rebound by J. Noah,,89,81
4,5:28.0,J. Holiday misses 3-pt jump shot from 26 ft,,89,81
4,5:23.0,Offensive rebound by B. Caboclo,,89,81
4,5:22.0,B. Caboclo misses 2-pt layup from 3 ft,,89,81
4,5:19.0,,Defensive rebound by D. Schröder,89,81
4,5:02.0,,D. Schröder misses 2-pt jump shot from 9 ft (block by B. Caboclo),89,81
4,5:02.0,,Offensive rebound by D. Schröder,89,81
4,4:59.0,,D. Schröder misses 2-pt layup from 2 ft (block by J. Noah),89,81
4,4:56.0,Defensive rebound by J. Noah,,89,81
4,4:52.0,Shooting foul by S. Adams (drawn by A. Bradley),,89,81
4,4:52.0,A. Bradley makes free throw 1 of 2,,90,81
4,4:52.0,D. Wright enters the game for J. Carter,,90,81
4,4:52.0,A. Bradley makes free throw 2 of 2,,91,81
4,4:38.0,,S. Adams makes 2-pt layup from 2 ft (assist by R. Westbrook),91,83
4,4:27.0,D. Wright misses 2-pt layup from 2 ft,,91,83
4,4:25.0,,Defensive rebound by S. Adams,91,83
4,4:20.0,,R. Westbrook makes 3-pt jump shot from 28 ft (assist by J. Grant),91,86
4,4:18.0,Memphis full timeout,,91,86
4,4:18.0,C. Miles enters the game for J. Holiday,,91,86
4,4:06.0,Turnover by A. Bradley (bad pass; steal by S. Adams),,91,86
4,4:02.0,,Shooting foul by B. Caboclo (drawn by S. Adams),91,86
4,4:02.0,,S. Adams misses free throw 1 of 2,91,86
4,4:02.0,,Offensive rebound by Team,91,86
4,4:02.0,J. Valančiūnas enters the game for J. Noah,,91,86
4,4:02.0,,S. Adams misses free throw 2 of 2,91,86
4,4:00.0,Defensive rebound by J. Valančiūnas,,91,86
4,3:40.0,Shooting foul by T. Ferguson (drawn by J. Valančiūnas),,91,86
4,3:40.0,J. Valančiūnas makes free throw 1 of 2,,92,86
4,3:40.0,J. Valančiūnas makes free throw 2 of 2,,93,86
4,3:39.0,,Personal foul by B. Caboclo (drawn by R. Westbrook),93,86
4,3:39.0,,R. Westbrook makes free throw 1 of 2,93,87
4,3:39.0,,R. Westbrook makes free throw 2 of 2,93,88
4,3:27.0,C. Miles misses 3-pt jump shot from 24 ft,,93,88
4,3:25.0,,Defensive rebound by D. Schröder,93,88
4,3:18.0,,D. Schröder misses 2-pt layup from 1 ft (block by D. Wright),93,88
4,3:18.0,,Offensive rebound by Team,93,88
4,3:08.0,,R. Westbrook misses 3-pt jump shot from 26 ft,93,88
4,3:05.0,Defensive rebound by D. Wright,,93,88
4,2:53.0,Offensive foul by J. Valančiūnas (drawn by T. Ferguson),,93,88
4,2:53.0,Turnover by J. Valančiūnas (offensive foul),,93,88
4,2:44.0,,T. Ferguson misses 3-pt jump shot from 25 ft,93,88
4,2:41.0,Defensive rebound by J. Valančiūnas,,93,88
4,2:30.0,A. Bradley misses 2-pt layup from 2 ft,,93,88
4,2:29.0,,Defensive rebound by R. Westbrook,93,88
4,2:29.0,J. Holiday enters the game for C. Miles,,93,88
4,2:08.0,,R. Westbrook misses 3-pt jump shot from 26 ft,93,88
4,2:05.0,Defensive rebound by D. Wright,,93,88
4,1:52.0,D. Wright misses 2-pt layup from 1 ft,,93,88
4,1:50.0,,Defensive rebound by S. Adams,93,88
4,1:47.0,,D. Schröder makes 2-pt layup from 1 ft,93,90
4,1:27.0,A. Bradley misses 3-pt jump shot from 26 ft,,93,90
4,1:24.0,,Defensive rebound by S. Adams,93,90
4,1:04.0,,R. Westbrook makes 3-pt jump shot from 26 ft (assist by D. Schröder),93,93
4,1:04.0,Memphis full timeout,,93,93
4,0:47.0,J. Holiday misses 2-pt jump shot from 13 ft,,93,93
4,0:44.0,Offensive rebound by J. Valančiūnas,,93,93
4,0:44.0,J. Valančiūnas misses 2-pt layup at rim,,93,93
4,0:43.0,,Defensive rebound by J. Grant,93,93
4,0:32.0,,R. Westbrook makes 2-pt jump shot from 18 ft,93,95
4,0:31.0,Memphis full timeout,,93,95
4,0:31.0,C. Miles enters the game for B. Caboclo,,93,95
4,0:23.0,D. Wright misses 3-pt jump shot from 23 ft,,93,95
4,0:20.0,,Defensive rebound by R. Westbrook,93,95
4,0:14.0,,Personal take foul by D. Wright (drawn by D. Schröder),93,95
4,0:14.0,,D. Schröder makes free throw 1 of 2,93,96
4,0:14.0,,D. Schröder makes free throw 2 of 2,93,97
4,0:09.0,D. Wright makes 2-pt layup from 2 ft,,95,97
4,0:09.0,,Oklahoma City full timeout,95,97
4,0:09.0,B. Caboclo enters the game for J. Valančiūnas,,95,97
4,0:09.0,,M. Morris enters the game for S. Adams,95,97
4,0:06.0,,Personal take foul by D. Wright (drawn by T. Ferguson),95,97
4,0:06.0,,T. Ferguson makes free throw 1 of 2,95,98
4,0:06.0,J. Valančiūnas enters the game for B. Caboclo,,95,98
4,0:06.0,,S. Adams enters the game for M. Morris,95,98
4,0:06.0,,T. Ferguson makes free throw 2 of 2,95,99
4,0:03.0,A. Bradley misses 3-pt jump shot from 25 ft,,95,99
4,0:03.0,,Defensive rebound by D. Schröder,95,99
