QUARTER,TIME_REMAINING,WASHINGTON_ACTION,NEW YORK_ACTION,WASHINGTON_SCORE,NEW YORK_SCORE
4,0:44.0,,M. Hezonja makes 3-pt jump shot from 24 ft (assist by D. Smith),110,111
4,0:22.0,T. Brown misses 2-pt jump shot from 24 ft,,110,111
4,0:20.0,Offensive rebound by S. Dekker,,110,111
4,0:19.0,S. Dekker misses 2-pt layup from 1 ft,,110,111
4,0:19.0,Offensive rebound by I. Mahinmi,,110,111
4,0:19.0,I. Mahinmi misses 2-pt dunk from 2 ft (block by K. Knox),,110,111
4,0:19.0,Offensive rebound by I. Mahinmi,,110,111
4,0:18.0,Personal foul by M. Robinson (drawn by I. Mahinmi),,110,111
4,0:18.0,Washington full timeout,,110,111
4,0:18.0,,D. Dotson enters the game for L. Kornet,110,111
4,0:17.0,Turnover by S. Dekker (out of bounds lost ball),,110,111
4,0:08.0,,Personal take foul by C. Randle (drawn by M. Hezonja),110,111
4,0:08.0,,M. Hezonja makes free throw 1 of 2,110,112
4,0:08.0,,M. Hezonja makes free throw 2 of 2,110,113
4,0:08.0,Washington full timeout,,110,113
4,0:06.0,C. Randle misses 3-pt jump shot from 24 ft,,110,113
4,0:03.0,,Defensive rebound by D. Smith,110,113
