QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,MILWAUKEE_ACTION,PHILADELPHIA_SCORE,MILWAUKEE_SCORE
4,9:19.0,,Shooting foul by J. Redick (drawn by G. Antetokounmpo),98,86
4,9:19.0,,G. Antetokounmpo makes free throw 1 of 2,98,87
4,9:19.0,,G. Antetokounmpo makes free throw 2 of 2,98,88
4,9:06.0,J. Embiid misses 2-pt jump shot from 20 ft,,98,88
4,9:02.0,,Defensive rebound by B. Lopez,98,88
4,9:00.0,,Turnover by G. Antetokounmpo (lost ball; steal by J. Embiid),98,88
4,8:53.0,J. Redick misses 2-pt jump shot from 21 ft,,98,88
4,8:49.0,,Defensive rebound by G. Antetokounmpo,98,88
4,8:39.0,,B. Lopez misses 2-pt layup from 3 ft,98,88
4,8:35.0,Defensive rebound by J. Embiid,,98,88
4,8:24.0,J. Ennis misses 3-pt jump shot from 27 ft,,98,88
4,8:24.0,,Defensive rebound by G. Antetokounmpo,98,88
4,8:18.0,,K. Middleton misses 3-pt jump shot from 25 ft,98,88
4,8:15.0,,Offensive rebound by E. Bledsoe,98,88
4,8:14.0,,B. Lopez misses 3-pt jump shot from 27 ft,98,88
4,8:13.0,Defensive rebound by J. Ennis,,98,88
4,8:13.0,Philadelphia full timeout,,98,88
4,8:13.0,J. Butler enters the game for J. Ennis,,98,88
4,8:13.0,T. Harris enters the game for J. Redick,,98,88
4,8:13.0,T. McConnell enters the game for B. Simmons,,98,88
4,7:48.0,J. Embiid makes 2-pt hook shot from 7 ft,,100,88
4,7:31.0,,G. Antetokounmpo misses 3-pt jump shot from 26 ft,100,88
4,7:28.0,,Offensive rebound by N. Mirotić,100,88
4,7:27.0,,N. Mirotić makes 2-pt layup from 1 ft,100,90
4,7:18.0,J. Embiid misses 3-pt jump shot from 25 ft,,100,90
4,7:15.0,,Defensive rebound by N. Mirotić,100,90
4,7:09.0,,N. Mirotić misses 3-pt jump shot from 26 ft,100,90
4,7:06.0,Defensive rebound by M. Scott,,100,90
4,6:55.0,J. Butler misses 2-pt jump shot from 16 ft,,100,90
4,6:50.0,,Defensive rebound by K. Middleton,100,90
4,6:43.0,,G. Antetokounmpo makes 2-pt dunk from 2 ft (assist by N. Mirotić),100,92
4,6:26.0,J. Embiid makes 2-pt layup from 1 ft,,102,92
4,6:26.0,Shooting foul by B. Lopez (drawn by J. Embiid),,102,92
4,6:26.0,,P. Connaughton enters the game for E. Bledsoe,102,92
4,6:26.0,J. Embiid makes free throw 1 of 1,,103,92
4,6:11.0,,K. Middleton makes 2-pt jump shot from 14 ft (assist by G. Antetokounmpo),103,94
4,5:59.0,J. Embiid misses 3-pt jump shot from 27 ft,,103,94
4,5:56.0,,Defensive rebound by B. Lopez,103,94
4,5:55.0,,Personal foul by J. Butler (drawn by G. Antetokounmpo),103,94
4,5:55.0,J. Ennis enters the game for J. Embiid,,103,94
4,5:55.0,B. Simmons enters the game for T. McConnell,,103,94
4,5:45.0,,K. Middleton makes 2-pt jump shot from 19 ft (assist by G. Antetokounmpo),103,96
4,5:38.0,Shooting foul by P. Connaughton (drawn by J. Butler),,103,96
4,5:38.0,J. Butler makes free throw 1 of 2,,104,96
4,5:38.0,J. Butler makes free throw 2 of 2,,105,96
4,5:28.0,,Shooting foul by M. Scott (drawn by G. Antetokounmpo),105,96
4,5:28.0,,G. Antetokounmpo makes free throw 1 of 2,105,97
4,5:28.0,,E. Bledsoe enters the game for B. Lopez,105,97
4,5:28.0,,G. Antetokounmpo makes free throw 2 of 2,105,98
4,5:08.0,J. Butler makes 2-pt jump shot from 18 ft,,107,98
4,4:59.0,,Shooting foul by M. Scott (drawn by G. Antetokounmpo),107,98
4,4:59.0,,G. Antetokounmpo misses free throw 1 of 2,107,98
4,4:59.0,,Offensive rebound by Team,107,98
4,4:59.0,,G. Antetokounmpo makes free throw 2 of 2,107,99
4,4:37.0,J. Butler makes 3-pt jump shot from 26 ft,,110,99
4,4:28.0,,P. Connaughton makes 3-pt jump shot from 23 ft (assist by K. Middleton),110,102
4,4:28.0,Philadelphia full timeout,,110,102
4,4:28.0,J. Embiid enters the game for J. Ennis,,110,102
4,4:28.0,J. Redick enters the game for M. Scott,,110,102
4,4:28.0,,B. Lopez enters the game for K. Middleton,110,102
4,4:05.0,J. Embiid makes 2-pt jump shot from 18 ft (assist by B. Simmons),,112,102
4,3:54.0,,Shooting foul by J. Embiid (drawn by B. Lopez),112,102
4,3:54.0,,B. Lopez makes free throw 1 of 2,112,103
4,3:54.0,,B. Lopez misses free throw 2 of 2,112,103
4,3:49.0,Defensive rebound by T. Harris,,112,103
4,3:38.0,J. Butler makes 2-pt layup from 3 ft,,114,103
4,3:38.0,,Milwaukee full timeout,114,103
4,3:38.0,,K. Middleton enters the game for N. Mirotić,114,103
4,3:21.0,,B. Lopez misses 3-pt jump shot from 27 ft,114,103
4,3:17.0,,Offensive rebound by P. Connaughton,114,103
4,3:17.0,,P. Connaughton misses 2-pt dunk from 1 ft,114,103
4,3:16.0,Defensive rebound by J. Embiid,,114,103
4,3:07.0,J. Butler makes 2-pt jump shot from 12 ft,,116,103
4,2:54.0,,K. Middleton makes 3-pt jump shot from 26 ft (assist by G. Antetokounmpo),116,106
4,2:32.0,Turnover by J. Embiid (bad pass),,116,106
4,2:23.0,,K. Middleton makes 3-pt jump shot from 27 ft,116,109
4,2:01.0,J. Butler misses 2-pt jump shot from 20 ft,,116,109
4,1:59.0,,Defensive rebound by B. Lopez,116,109
4,1:51.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by K. Middleton),116,111
4,1:33.0,Shooting foul by B. Lopez (drawn by J. Embiid),,116,111
4,1:33.0,J. Embiid makes free throw 1 of 2,,117,111
4,1:33.0,J. Embiid makes free throw 2 of 2,,118,111
4,1:18.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft (assist by K. Middleton),118,113
4,1:18.0,,Shooting foul by B. Simmons (drawn by G. Antetokounmpo),118,113
4,1:18.0,,G. Antetokounmpo makes free throw 1 of 1,118,114
4,1:04.0,J. Embiid misses 2-pt hook shot from 3 ft,,118,114
4,1:02.0,Offensive rebound by B. Simmons,,118,114
4,1:02.0,B. Simmons makes 2-pt dunk at rim,,120,114
4,0:56.0,,E. Bledsoe makes 2-pt layup from 2 ft,120,116
4,0:35.0,J. Embiid makes 3-pt jump shot from 28 ft (assist by T. Harris),,123,116
4,0:34.0,,Milwaukee full timeout,123,116
4,0:34.0,J. Ennis enters the game for J. Redick,,123,116
4,0:34.0,,N. Mirotić enters the game for E. Bledsoe,123,116
4,0:30.0,,Shooting foul by J. Butler (drawn by G. Antetokounmpo),123,116
4,0:30.0,,G. Antetokounmpo makes free throw 1 of 2,123,117
4,0:30.0,J. Redick enters the game for J. Ennis,,123,117
4,0:30.0,,E. Bledsoe enters the game for N. Mirotić,123,117
4,0:30.0,,G. Antetokounmpo makes free throw 2 of 2,123,118
4,0:24.0,Philadelphia full timeout,,123,118
4,0:24.0,Philadelphia full timeout,,123,118
4,0:23.0,Personal take foul by P. Connaughton (drawn by J. Butler),,123,118
4,0:23.0,J. Butler makes free throw 1 of 2,,124,118
4,0:23.0,J. Ennis enters the game for J. Redick,,124,118
4,0:23.0,J. Butler misses free throw 2 of 2,,124,118
4,0:21.0,,Defensive rebound by G. Antetokounmpo,124,118
4,0:14.0,,G. Antetokounmpo makes 2-pt layup from 1 ft (assist by B. Lopez),124,120
4,0:13.0,Personal take foul by E. Bledsoe (drawn by J. Butler),,124,120
4,0:13.0,J. Butler makes free throw 1 of 2,,125,120
4,0:13.0,J. Butler makes free throw 2 of 2,,126,120
4,0:06.0,,B. Lopez makes 3-pt jump shot from 29 ft (assist by E. Bledsoe),126,123
4,0:05.0,Personal take foul by K. Middleton (drawn by J. Embiid),,126,123
4,0:05.0,J. Embiid makes free throw 1 of 2,,127,123
4,0:05.0,J. Embiid makes free throw 2 of 2,,128,123
4,0:01.0,,G. Antetokounmpo makes 2-pt dunk from 1 ft,128,125
4,0:00.0,Personal take foul by B. Lopez (drawn by T. Harris),,128,125
4,0:00.0,T. Harris makes free throw 1 of 2,,129,125
4,0:00.0,T. Harris makes free throw 2 of 2,,130,125
4,0:00.0,,Milwaukee full timeout,130,125
4,0:00.0,B. Marjanović enters the game for J. Ennis,,130,125
4,0:00.0,,N. Mirotić enters the game for E. Bledsoe,130,125
4,0:00.0,,Turnover by N. Mirotić (bad pass; steal by J. Butler),130,125
