QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,DENVER_ACTION,OKLAHOMA CITY_SCORE,DENVER_SCORE
4,5:00.0,R. Westbrook makes 3-pt jump shot from 25 ft,,92,99
4,4:42.0,,Turnover by T. Lyles (lost ball; steal by P. George),92,99
4,4:37.0,R. Westbrook misses 2-pt layup from 3 ft,,92,99
4,4:36.0,,Defensive rebound by J. Murray,92,99
4,4:29.0,,J. Murray misses 2-pt layup from 4 ft,92,99
4,4:27.0,Defensive rebound by S. Adams,,92,99
4,4:20.0,Shooting foul by T. Lyles (drawn by P. George),,92,99
4,4:20.0,,Denver full timeout,92,99
4,4:20.0,,J. Hernangómez enters the game for T. Lyles,92,99
4,4:20.0,P. George makes free throw 1 of 2,,93,99
4,4:20.0,P. George makes free throw 2 of 2,,94,99
4,4:08.0,,J. Murray misses 3-pt jump shot from 24 ft,94,99
4,4:05.0,Defensive rebound by P. George,,94,99
4,3:55.0,S. Adams misses 2-pt layup from 2 ft,,94,99
4,3:53.0,Offensive rebound by S. Adams,,94,99
4,3:50.0,Turnover by S. Adams (bad pass; steal by J. Hernangómez),,94,99
4,3:40.0,,J. Hernangómez misses 3-pt jump shot from 22 ft,94,99
4,3:37.0,Defensive rebound by S. Adams,,94,99
4,3:20.0,P. George makes 2-pt layup from 2 ft,,96,99
4,3:07.0,,J. Murray misses 2-pt jump shot from 13 ft,96,99
4,3:04.0,Defensive rebound by P. George,,96,99
4,2:53.0,Turnover by P. George (bad pass; steal by M. Morris),,96,99
4,2:35.0,,M. Morris makes 2-pt jump shot from 17 ft,96,101
4,2:21.0,P. George misses 3-pt jump shot from 25 ft,,96,101
4,2:17.0,,Defensive rebound by N. Jokić,96,101
4,2:00.0,,T. Craig makes 2-pt dunk from 1 ft (assist by N. Jokić),96,103
4,2:00.0,Oklahoma City full timeout,,96,103
4,1:51.0,R. Westbrook misses 2-pt layup from 3 ft,,96,103
4,1:50.0,,Defensive rebound by J. Murray,96,103
4,1:33.0,,Personal foul by R. Westbrook (drawn by M. Morris),96,103
4,1:22.0,,J. Hernangómez makes 2-pt layup from 1 ft (assist by N. Jokić),96,105
4,1:16.0,D. Schröder makes 2-pt layup from 1 ft,,98,105
4,0:56.0,,J. Murray makes 2-pt jump shot from 15 ft,98,107
4,0:44.0,D. Schröder misses 2-pt jump shot from 14 ft,,98,107
4,0:40.0,Offensive rebound by S. Adams,,98,107
4,0:38.0,Shooting foul by N. Jokić (drawn by S. Adams),,98,107
4,0:38.0,S. Adams misses free throw 1 of 2,,98,107
4,0:38.0,Offensive rebound by Team,,98,107
4,0:38.0,S. Adams misses free throw 2 of 2,,98,107
4,0:36.0,,Defensive rebound by T. Craig,98,107
4,0:35.0,Technical foul by R. Westbrook,,98,107
4,0:35.0,,Technical foul by J. Murray,98,107
4,0:33.0,,Clear path foul by J. Grant,98,107
4,0:33.0,,J. Murray makes clear path free throw 1 of 2,98,108
4,0:33.0,,J. Murray makes clear path free throw 2 of 2,98,109
4,0:33.0,H. Diallo enters the game for S. Adams,,98,109
4,0:33.0,T. Ferguson enters the game for P. George,,98,109
4,0:33.0,T. Luwawu-Cabarrot enters the game for J. Grant,,98,109
4,0:33.0,A. Nader enters the game for D. Schröder,,98,109
4,0:33.0,N. Noel enters the game for R. Westbrook,,98,109
4,0:33.0,,D. Akoon-Purcell enters the game for J. Hernangómez,98,109
4,0:33.0,,M. Beasley enters the game for N. Jokić,98,109
4,0:33.0,,T. Lydon enters the game for M. Morris,98,109
4,0:33.0,,T. Welsh enters the game for J. Murray,98,109
4,0:12.0,,Turnover by D. Akoon-Purcell (out of bounds lost ball),98,109
