QUARTER,TIME_REMAINING,PHOENIX_ACTION,HOUSTON_ACTION,PHOENIX_SCORE,HOUSTON_SCORE
4,4:05.0,Offensive rebound by J. Fredette,,100,137
4,3:59.0,E. Okobo makes 2-pt jump shot from 3 ft (assist by D. Melton),,102,137
4,3:43.0,,G. Green makes 2-pt layup from 1 ft (assist by C. Chiozza),102,139
4,3:32.0,J. Fredette misses 3-pt jump shot from 23 ft (block by C. Chiozza),,102,139
4,3:32.0,Offensive rebound by Team,,102,139
4,3:25.0,E. Okobo makes 2-pt layup from 3 ft,,104,139
4,3:04.0,,G. Clark makes 3-pt jump shot from 25 ft,104,142
4,2:53.0,D. Melton makes 2-pt dunk from 1 ft (assist by E. Okobo),,106,142
4,2:38.0,,A. Rivers makes 2-pt layup from 2 ft,106,144
4,2:38.0,,Shooting foul by R. Spalding (drawn by A. Rivers),106,144
4,2:38.0,,A. Rivers misses free throw 1 of 1,106,144
4,2:38.0,Defensive rebound by D. Melton,,106,144
4,2:14.0,D. Melton makes 2-pt layup from 3 ft (assist by J. Fredette),,108,144
4,2:00.0,,G. Green misses 3-pt jump shot from 25 ft,108,144
4,1:59.0,,Offensive rebound by K. Faried,108,144
4,1:59.0,,K. Faried makes 2-pt layup from 1 ft,108,146
4,1:52.0,E. Okobo misses 2-pt layup from 2 ft (block by K. Faried),,108,146
4,1:49.0,,Defensive rebound by C. Chiozza,108,146
4,1:44.0,,A. Rivers misses 3-pt jump shot from 23 ft,108,146
4,1:42.0,,Offensive rebound by G. Clark,108,146
4,1:39.0,,G. Green misses 3-pt jump shot from 26 ft,108,146
4,1:39.0,,Offensive rebound by G. Clark,108,146
4,1:34.0,,G. Clark misses 3-pt jump shot from 25 ft,108,146
4,1:31.0,Defensive rebound by R. Spalding,,108,146
4,1:27.0,D. Melton makes 2-pt layup from 2 ft,,110,146
4,1:27.0,Shooting foul by G. Green (drawn by D. Melton),,110,146
4,1:27.0,D. Melton makes free throw 1 of 1,,111,146
4,1:16.0,,Personal foul by R. Spalding (drawn by A. Rivers),111,146
4,1:09.0,,A. Rivers makes 3-pt jump shot from 25 ft,111,149
4,0:56.0,E. Okobo makes 2-pt dunk from 1 ft (assist by D. Melton),,113,149
4,0:39.0,,A. Rivers misses 3-pt jump shot from 25 ft,113,149
4,0:37.0,Defensive rebound by Team,,113,149
4,0:21.0,R. Spalding misses 3-pt jump shot from 27 ft,,113,149
4,0:18.0,,Defensive rebound by G. Green,113,149
