QUARTER,TIME_REMAINING,MEMPHIS_ACTION,NEW ORLEANS_ACTION,MEMPHIS_SCORE,NEW ORLEANS_SCORE
4,3:06.0,,K. Williams enters the game for D. Miller,85,107
4,3:00.0,,Turnover by T. Frazier (bad pass),85,107
4,2:51.0,Y. Watanabe makes 2-pt jump shot from 12 ft (assist by J. Holiday),,87,107
4,2:26.0,,F. Jackson makes 3-pt jump shot from 25 ft,87,110
4,2:09.0,O. Casspi makes 2-pt layup from 2 ft (assist by I. Rabb),,89,110
4,1:44.0,,T. Frazier makes 2-pt jump shot from 9 ft,89,112
4,1:40.0,Shooting foul by K. Williams (drawn by J. Holiday),,89,112
4,1:40.0,J. Holiday makes free throw 1 of 2,,90,112
4,1:40.0,J. Holiday makes free throw 2 of 2,,91,112
4,1:29.0,,K. Williams misses 2-pt jump shot from 19 ft,91,112
4,1:25.0,Defensive rebound by O. Casspi,,91,112
4,1:13.0,I. Rabb makes 2-pt hook shot from 3 ft (assist by O. Casspi),,93,112
4,0:58.0,,K. Williams misses 3-pt jump shot from 26 ft,93,112
4,0:55.0,Defensive rebound by J. Holiday,,93,112
4,0:52.0,Y. Watanabe misses 3-pt jump shot from 27 ft,,93,112
4,0:47.0,,Defensive rebound by J. Okafor,93,112
4,0:25.0,,F. Jackson makes 2-pt jump shot from 8 ft (assist by J. Okafor),93,114
4,0:15.0,Shooting foul by T. Frazier (drawn by J. Holiday),,93,114
4,0:15.0,J. Holiday makes free throw 1 of 2,,94,114
4,0:15.0,J. Holiday makes free throw 2 of 2,,95,114
