QUARTER,TIME_REMAINING,ORLANDO_ACTION,DETROIT_ACTION,ORLANDO_SCORE,DETROIT_SCORE
4,2:15.0,,T. Maker enters the game for B. Griffin,93,110
4,1:59.0,,I. Smith makes 3-pt jump shot from 26 ft (assist by L. Galloway),93,113
4,1:54.0,Shooting foul by L. Galloway (drawn by T. Ross),,93,113
4,1:54.0,T. Ross makes free throw 1 of 3,,94,113
4,1:54.0,T. Ross makes free throw 2 of 3,,95,113
4,1:54.0,T. Ross makes free throw 3 of 3,,96,113
4,1:39.0,,W. Ellington misses 3-pt jump shot from 27 ft,96,113
4,1:36.0,Defensive rebound by J. Martin,,96,113
4,1:24.0,J. Grant misses 2-pt jump shot from 21 ft,,96,113
4,1:20.0,,Defensive rebound by T. Maker,96,113
4,1:03.0,,I. Smith misses 2-pt layup from 6 ft (block by A. Jefferson),96,113
4,1:00.0,Defensive rebound by A. Jefferson,,96,113
4,0:57.0,J. Grant misses 3-pt jump shot from 23 ft,,96,113
4,0:53.0,,Defensive rebound by A. Drummond,96,113
4,0:35.0,,Turnover by T. Maker (traveling),96,113
4,0:35.0,,J. Leuer enters the game for A. Drummond,96,113
4,0:35.0,,K. Thomas enters the game for W. Ellington,96,113
4,0:26.0,A. Jefferson makes 2-pt layup from 2 ft (assist by J. Grant),,98,113
4,0:09.0,,I. Smith misses 2-pt jump shot from 12 ft,98,113
4,0:09.0,,Offensive rebound by J. Leuer,98,113
4,0:08.0,,J. Leuer makes 2-pt layup from 2 ft,98,115
4,0:00.0,J. Grant misses 3-pt jump shot from 28 ft,,98,115
4,0:00.0,,Defensive rebound by T. Maker,98,115
