QUARTER,TIME_REMAINING,CHICAGO_ACTION,PHILADELPHIA_ACTION,CHICAGO_SCORE,PHILADELPHIA_SCORE
4,1:33.0,C. Felício makes 2-pt layup at rim (assist by R. Arcidiacono),,105,125
4,1:33.0,Shooting foul by A. Johnson (drawn by C. Felício),,105,125
4,1:33.0,C. Felício misses free throw 1 of 1,,105,125
4,1:31.0,,Defensive rebound by G. Monroe,105,125
4,1:18.0,,H. Highsmith misses 3-pt jump shot from 27 ft,105,125
4,1:15.0,Defensive rebound by C. Felício,,105,125
4,1:10.0,A. Blakeney misses 2-pt jump shot from 23 ft,,105,125
4,1:07.0,,Defensive rebound by S. Milton,105,125
4,0:52.0,,S. Milton misses 2-pt jump shot from 19 ft,105,125
4,0:50.0,Defensive rebound by R. Arcidiacono,,105,125
4,0:48.0,R. Alkins makes 2-pt dunk from 1 ft (assist by R. Arcidiacono),,107,125
4,0:34.0,,Turnover by H. Highsmith (lost ball; steal by B. Sampson),107,125
4,0:31.0,B. Sampson makes 2-pt dunk at rim (assist by A. Blakeney),,109,125
4,0:08.0,,Turnover by Team (shot clock),109,125
