QUARTER,TIME_REMAINING,MINNESOTA_ACTION,OKLAHOMA CITY_ACTION,MINNESOTA_SCORE,OKLAHOMA CITY_SCORE
4,6:54.0,,Turnover by R. Westbrook (lost ball; steal by A. Tolliver),106,99
4,6:53.0,,Oklahoma City full timeout,106,99
4,6:37.0,Turnover by K. Towns (out of bounds lost ball),,106,99
4,6:27.0,,Turnover by P. George (bad pass; steal by A. Wiggins),106,99
4,6:16.0,Personal foul by R. Westbrook (drawn by A. Wiggins),,106,99
4,6:03.0,A. Wiggins misses 2-pt jump shot from 11 ft,,106,99
4,6:01.0,,Defensive rebound by R. Westbrook,106,99
4,5:50.0,,S. Adams makes 2-pt dunk from 2 ft (assist by R. Westbrook),106,101
4,5:31.0,A. Tolliver misses 3-pt jump shot from 23 ft,,106,101
4,5:28.0,Offensive rebound by T. Gibson,,106,101
4,5:20.0,T. Jones misses 3-pt jump shot from 26 ft,,106,101
4,5:16.0,,Defensive rebound by P. George,106,101
4,5:12.0,,Shooting foul by A. Wiggins (drawn by J. Grant),106,101
4,5:12.0,Minnesota full timeout,,106,101
4,5:12.0,J. Okogie enters the game for A. Tolliver,,106,101
4,5:12.0,,J. Grant makes free throw 1 of 2,106,102
4,5:12.0,,J. Grant makes free throw 2 of 2,106,103
4,4:57.0,A. Wiggins misses 2-pt layup from 2 ft (block by J. Grant),,106,103
4,4:55.0,,Defensive rebound by J. Grant,106,103
4,4:51.0,,S. Adams makes 2-pt dunk from 1 ft (assist by R. Westbrook),106,105
4,4:27.0,K. Towns makes 3-pt jump shot from 25 ft (assist by T. Gibson),,109,105
4,4:12.0,,P. George makes 3-pt jump shot from 26 ft (assist by R. Westbrook),109,108
4,3:52.0,Shooting foul by J. Grant (drawn by A. Wiggins),,109,108
4,3:52.0,A. Wiggins misses free throw 1 of 2,,109,108
4,3:52.0,Offensive rebound by Team,,109,108
4,3:52.0,A. Wiggins makes free throw 2 of 2,,110,108
4,3:34.0,,R. Westbrook makes 3-pt jump shot from 25 ft,110,111
4,3:32.0,Minnesota full timeout,,110,111
4,3:32.0,D. Šarić enters the game for T. Gibson,,110,111
4,3:18.0,Personal foul by P. George (drawn by A. Wiggins),,110,111
4,3:18.0,A. Wiggins makes free throw 1 of 2,,111,111
4,3:18.0,T. Gibson enters the game for D. Šarić,,111,111
4,3:18.0,A. Wiggins makes free throw 2 of 2,,112,111
4,3:07.0,,Shooting foul by K. Towns (drawn by J. Grant),112,111
4,3:07.0,,J. Grant makes free throw 1 of 2,112,112
4,3:07.0,,J. Grant misses free throw 2 of 2,112,112
4,3:01.0,Defensive rebound by A. Wiggins,,112,112
4,2:46.0,J. Okogie misses 3-pt jump shot from 23 ft,,112,112
4,2:43.0,,Defensive rebound by P. George,112,112
4,2:32.0,,Personal foul by J. Okogie (drawn by S. Adams),112,112
4,2:32.0,,S. Adams misses free throw 1 of 2,112,112
4,2:32.0,,Offensive rebound by Team,112,112
4,2:32.0,D. Šarić enters the game for T. Gibson,,112,112
4,2:32.0,,S. Adams makes free throw 2 of 2,112,113
4,2:12.0,A. Wiggins makes 2-pt jump shot from 15 ft,,114,113
4,1:48.0,,P. George misses 3-pt jump shot from 23 ft (block by A. Wiggins),114,113
4,1:44.0,Defensive rebound by K. Towns,,114,113
4,1:23.0,D. Šarić misses 3-pt jump shot from 25 ft,,114,113
4,1:20.0,,Defensive rebound by D. Schröder,114,113
4,1:14.0,,R. Westbrook makes 2-pt jump shot from 22 ft,114,115
4,1:08.0,Minnesota full timeout,,114,115
4,1:01.0,A. Wiggins misses 2-pt jump shot from 5 ft,,114,115
4,0:59.0,Offensive rebound by K. Towns,,114,115
4,0:58.0,D. Šarić misses 3-pt jump shot from 22 ft,,114,115
4,0:55.0,Offensive rebound by A. Wiggins,,114,115
4,0:55.0,Personal foul by P. George (drawn by A. Wiggins),,114,115
4,0:55.0,A. Wiggins makes free throw 1 of 2,,115,115
4,0:55.0,T. Gibson enters the game for D. Šarić,,115,115
4,0:55.0,A. Wiggins makes free throw 2 of 2,,116,115
4,0:46.0,,P. George misses 3-pt jump shot from 25 ft,116,115
4,0:42.0,Defensive rebound by T. Jones,,116,115
4,0:27.0,J. Okogie makes 3-pt jump shot from 23 ft (assist by A. Wiggins),,119,115
4,0:26.0,,Oklahoma City full timeout,119,115
4,0:23.0,,P. George misses 3-pt jump shot from 26 ft,119,115
4,0:21.0,,Offensive rebound by Team,119,115
4,0:21.0,Loose ball foul by T. Gibson (drawn by R. Westbrook),,119,115
4,0:21.0,,R. Westbrook makes free throw 1 of 2,119,116
4,0:21.0,D. Šarić enters the game for T. Gibson,,119,116
4,0:21.0,,R. Westbrook makes free throw 2 of 2,119,117
4,0:15.0,Turnover by T. Jones (traveling),,119,117
4,0:15.0,,Oklahoma City full timeout,119,117
4,0:15.0,T. Gibson enters the game for D. Šarić,,119,117
4,0:07.0,,R. Westbrook misses 3-pt jump shot from 23 ft,119,117
4,0:04.0,,Offensive rebound by S. Adams,119,117
4,0:02.0,,R. Westbrook misses 3-pt jump shot from 26 ft,119,117
4,0:02.0,,Offensive rebound by P. George,119,117
4,0:00.0,,P. George misses 2-pt layup from 2 ft,119,117
4,0:00.0,,Offensive rebound by Team,119,117
