QUARTER,TIME_REMAINING,PORTLAND_ACTION,OKLAHOMA CITY_ACTION,PORTLAND_SCORE,OKLAHOMA CITY_SCORE
4,7:12.0,E. Turner misses 3-pt jump shot from 26 ft,,89,99
4,7:10.0,,Defensive rebound by Team,89,99
4,7:10.0,J. Nurkić enters the game for Z. Collins,,89,99
4,7:10.0,,S. Adams enters the game for R. Felton,89,99
4,7:10.0,,T. Ferguson enters the game for N. Noel,89,99
4,6:54.0,,T. Ferguson makes 2-pt layup from 2 ft (assist by R. Westbrook),89,101
4,6:47.0,J. Nurkić misses 2-pt jump shot from 22 ft,,89,101
4,6:38.0,,Defensive rebound by Team,89,101
4,6:38.0,C. McCollum enters the game for E. Turner,,89,101
4,6:23.0,,R. Westbrook misses 3-pt jump shot from 25 ft,89,101
4,6:20.0,Defensive rebound by J. Nurkić,,89,101
4,6:10.0,J. Layman makes 3-pt jump shot from 26 ft (assist by C. McCollum),,92,101
4,6:01.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),92,104
4,5:38.0,R. Hood misses 2-pt dunk from 2 ft (block by D. Burton),,92,104
4,5:35.0,,Defensive rebound by R. Westbrook,92,104
4,5:34.0,,P. George makes 2-pt layup from 1 ft (assist by R. Westbrook),92,106
4,5:34.0,Portland full timeout,,92,106
4,5:34.0,A. Aminu enters the game for R. Hood,,92,106
4,5:26.0,,Violation by Team (kicked ball),92,106
4,5:22.0,Personal foul by P. George (drawn by J. Nurkić),,92,106
4,5:14.0,J. Nurkić makes 2-pt dunk at rim (assist by J. Layman),,94,106
4,4:57.0,,D. Burton makes 2-pt layup from 2 ft (assist by R. Westbrook),94,108
4,4:47.0,D. Lillard makes 2-pt layup from 2 ft,,96,108
4,4:21.0,,R. Westbrook misses 2-pt jump shot from 17 ft,96,108
4,4:18.0,Defensive rebound by J. Nurkić,,96,108
4,4:04.0,J. Nurkić misses 2-pt jump shot from 20 ft,,96,108
4,4:01.0,,Defensive rebound by R. Westbrook,96,108
4,3:57.0,,Personal foul by C. McCollum (drawn by T. Ferguson),96,108
4,3:57.0,,Oklahoma City full timeout,96,108
4,3:52.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),96,111
4,3:38.0,Shooting foul by D. Burton (drawn by D. Lillard),,96,111
4,3:38.0,D. Lillard makes free throw 1 of 2,,97,111
4,3:38.0,D. Lillard makes free throw 2 of 2,,98,111
4,3:19.0,,P. George misses 3-pt jump shot from 25 ft,98,111
4,3:16.0,Defensive rebound by C. McCollum,,98,111
4,3:16.0,Personal foul by P. George (drawn by C. McCollum),,98,111
4,3:09.0,J. Layman misses 3-pt jump shot from 24 ft,,98,111
4,3:06.0,,Defensive rebound by R. Westbrook,98,111
4,2:55.0,,R. Westbrook misses 2-pt jump shot from 16 ft,98,111
4,2:52.0,Defensive rebound by A. Aminu,,98,111
4,2:43.0,A. Aminu makes 2-pt dunk from 2 ft (assist by D. Lillard),,100,111
4,2:23.0,,P. George makes 2-pt layup from 2 ft,100,113
4,2:23.0,,Shooting foul by J. Nurkić (drawn by P. George),100,113
4,2:23.0,M. Leonard enters the game for J. Nurkić,,100,113
4,2:23.0,,P. George misses free throw 1 of 1,100,113
4,2:21.0,Defensive rebound by M. Leonard,,100,113
4,2:11.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by D. Lillard),,103,113
4,1:50.0,,S. Adams makes 2-pt layup from 1 ft (assist by R. Westbrook),103,115
4,1:37.0,Personal foul by P. George (drawn by J. Layman),,103,115
4,1:37.0,J. Layman misses free throw 1 of 2,,103,115
4,1:37.0,Offensive rebound by Team,,103,115
4,1:37.0,J. Layman misses free throw 2 of 2,,103,115
4,1:37.0,Offensive rebound by A. Aminu,,103,115
4,1:33.0,D. Lillard makes 3-pt jump shot from 26 ft (assist by A. Aminu),,106,115
4,1:16.0,,Personal foul by M. Leonard (drawn by P. George),106,115
4,1:16.0,,P. George makes free throw 1 of 2,106,116
4,1:16.0,,P. George makes free throw 2 of 2,106,117
4,1:09.0,Shooting foul by S. Adams (drawn by D. Lillard),,106,117
4,1:09.0,D. Lillard makes free throw 1 of 2,,107,117
4,1:09.0,D. Lillard makes free throw 2 of 2,,108,117
4,0:51.0,,R. Westbrook makes 3-pt jump shot from 26 ft (assist by P. George),108,120
4,0:44.0,M. Leonard makes 3-pt jump shot from 27 ft (assist by D. Lillard),,111,120
4,0:29.0,,P. George misses 3-pt jump shot from 27 ft,111,120
4,0:25.0,Defensive rebound by C. McCollum,,111,120
4,0:16.0,M. Leonard misses 2-pt layup from 1 ft (block by D. Burton),,111,120
4,0:14.0,Offensive rebound by J. Layman,,111,120
4,0:13.0,C. McCollum misses 3-pt jump shot from 25 ft,,111,120
4,0:09.0,,Defensive rebound by P. George,111,120
