QUARTER,TIME_REMAINING,PORTLAND_ACTION,SAN ANTONIO_ACTION,PORTLAND_SCORE,SAN ANTONIO_SCORE
4,1:18.0,M. Harkless misses 3-pt jump shot from 26 ft,,92,100
4,1:15.0,,Defensive rebound by D. Bertāns,92,100
4,1:11.0,,Away from play foul by M. Harkless (drawn by D. Bertāns),92,100
4,1:11.0,,D. Bertāns makes free throw 1 of 1,92,101
4,1:11.0,,R. Gay enters the game for D. Bertāns,92,101
4,1:10.0,,Turnover by R. Gay (bad pass; steal by D. Lillard),92,101
4,1:08.0,D. Lillard makes 2-pt layup from 2 ft,,94,101
4,1:08.0,,San Antonio full timeout,94,101
4,0:49.0,,L. Aldridge misses 2-pt layup from 1 ft (block by J. Nurkić),94,101
4,0:46.0,,Offensive rebound by L. Aldridge,94,101
4,0:41.0,,Personal take foul by R. Hood (drawn by D. White),94,101
4,0:41.0,,D. White makes free throw 1 of 2,94,102
4,0:41.0,,D. White makes free throw 2 of 2,94,103
4,0:41.0,Portland full timeout,,94,103
4,0:41.0,S. Curry enters the game for A. Aminu,,94,103
4,0:41.0,E. Turner enters the game for M. Harkless,,94,103
4,0:41.0,,P. Mills enters the game for B. Forbes,94,103
4,0:36.0,D. Lillard makes 2-pt dunk from 1 ft (assist by E. Turner),,96,103
4,0:36.0,,San Antonio full timeout,96,103
4,0:36.0,M. Harkless enters the game for S. Curry,,96,103
4,0:31.0,,Personal foul by R. Hood (drawn by P. Mills),96,103
4,0:31.0,,P. Mills makes free throw 1 of 2,96,104
4,0:31.0,S. Curry enters the game for E. Turner,,96,104
4,0:31.0,,P. Mills makes free throw 2 of 2,96,105
4,0:20.0,D. Lillard misses 3-pt jump shot from 25 ft,,96,105
4,0:18.0,Offensive rebound by S. Curry,,96,105
4,0:17.0,D. Lillard makes 2-pt layup from 1 ft,,98,105
4,0:16.0,,Personal take foul by S. Curry (drawn by P. Mills),98,105
4,0:16.0,,P. Mills makes free throw 1 of 2,98,106
4,0:16.0,,P. Mills makes free throw 2 of 2,98,107
4,0:13.0,Shooting foul by P. Mills (drawn by R. Hood),,98,107
4,0:13.0,R. Hood makes free throw 1 of 2,,99,107
4,0:13.0,J. Layman enters the game for J. Nurkić,,99,107
4,0:13.0,R. Hood makes free throw 2 of 2,,100,107
4,0:11.0,,Personal take foul by M. Harkless (drawn by D. DeRozan),100,107
4,0:11.0,,D. DeRozan misses free throw 1 of 2,100,107
4,0:11.0,,Offensive rebound by Team,100,107
4,0:11.0,,D. DeRozan makes free throw 2 of 2,100,108
4,0:06.0,R. Hood misses 3-pt jump shot from 29 ft,,100,108
4,0:04.0,Offensive rebound by J. Layman,,100,108
4,0:02.0,S. Curry makes 3-pt jump shot from 22 ft (assist by J. Layman),,103,108
