QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,LA LAKERS_ACTION,SAN ANTONIO_SCORE,LA LAKERS_SCORE
4,7:31.0,L. Aldridge makes 2-pt hook shot from 9 ft (assist by M. Belinelli),,109,108
4,7:22.0,,L. James makes 2-pt jump shot from 17 ft,109,110
4,7:01.0,D. DeRozan makes 3-pt jump shot from 28 ft (assist by L. Aldridge),,112,110
4,6:40.0,,Turnover by L. James (bad pass; steal by D. DeRozan),112,110
4,6:33.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,115,110
4,6:12.0,,Shooting foul by D. Cunningham (drawn by L. James),115,110
4,6:12.0,,LA Lakers full timeout,115,110
4,6:12.0,R. Gay enters the game for D. Cunningham,,115,110
4,6:12.0,,L. Ball enters the game for S. Mykhailiuk,115,110
4,6:12.0,,J. McGee enters the game for J. Williams,115,110
4,6:12.0,,L. James makes free throw 1 of 2,115,111
4,6:12.0,,L. James makes free throw 2 of 2,115,112
4,5:57.0,D. DeRozan misses 2-pt jump shot from 20 ft,,115,112
4,5:53.0,,Defensive rebound by K. Kuzma,115,112
4,5:39.0,,Personal foul by R. Gay (drawn by L. James),115,112
4,5:34.0,,Offensive foul by J. McGee (drawn by R. Gay),115,112
4,5:34.0,,Turnover by J. McGee (offensive foul),115,112
4,5:22.0,L. Aldridge misses 2-pt hook shot from 6 ft (block by J. McGee),,115,112
4,5:19.0,Offensive rebound by B. Forbes,,115,112
4,5:16.0,Shooting foul by L. Ball (drawn by L. Aldridge),,115,112
4,5:16.0,L. Aldridge makes free throw 1 of 2,,116,112
4,5:16.0,L. Aldridge makes free throw 2 of 2,,117,112
4,5:02.0,,L. James misses 3-pt jump shot from 25 ft,117,112
4,4:59.0,Defensive rebound by D. DeRozan,,117,112
4,4:50.0,D. DeRozan misses 2-pt jump shot from 17 ft,,117,112
4,4:47.0,,Defensive rebound by J. Hart,117,112
4,4:39.0,,K. Kuzma makes 2-pt dunk from 2 ft (assist by L. Ball),117,114
4,4:19.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,120,114
4,4:05.0,,Personal foul by B. Forbes (drawn by J. Hart),120,114
4,4:05.0,P. Mills enters the game for M. Belinelli,,120,114
4,3:50.0,,J. Hart misses 3-pt jump shot from 27 ft,120,114
4,3:50.0,,Offensive rebound by J. McGee,120,114
4,3:50.0,,J. McGee misses 2-pt dunk from 2 ft,120,114
4,3:44.0,,Offensive rebound by J. McGee,120,114
4,3:42.0,,J. McGee makes 2-pt hook shot from 5 ft,120,116
4,3:25.0,D. DeRozan misses 3-pt jump shot from 26 ft,,120,116
4,3:25.0,,Defensive rebound by L. James,120,116
4,3:20.0,,L. James makes 2-pt layup from 3 ft,120,118
4,3:20.0,San Antonio full timeout,,120,118
4,2:56.0,B. Forbes misses 2-pt jump shot from 11 ft,,120,118
4,2:55.0,Offensive rebound by L. Aldridge,,120,118
4,2:55.0,Shooting foul by L. James (drawn by L. Aldridge),,120,118
4,2:55.0,L. Aldridge makes free throw 1 of 2,,121,118
4,2:55.0,L. Aldridge misses free throw 2 of 2,,121,118
4,2:53.0,,Defensive rebound by K. Kuzma,121,118
4,2:34.0,,L. James misses 2-pt jump shot from 15 ft,121,118
4,2:32.0,Defensive rebound by P. Mills,,121,118
4,2:19.0,P. Mills makes 2-pt layup from 3 ft (assist by R. Gay),,123,118
4,2:01.0,,K. Kuzma makes 2-pt layup from 2 ft (assist by L. James),123,120
4,1:42.0,B. Forbes makes 3-pt jump shot from 26 ft (assist by D. DeRozan),,126,120
4,1:32.0,,J. McGee misses 2-pt layup from 1 ft,126,120
4,1:30.0,Defensive rebound by P. Mills,,126,120
4,1:25.0,B. Forbes misses 3-pt jump shot from 26 ft,,126,120
4,1:21.0,Offensive rebound by L. Aldridge,,126,120
4,1:12.0,D. DeRozan misses 3-pt jump shot from 27 ft,,126,120
4,1:10.0,Offensive rebound by L. Aldridge,,126,120
4,1:10.0,L. Aldridge makes 2-pt layup at rim,,128,120
4,1:10.0,,LA Lakers full timeout,128,120
4,1:04.0,,J. McGee makes 2-pt dunk from 2 ft (assist by K. Kuzma),128,122
4,0:41.0,R. Gay misses 3-pt jump shot from 23 ft,,128,122
4,0:39.0,,Defensive rebound by J. Hart,128,122
4,0:35.0,,K. Kuzma makes 3-pt jump shot from 25 ft (assist by L. James),128,125
4,0:12.0,B. Forbes misses 3-pt jump shot from 27 ft,,128,125
4,0:08.0,,Defensive rebound by J. Hart,128,125
4,0:03.0,,L. James makes 3-pt jump shot from 28 ft,128,128
4,0:02.0,San Antonio full timeout,,128,128
4,0:02.0,,J. Williams enters the game for J. McGee,128,128
4,0:01.0,D. DeRozan misses 3-pt jump shot from 26 ft,,128,128
4,0:01.0,Offensive rebound by Team,,128,128
1OT,4:44.0,Shooting foul by J. McGee (drawn by L. Aldridge),,128,128
1OT,4:44.0,,J. Williams enters the game for J. McGee,128,128
1OT,4:44.0,L. Aldridge makes free throw 1 of 2,,129,128
1OT,4:44.0,L. Aldridge misses free throw 2 of 2,,129,128
1OT,4:42.0,,Defensive rebound by J. Hart,129,128
1OT,4:33.0,,L. James makes 2-pt jump shot from 11 ft,129,130
1OT,4:19.0,Shooting foul by K. Kuzma (drawn by L. Aldridge),,129,130
1OT,4:19.0,L. Aldridge makes free throw 1 of 2,,130,130
1OT,4:19.0,L. Aldridge misses free throw 2 of 2,,130,130
1OT,4:16.0,,Defensive rebound by L. Ball,130,130
1OT,3:58.0,,J. Hart misses 3-pt jump shot from 25 ft,130,130
1OT,3:58.0,,Offensive rebound by Team,130,130
1OT,3:57.0,Loose ball foul by B. Forbes (drawn by J. Williams),,130,130
1OT,3:47.0,,L. James misses 2-pt layup from 3 ft,130,130
1OT,3:44.0,,Offensive rebound by J. Williams,130,130
1OT,3:43.0,,J. Williams makes 2-pt layup from 2 ft,130,132
1OT,3:32.0,D. DeRozan misses 2-pt layup from 2 ft (block by J. Williams),,130,132
1OT,3:29.0,,Defensive rebound by L. Ball,130,132
1OT,3:27.0,,J. Hart makes 2-pt layup from 2 ft (assist by L. James),130,134
1OT,3:27.0,San Antonio full timeout,,130,134
1OT,3:08.0,B. Forbes makes 3-pt jump shot from 27 ft,,133,134
1OT,2:50.0,,L. Ball makes 3-pt jump shot from 23 ft (assist by L. James),133,137
1OT,2:33.0,D. DeRozan misses 2-pt layup from 3 ft (block by J. Williams),,133,137
1OT,2:28.0,,Defensive rebound by L. Ball,133,137
1OT,2:27.0,,J. Hart misses 2-pt layup from 1 ft (block by L. Aldridge),133,137
1OT,2:27.0,,Offensive rebound by Team,133,137
1OT,2:17.0,,J. Williams makes 2-pt layup from 3 ft (assist by L. James),133,139
1OT,2:17.0,,Shooting foul by P. Mills (drawn by J. Williams),133,139
1OT,2:17.0,,J. Williams misses free throw 1 of 1,133,139
1OT,2:17.0,Defensive rebound by R. Gay,,133,139
1OT,2:07.0,Shooting foul by J. Williams (drawn by D. DeRozan),,133,139
1OT,2:07.0,D. DeRozan makes free throw 1 of 2,,134,139
1OT,2:07.0,,LA Lakers full timeout,134,139
1OT,2:07.0,D. DeRozan makes free throw 2 of 2,,135,139
1OT,1:51.0,,L. James misses 3-pt jump shot from 23 ft,135,139
1OT,1:48.0,Defensive rebound by L. Aldridge,,135,139
1OT,1:40.0,Personal foul by J. Williams (drawn by L. Aldridge),,135,139
1OT,1:40.0,L. Aldridge misses free throw 1 of 2,,135,139
1OT,1:40.0,Offensive rebound by Team,,135,139
1OT,1:40.0,L. Aldridge makes free throw 2 of 2,,136,139
1OT,1:23.0,,L. James misses 2-pt jump shot from 3 ft,136,139
1OT,1:23.0,,Offensive rebound by Team,136,139
1OT,1:12.0,,Turnover by K. Kuzma (bad pass; steal by L. Aldridge),136,139
1OT,1:05.0,D. DeRozan misses 2-pt layup from 3 ft (block by J. Williams),,136,139
1OT,1:00.0,,Defensive rebound by J. Hart,136,139
1OT,0:55.0,,L. James makes 2-pt jump shot from 3 ft (assist by L. Ball),136,141
1OT,0:55.0,,Shooting foul by P. Mills (drawn by L. James),136,141
1OT,0:55.0,,L. James makes free throw 1 of 1,136,142
1OT,0:51.0,B. Forbes makes 2-pt layup from 2 ft,,138,142
1OT,0:23.0,,K. Kuzma misses 3-pt jump shot from 27 ft,138,142
1OT,0:21.0,Defensive rebound by R. Gay,,138,142
1OT,0:15.0,R. Gay makes 3-pt jump shot from 25 ft (assist by D. DeRozan),,141,142
1OT,0:12.0,,Personal take foul by R. Gay (drawn by L. James),141,142
1OT,0:12.0,,L. James misses free throw 1 of 2,141,142
1OT,0:12.0,,Offensive rebound by Team,141,142
1OT,0:12.0,,L. James misses free throw 2 of 2,141,142
1OT,0:11.0,Defensive rebound by D. DeRozan,,141,142
1OT,0:11.0,San Antonio full timeout,,141,142
1OT,0:07.0,P. Mills makes 2-pt jump shot from 22 ft (assist by L. Aldridge),,143,142
1OT,0:06.0,,LA Lakers full timeout,143,142
1OT,0:02.0,,L. James misses 3-pt jump shot from 25 ft,143,142
1OT,0:01.0,,Offensive rebound by Team,143,142
