QUARTER,TIME_REMAINING,CHICAGO_ACTION,TORONTO_ACTION,CHICAGO_SCORE,TORONTO_SCORE
4,0:53.0,,Defensive rebound by S. Ibaka,82,87
4,0:31.0,,S. Ibaka misses 2-pt jump shot from 20 ft,82,87
4,0:26.0,,Offensive rebound by P. Siakam,82,87
4,0:25.0,,Personal take foul by Z. LaVine (drawn by P. Siakam),82,87
4,0:25.0,,P. Siakam makes free throw 1 of 2,82,88
4,0:25.0,,P. Siakam makes free throw 2 of 2,82,89
4,0:25.0,Chicago full timeout,,82,89
4,0:21.0,W. Carter makes 2-pt dunk at rim (assist by K. Dunn),,84,89
4,0:21.0,,Personal take foul by J. Holiday (drawn by K. Leonard),84,89
4,0:21.0,,K. Leonard makes free throw 1 of 2,84,90
4,0:21.0,,K. Leonard makes free throw 2 of 2,84,91
4,0:13.0,Z. LaVine misses 2-pt layup from 1 ft,,84,91
4,0:13.0,Offensive rebound by W. Carter,,84,91
4,0:13.0,W. Carter makes 2-pt layup at rim,,86,91
4,0:12.0,,Personal take foul by Z. LaVine (drawn by P. Siakam),86,91
4,0:12.0,,P. Siakam makes free throw 1 of 2,86,92
4,0:12.0,,P. Siakam makes free throw 2 of 2,86,93
4,0:05.0,L. Markkanen makes 3-pt jump shot from 26 ft (assist by K. Dunn),,89,93
4,0:03.0,,Personal take foul by Z. LaVine (drawn by K. Leonard),89,93
4,0:03.0,R. Arcidiacono enters the game for Z. LaVine,,89,93
4,0:03.0,,K. Leonard makes free throw 1 of 2,89,94
4,0:03.0,,K. Leonard makes free throw 2 of 2,89,95
4,0:00.0,L. Markkanen misses 3-pt jump shot from 36 ft,,89,95
4,0:00.0,Offensive rebound by Team,,89,95
