QUARTER,TIME_REMAINING,BOSTON_ACTION,MIAMI_ACTION,BOSTON_SCORE,MIAMI_SCORE
4,1:19.0,Personal foul by J. Richardson (drawn by B. Wanamaker),,94,113
4,1:19.0,B. Wanamaker makes free throw 1 of 2,,95,113
4,1:19.0,,R. McGruder enters the game for J. Richardson,95,113
4,1:19.0,,D. Waiters enters the game for D. Wade,95,113
4,1:19.0,B. Wanamaker makes free throw 2 of 2,,96,113
4,0:59.0,,D. Waiters misses 3-pt jump shot from 23 ft,96,113
4,0:56.0,Defensive rebound by S. Ojeleye,,96,113
4,0:52.0,G. Yabusele makes 3-pt jump shot from 26 ft (assist by S. Ojeleye),,99,113
4,0:29.0,,R. McGruder misses 2-pt jump shot from 9 ft,99,113
4,0:27.0,,Offensive rebound by B. Adebayo,99,113
4,0:27.0,,B. Adebayo makes 2-pt dunk at rim,99,115
4,0:18.0,Turnover by B. Wanamaker (bad pass; steal by B. Adebayo),,99,115
