QUARTER,TIME_REMAINING,SAN ANTONIO_ACTION,MEMPHIS_ACTION,SAN ANTONIO_SCORE,MEMPHIS_SCORE
4,5:04.0,B. Forbes makes 3-pt jump shot from 25 ft (assist by P. Mills),,77,88
4,4:54.0,,Shooting foul by M. Belinelli (drawn by K. Anderson),77,88
4,4:54.0,D. White enters the game for D. DeRozan,,77,88
4,4:54.0,,M. Conley enters the game for S. Mack,77,88
4,4:54.0,,K. Anderson makes free throw 1 of 2,77,89
4,4:54.0,,K. Anderson misses free throw 2 of 2,77,89
4,4:51.0,Defensive rebound by B. Forbes,,77,89
4,4:47.0,B. Forbes misses 2-pt layup from 2 ft (block by K. Anderson),,77,89
4,4:43.0,,Defensive rebound by G. Temple,77,89
4,4:29.0,,M. Conley makes 2-pt layup from 3 ft (assist by J. Green),77,91
4,4:25.0,San Antonio full timeout,,77,91
4,4:25.0,D. Cunningham enters the game for L. Aldridge,,77,91
4,4:25.0,D. Eubanks enters the game for M. Belinelli,,77,91
4,4:25.0,P. Gasol enters the game for B. Forbes,,77,91
4,4:25.0,Q. Pondexter enters the game for P. Mills,,77,91
4,4:17.0,Shooting foul by M. Conley (drawn by D. White),,77,91
4,4:17.0,D. White misses free throw 1 of 2,,77,91
4,4:17.0,Offensive rebound by Team,,77,91
4,4:17.0,D. White makes free throw 2 of 2,,78,91
4,4:01.0,,M. Conley misses 2-pt jump shot from 22 ft,78,91
4,3:57.0,Defensive rebound by D. Cunningham,,78,91
4,3:44.0,Turnover by P. Gasol (bad pass; steal by K. Anderson),,78,91
4,3:28.0,,M. Gasol makes 3-pt jump shot from 26 ft (assist by K. Anderson),78,94
4,3:16.0,D. White makes 2-pt jump shot from 18 ft,,80,94
4,2:59.0,,J. Green misses 3-pt jump shot from 25 ft,80,94
4,2:56.0,Defensive rebound by D. Cunningham,,80,94
4,2:51.0,Personal foul by J. Green (drawn by D. White),,80,94
4,2:51.0,D. White makes free throw 1 of 2,,81,94
4,2:51.0,D. White misses free throw 2 of 2,,81,94
4,2:50.0,,Defensive rebound by Team,81,94
4,2:50.0,Loose ball foul by D. Eubanks (drawn by J. Green),,81,94
4,2:34.0,,M. Conley misses 2-pt jump shot from 20 ft,81,94
4,2:31.0,Defensive rebound by D. Cunningham,,81,94
4,2:25.0,P. Gasol makes 2-pt dunk from 1 ft (assist by D. White),,83,94
4,2:05.0,,G. Temple misses 2-pt jump shot from 13 ft,83,94
4,2:02.0,Defensive rebound by D. Eubanks,,83,94
4,1:54.0,D. White makes 3-pt jump shot from 25 ft,,86,94
4,1:53.0,,Memphis full timeout,86,94
4,1:53.0,M. Belinelli enters the game for D. Cunningham,,86,94
4,1:53.0,B. Forbes enters the game for Q. Pondexter,,86,94
4,1:33.0,,G. Temple misses 3-pt jump shot from 24 ft,86,94
4,1:29.0,Defensive rebound by P. Gasol,,86,94
4,1:12.0,Turnover by D. White (bad pass; steal by G. Temple),,86,94
4,0:59.0,,M. Conley makes 2-pt layup at rim,86,96
4,0:51.0,D. Eubanks misses 2-pt jump shot from 5 ft,,86,96
4,0:48.0,,Defensive rebound by M. Gasol,86,96
4,0:27.0,,M. Gasol misses 2-pt jump shot from 22 ft,86,96
4,0:24.0,Defensive rebound by P. Gasol,,86,96
4,0:16.0,B. Forbes misses 3-pt jump shot from 26 ft,,86,96
4,0:12.0,Offensive rebound by P. Gasol,,86,96
4,0:06.0,B. Forbes misses 2-pt jump shot from 12 ft,,86,96
4,0:03.0,,Defensive rebound by M. Gasol,86,96
