QUARTER,TIME_REMAINING,PHILADELPHIA_ACTION,BOSTON_ACTION,PHILADELPHIA_SCORE,BOSTON_SCORE
4,5:44.0,B. Simmons makes free throw 1 of 2,,83,94
4,5:44.0,T. McConnell enters the game for L. Shamet,,83,94
4,5:44.0,B. Simmons misses free throw 2 of 2,,83,94
4,5:41.0,,Defensive rebound by G. Hayward,83,94
4,5:21.0,,G. Hayward misses 3-pt jump shot from 23 ft (block by B. Simmons),83,94
4,5:20.0,,Offensive rebound by Team,83,94
4,5:20.0,,Turnover by Team (shot clock),83,94
4,5:08.0,D. Šarić misses 2-pt layup from 1 ft,,83,94
4,5:06.0,,Defensive rebound by J. Tatum,83,94
4,4:49.0,,K. Irving misses 2-pt jump shot from 17 ft,83,94
4,4:47.0,Defensive rebound by D. Šarić,,83,94
4,4:41.0,J. Redick misses 3-pt jump shot from 26 ft,,83,94
4,4:40.0,,Defensive rebound by G. Hayward,83,94
4,4:31.0,,A. Horford misses 3-pt jump shot from 24 ft,83,94
4,4:28.0,Defensive rebound by J. Embiid,,83,94
4,4:28.0,Personal foul by K. Irving (drawn by J. Embiid),,83,94
4,4:28.0,J. Embiid makes free throw 1 of 2,,84,94
4,4:28.0,L. Shamet enters the game for J. Redick,,84,94
4,4:28.0,,T. Rozier enters the game for K. Irving,84,94
4,4:28.0,J. Embiid makes free throw 2 of 2,,85,94
4,4:05.0,,J. Tatum makes 2-pt jump shot from 19 ft,85,96
4,3:41.0,J. Embiid misses 2-pt layup from 4 ft (block by A. Horford),,85,96
4,3:38.0,,Defensive rebound by M. Smart,85,96
4,3:38.0,,Turnover by M. Smart (bad pass),85,96
4,3:19.0,B. Simmons misses 2-pt jump shot from 5 ft,,85,96
4,3:15.0,,Defensive rebound by T. Rozier,85,96
4,3:07.0,,Personal foul by T. McConnell (drawn by T. Rozier),85,96
4,3:07.0,R. Covington enters the game for T. McConnell,,85,96
4,3:07.0,J. Redick enters the game for L. Shamet,,85,96
4,2:59.0,,T. Rozier makes 3-pt jump shot from 26 ft,85,99
4,2:57.0,Philadelphia full timeout,,85,99
4,2:48.0,D. Šarić misses 3-pt jump shot from 27 ft,,85,99
4,2:47.0,,Defensive rebound by M. Smart,85,99
4,2:34.0,,Personal foul by B. Simmons (drawn by J. Tatum),85,99
4,2:34.0,,J. Tatum misses free throw 1 of 2,85,99
4,2:34.0,,Offensive rebound by Team,85,99
4,2:34.0,,J. Tatum makes free throw 2 of 2,85,100
4,2:21.0,J. Embiid makes 2-pt hook shot from 4 ft,,87,100
4,1:54.0,,G. Hayward misses 2-pt jump shot from 8 ft,87,100
4,1:53.0,Defensive rebound by J. Embiid,,87,100
4,1:47.0,J. Embiid misses 3-pt jump shot from 27 ft,,87,100
4,1:46.0,,Defensive rebound by T. Rozier,87,100
4,1:39.0,,G. Hayward makes 3-pt jump shot from 24 ft (assist by J. Tatum),87,103
4,1:27.0,Personal foul by G. Hayward (drawn by B. Simmons),,87,103
4,1:27.0,B. Simmons misses free throw 1 of 2,,87,103
4,1:27.0,Offensive rebound by Team,,87,103
4,1:27.0,J. Bolden enters the game for R. Covington,,87,103
4,1:27.0,A. Johnson enters the game for J. Embiid,,87,103
4,1:27.0,F. Korkmaz enters the game for J. Redick,,87,103
4,1:27.0,T. McConnell enters the game for D. Šarić,,87,103
4,1:27.0,,S. Ojeleye enters the game for G. Hayward,87,103
4,1:27.0,,D. Theis enters the game for A. Horford,87,103
4,1:27.0,,G. Yabusele enters the game for J. Tatum,87,103
4,1:27.0,B. Simmons misses free throw 2 of 2,,87,103
4,1:27.0,,Defensive rebound by D. Theis,87,103
4,1:10.0,,T. Rozier misses 2-pt jump shot from 20 ft,87,103
4,1:06.0,Defensive rebound by B. Simmons,,87,103
4,1:02.0,B. Simmons misses 2-pt jump shot from 16 ft,,87,103
4,0:59.0,,Defensive rebound by T. Rozier,87,103
4,0:54.0,,Turnover by T. Rozier (bad pass; steal by B. Simmons),87,103
4,0:54.0,L. Shamet enters the game for B. Simmons,,87,103
4,0:54.0,,B. Wanamaker enters the game for M. Smart,87,103
4,0:48.0,L. Shamet misses 3-pt jump shot from 25 ft,,87,103
4,0:46.0,,Defensive rebound by S. Ojeleye,87,103
4,0:38.0,,B. Wanamaker makes 2-pt layup from 1 ft,87,105
4,0:22.0,T. McConnell misses 2-pt jump shot from 7 ft,,87,105
4,0:19.0,,Defensive rebound by B. Wanamaker,87,105
