QUARTER,TIME_REMAINING,SACRAMENTO_ACTION,MEMPHIS_ACTION,SACRAMENTO_SCORE,MEMPHIS_SCORE
4,5:20.0,Turnover by D. Fox (bad pass; steal by G. Temple),,95,103
4,5:13.0,,J. Jackson makes 2-pt dunk at rim (assist by M. Gasol),95,105
4,4:56.0,W. Cauley-Stein makes 2-pt layup from 1 ft (assist by D. Fox),,97,105
4,4:56.0,Shooting foul by J. Jackson (drawn by W. Cauley-Stein),,97,105
4,4:56.0,,K. Anderson enters the game for J. Jackson,97,105
4,4:56.0,W. Cauley-Stein misses free throw 1 of 1,,97,105
4,4:56.0,,Defensive rebound by G. Temple,97,105
4,4:31.0,,M. Gasol misses 3-pt jump shot from 27 ft,97,105
4,4:26.0,Defensive rebound by T. Williams,,97,105
4,4:23.0,T. Williams misses 3-pt jump shot from 27 ft,,97,105
4,4:19.0,,Defensive rebound by K. Anderson,97,105
4,4:07.0,,M. Gasol makes 2-pt layup from 1 ft (assist by S. Mack),97,107
4,4:01.0,Shooting foul by S. Mack (drawn by D. Fox),,97,107
4,4:01.0,D. Fox misses free throw 1 of 2,,97,107
4,4:01.0,Offensive rebound by Team,,97,107
4,4:01.0,D. Fox makes free throw 2 of 2,,98,107
4,3:51.0,,Turnover by S. Mack (lost ball; steal by D. Fox),98,107
4,3:47.0,T. Williams makes 2-pt dunk at rim (assist by D. Fox),,100,107
4,3:29.0,,Personal foul by I. Shumpert (drawn by M. Gasol),100,107
4,3:29.0,N. Bjelica enters the game for M. Bagley,,100,107
4,3:16.0,,M. Conley misses 2-pt jump shot from 19 ft,100,107
4,3:14.0,Defensive rebound by W. Cauley-Stein,,100,107
4,3:12.0,Sacramento full timeout,,100,107
4,3:06.0,D. Fox misses 3-pt jump shot from 26 ft,,100,107
4,3:02.0,,Defensive rebound by M. Gasol,100,107
4,2:42.0,,K. Anderson misses 2-pt layup from 5 ft,100,107
4,2:38.0,Defensive rebound by T. Williams,,100,107
4,2:32.0,I. Shumpert misses 3-pt jump shot from 26 ft,,100,107
4,2:28.0,Offensive rebound by W. Cauley-Stein,,100,107
4,2:24.0,Shooting foul by G. Temple (drawn by D. Fox),,100,107
4,2:24.0,D. Fox makes free throw 1 of 2,,101,107
4,2:24.0,D. Fox makes free throw 2 of 2,,102,107
4,2:07.0,,S. Mack misses 3-pt jump shot from 27 ft,102,107
4,2:04.0,Defensive rebound by T. Williams,,102,107
4,1:55.0,D. Fox makes 2-pt jump shot from 21 ft,,104,107
4,1:41.0,,M. Gasol makes 2-pt layup from 1 ft (assist by M. Conley),104,109
4,1:41.0,,Shooting foul by W. Cauley-Stein (drawn by M. Gasol),104,109
4,1:41.0,,M. Gasol makes free throw 1 of 1,104,110
4,1:28.0,D. Fox misses 3-pt jump shot from 26 ft,,104,110
4,1:25.0,Offensive rebound by W. Cauley-Stein,,104,110
4,1:16.0,I. Shumpert misses 2-pt jump shot from 20 ft,,104,110
4,1:12.0,,Defensive rebound by M. Gasol,104,110
4,0:56.0,,Turnover by M. Conley (lost ball; steal by W. Cauley-Stein),104,110
4,0:52.0,Turnover by T. Williams (step out of bounds),,104,110
4,0:34.0,,Shooting foul by I. Shumpert (drawn by M. Gasol),104,110
4,0:34.0,B. Hield enters the game for I. Shumpert,,104,110
4,0:34.0,,M. Gasol makes free throw 1 of 2,104,111
4,0:34.0,,M. Gasol makes free throw 2 of 2,104,112
4,0:24.0,Turnover by D. Fox (lost ball; steal by S. Mack),,104,112
4,0:00.0,,Turnover by Team (shot clock),104,112
