QUARTER,TIME_REMAINING,GOLDEN STATE_ACTION,UTAH_ACTION,GOLDEN STATE_SCORE,UTAH_SCORE
4,4:54.0,,J. Ingles makes 2-pt layup from 2 ft,114,115
4,4:41.0,S. Curry misses 3-pt jump shot from 25 ft,,114,115
4,4:39.0,,Defensive rebound by R. Gobert,114,115
4,4:28.0,,Personal foul by D. Green (drawn by J. Ingles),114,115
4,4:21.0,,R. Gobert misses 2-pt dunk from 2 ft (block by K. Durant),114,115
4,4:18.0,Defensive rebound by K. Thompson,,114,115
4,4:15.0,Shooting foul by J. Crowder (drawn by K. Durant),,114,115
4,4:15.0,K. Durant makes free throw 1 of 2,,115,115
4,4:15.0,K. Durant makes free throw 2 of 2,,116,115
4,4:04.0,,Personal foul by D. Green (drawn by R. Gobert),116,115
4,3:51.0,,R. Rubio makes 3-pt jump shot from 26 ft (assist by J. Ingles),116,118
4,3:36.0,K. Durant misses 2-pt jump shot from 19 ft,,116,118
4,3:32.0,,Defensive rebound by R. Gobert,116,118
4,3:21.0,,J. Ingles makes 3-pt jump shot from 25 ft,116,121
4,3:19.0,Golden State full timeout,,116,121
4,3:19.0,D. Jones enters the game for J. Jerebko,,116,121
4,3:02.0,D. Green makes 3-pt jump shot from 25 ft (assist by K. Durant),,119,121
4,2:40.0,,D. Mitchell misses 2-pt jump shot from 7 ft,119,121
4,2:38.0,Defensive rebound by D. Jones,,119,121
4,2:25.0,Turnover by D. Green (bad pass; steal by D. Mitchell),,119,121
4,2:00.0,,D. Mitchell misses 3-pt jump shot from 25 ft (block by K. Thompson),119,121
4,2:00.0,,Offensive rebound by D. Mitchell,119,121
4,2:00.0,,Turnover by Team (shot clock),119,121
4,1:45.0,S. Curry makes 3-pt jump shot from 25 ft (assist by K. Durant),,122,121
4,1:29.0,,D. Mitchell misses 2-pt layup from 4 ft,122,121
4,1:29.0,,Offensive rebound by Team,122,121
4,1:29.0,,Loose ball foul by R. Gobert (drawn by D. Jones),122,121
4,1:29.0,,Turnover by R. Gobert (turnover),122,121
4,1:08.0,K. Durant misses 2-pt jump shot from 23 ft,,122,121
4,1:04.0,,Defensive rebound by J. Crowder,122,121
4,0:53.0,,J. Ingles misses 3-pt jump shot from 24 ft,122,121
4,0:51.0,,Offensive rebound by J. Crowder,122,121
4,0:51.0,,J. Crowder makes 2-pt layup from 2 ft,122,123
4,0:37.0,D. Green misses 2-pt layup from 3 ft,,122,123
4,0:35.0,Offensive rebound by D. Green,,122,123
4,0:32.0,Golden State full timeout,,122,123
4,0:32.0,J. Jerebko enters the game for D. Jones,,122,123
4,0:29.0,S. Curry misses 2-pt layup from 3 ft,,122,123
4,0:25.0,,Defensive rebound by R. Rubio,122,123
4,0:07.0,,D. Mitchell misses 2-pt jump shot from 23 ft,122,123
4,0:06.0,Defensive rebound by J. Jerebko,,122,123
4,0:06.0,Golden State full timeout,,122,123
4,0:02.0,K. Durant misses 2-pt jump shot from 14 ft,,122,123
4,0:02.0,Offensive rebound by J. Jerebko,,122,123
4,0:00.0,J. Jerebko makes 2-pt layup from 1 ft,,124,123
4,0:00.0,,Utah full timeout,124,123
4,0:00.0,D. Jones enters the game for S. Curry,,124,123
4,0:00.0,S. Livingston enters the game for J. Jerebko,,124,123
4,0:00.0,,D. Mitchell misses 3-pt jump shot from 23 ft,124,123
4,0:00.0,,Offensive rebound by Team,124,123
