QUARTER,TIME_REMAINING,DETROIT_ACTION,MIAMI_ACTION,DETROIT_SCORE,MIAMI_SCORE
4,2:27.0,,Turnover by R. Anderson (lost ball; steal by S. Mykhailiuk),70,104
4,2:21.0,S. Mykhailiuk misses 2-pt layup from 1 ft (block by D. Waiters),,70,104
4,2:19.0,Offensive rebound by S. Mykhailiuk,,70,104
4,2:15.0,Z. Pachulia misses 2-pt layup from 2 ft,,70,104
4,2:14.0,Offensive rebound by Z. Pachulia,,70,104
4,2:13.0,Z. Pachulia misses 2-pt layup from 2 ft,,70,104
4,2:12.0,,Defensive rebound by U. Haslem,70,104
4,1:50.0,,D. Waiters misses 3-pt jump shot from 23 ft,70,104
4,1:48.0,Defensive rebound by Z. Pachulia,,70,104
4,1:44.0,Z. Pachulia makes 2-pt layup from 2 ft (assist by K. Thomas),,72,104
4,1:28.0,,R. McGruder makes 2-pt layup from 1 ft,72,106
4,1:13.0,Violation by Team (kicked ball),,72,106
4,1:02.0,,U. Haslem misses 3-pt jump shot from 25 ft,72,106
4,1:02.0,Defensive rebound by Z. Pachulia,,72,106
4,0:51.0,K. Thomas makes 2-pt jump shot from 14 ft,,74,106
4,0:36.0,,Turnover by R. McGruder (bad pass; steal by G. Robinson),74,106
4,0:33.0,Turnover by G. Robinson (lost ball; steal by D. Jones),,74,106
4,0:32.0,,Personal foul by G. Robinson (drawn by D. Jones),74,106
4,0:08.0,,D. Waiters misses 2-pt jump shot from 20 ft,74,106
4,0:05.0,,Offensive rebound by D. Jones,74,106
4,0:05.0,,D. Jones makes 2-pt layup from 1 ft,74,108
4,0:04.0,K. Thomas misses 3-pt jump shot from 24 ft,,74,108
4,0:03.0,,Defensive rebound by D. Waiters,74,108
