QUARTER,TIME_REMAINING,MILWAUKEE_ACTION,BOSTON_ACTION,MILWAUKEE_SCORE,BOSTON_SCORE
4,7:20.0,,G. Hayward makes free throw 2 of 2,106,92
4,7:04.0,G. Hill misses 2-pt layup from 2 ft,,106,92
4,7:02.0,,Defensive rebound by K. Irving,106,92
4,6:59.0,,Shooting foul by P. Connaughton (drawn by K. Irving),106,92
4,6:59.0,,K. Irving makes free throw 1 of 2,106,93
4,6:59.0,,K. Irving makes free throw 2 of 2,106,94
4,6:40.0,G. Antetokounmpo misses 2-pt hook shot from 7 ft,,106,94
4,6:38.0,,Defensive rebound by S. Ojeleye,106,94
4,6:30.0,,Offensive foul by S. Ojeleye (drawn by G. Antetokounmpo),106,94
4,6:30.0,,Turnover by S. Ojeleye (offensive foul),106,94
4,6:12.0,K. Middleton makes 3-pt jump shot from 26 ft,,109,94
4,6:01.0,,Turnover by K. Irving (lost ball; steal by K. Middleton),109,94
4,5:56.0,G. Hill makes 2-pt layup from 1 ft (assist by K. Middleton),,111,94
4,5:42.0,,G. Hayward makes 3-pt jump shot from 26 ft (assist by K. Irving),111,97
4,5:33.0,Milwaukee full timeout,,111,97
4,5:17.0,P. Connaughton misses 3-pt jump shot from 25 ft,,111,97
4,5:15.0,,Defensive rebound by M. Morris,111,97
4,5:02.0,,S. Ojeleye misses 2-pt layup from 2 ft,111,97
4,5:00.0,Defensive rebound by G. Antetokounmpo,,111,97
4,4:51.0,G. Antetokounmpo makes 2-pt layup from 2 ft,,113,97
4,4:51.0,Shooting foul by K. Irving (drawn by G. Antetokounmpo),,113,97
4,4:51.0,E. Bledsoe enters the game for K. Middleton,,113,97
4,4:51.0,B. Lopez enters the game for N. Mirotić,,113,97
4,4:51.0,,J. Brown enters the game for M. Morris,113,97
4,4:51.0,,A. Horford enters the game for S. Ojeleye,113,97
4,4:51.0,G. Antetokounmpo makes free throw 1 of 1,,114,97
4,4:39.0,,Shooting foul by B. Lopez (drawn by J. Tatum),114,97
4,4:39.0,,J. Tatum makes free throw 1 of 2,114,98
4,4:39.0,,J. Tatum makes free throw 2 of 2,114,99
4,4:23.0,G. Antetokounmpo misses 3-pt jump shot from 27 ft,,114,99
4,4:21.0,,Defensive rebound by J. Brown,114,99
4,4:17.0,,Personal foul by G. Antetokounmpo (drawn by J. Tatum),114,99
4,4:17.0,K. Middleton enters the game for G. Antetokounmpo,,114,99
4,4:08.0,,Personal foul by G. Hill (drawn by A. Horford),114,99
4,4:08.0,,A. Horford makes free throw 1 of 2,114,100
4,4:08.0,,A. Horford makes free throw 2 of 2,114,101
4,3:49.0,K. Middleton makes 2-pt jump shot from 12 ft,,116,101
4,3:37.0,,Turnover by J. Tatum (bad pass; steal by P. Connaughton),116,101
4,3:33.0,P. Connaughton misses 2-pt layup from 1 ft,,116,101
4,3:32.0,,Defensive rebound by G. Hayward,116,101
4,3:25.0,,Personal foul by B. Lopez (drawn by G. Hayward),116,101
4,3:25.0,,G. Hayward makes free throw 1 of 2,116,102
4,3:25.0,,G. Hayward makes free throw 2 of 2,116,103
4,3:09.0,E. Bledsoe misses 2-pt jump shot from 22 ft,,116,103
4,3:08.0,Offensive rebound by G. Hill,,116,103
4,3:03.0,G. Hill makes 2-pt layup from 1 ft,,118,103
4,2:46.0,,Personal foul by B. Lopez (drawn by A. Horford),118,103
4,2:46.0,,A. Horford makes free throw 1 of 2,118,104
4,2:46.0,G. Antetokounmpo enters the game for B. Lopez,,118,104
4,2:46.0,,A. Horford makes free throw 2 of 2,118,105
4,2:38.0,Turnover by E. Bledsoe (bad pass; steal by J. Tatum),,118,105
4,2:34.0,,K. Irving misses 2-pt layup from 1 ft (block by G. Antetokounmpo),118,105
4,2:32.0,,Offensive rebound by J. Tatum,118,105
4,2:22.0,,J. Tatum misses 3-pt jump shot from 23 ft,118,105
4,2:20.0,Defensive rebound by P. Connaughton,,118,105
4,2:04.0,K. Middleton misses 3-pt jump shot from 29 ft,,118,105
4,2:02.0,,Defensive rebound by J. Brown,118,105
4,1:58.0,,J. Brown makes 2-pt layup at rim,118,107
4,1:47.0,P. Connaughton misses 3-pt jump shot from 23 ft,,118,107
4,1:46.0,Offensive rebound by G. Hill,,118,107
4,1:45.0,G. Hill misses 2-pt layup at rim,,118,107
4,1:43.0,,Defensive rebound by A. Horford,118,107
4,1:36.0,,Shooting foul by G. Antetokounmpo (drawn by J. Tatum),118,107
4,1:36.0,,J. Tatum makes free throw 1 of 2,118,108
4,1:36.0,Milwaukee full timeout,,118,108
4,1:36.0,N. Mirotić enters the game for P. Connaughton,,118,108
4,1:36.0,,J. Tatum makes free throw 2 of 2,118,109
4,1:25.0,Turnover by G. Antetokounmpo (bad pass; steal by J. Tatum),,118,109
4,1:22.0,,J. Tatum misses 2-pt layup from 1 ft,118,109
4,1:21.0,,Offensive rebound by A. Horford,118,109
4,1:20.0,,Shooting foul by K. Middleton (drawn by A. Horford),118,109
4,1:20.0,,A. Horford makes free throw 1 of 2,118,110
4,1:20.0,,A. Horford makes free throw 2 of 2,118,111
4,1:08.0,E. Bledsoe makes 2-pt layup from 2 ft (assist by G. Hill),,120,111
4,0:56.0,,G. Hayward misses 2-pt jump shot from 18 ft,120,111
4,0:54.0,Defensive rebound by G. Antetokounmpo,,120,111
4,0:36.0,Shooting foul by A. Horford (drawn by K. Middleton),,120,111
4,0:36.0,K. Middleton misses free throw 1 of 2,,120,111
4,0:36.0,Offensive rebound by Team,,120,111
4,0:36.0,K. Middleton makes free throw 2 of 2,,121,111
4,0:27.0,,K. Irving makes 2-pt layup from 1 ft,121,113
4,0:20.0,Personal take foul by J. Brown (drawn by E. Bledsoe),,121,113
4,0:20.0,,M. Morris enters the game for J. Brown,121,113
4,0:20.0,Offensive rebound by Team,,121,113
4,0:20.0,E. Bledsoe misses free throw 1 of 2,,121,113
4,0:20.0,E. Bledsoe misses free throw 2 of 2,,121,113
4,0:20.0,,Defensive rebound by J. Tatum,121,113
4,0:20.0,,Boston full timeout,121,113
4,0:20.0,P. Connaughton enters the game for N. Mirotić,,121,113
4,0:16.0,,K. Irving misses 3-pt jump shot from 24 ft,121,113
4,0:13.0,,Offensive rebound by J. Tatum,121,113
4,0:10.0,,A. Horford makes 3-pt jump shot from 26 ft (assist by K. Irving),121,116
4,0:06.0,Personal take foul by G. Hayward (drawn by G. Antetokounmpo),,121,116
4,0:06.0,G. Antetokounmpo makes free throw 1 of 2,,122,116
4,0:06.0,G. Antetokounmpo makes free throw 2 of 2,,123,116
4,0:01.0,,M. Morris misses 3-pt jump shot from 26 ft,123,116
4,0:00.0,,Offensive rebound by Team,123,116
