QUARTER,TIME_REMAINING,NEW YORK_ACTION,INDIANA_ACTION,NEW YORK_SCORE,INDIANA_SCORE
4,3:12.0,Turnover by D. Smith (offensive foul),,88,99
4,2:54.0,,B. Bogdanović misses 2-pt layup from 2 ft (block by E. Mudiay),88,99
4,2:54.0,,Offensive rebound by Team,88,99
4,2:53.0,,B. Bogdanović misses 3-pt jump shot from 24 ft,88,99
4,2:50.0,Defensive rebound by D. Jordan,,88,99
4,2:46.0,D. Dotson makes 3-pt jump shot from 26 ft (assist by E. Mudiay),,91,99
4,2:31.0,,M. Turner misses 2-pt jump shot from 20 ft,91,99
4,2:28.0,Defensive rebound by D. Smith,,91,99
4,2:17.0,Shooting foul by B. Bogdanović (drawn by E. Mudiay),,91,99
4,2:17.0,E. Mudiay makes free throw 1 of 2,,92,99
4,2:17.0,E. Mudiay makes free throw 2 of 2,,93,99
4,2:02.0,,M. Turner misses 2-pt jump shot from 20 ft,93,99
4,1:56.0,Defensive rebound by E. Mudiay,,93,99
4,1:43.0,D. Dotson misses 3-pt jump shot from 27 ft,,93,99
4,1:40.0,,Defensive rebound by B. Bogdanović,93,99
4,1:21.0,,D. Collison misses 2-pt jump shot from 3 ft,93,99
4,1:20.0,,Offensive rebound by D. Collison,93,99
4,1:19.0,,W. Matthews misses 3-pt jump shot from 23 ft,93,99
4,1:16.0,Defensive rebound by D. Jordan,,93,99
4,1:10.0,New York full timeout,,93,99
4,1:02.0,N. Vonleh misses 3-pt jump shot from 27 ft,,93,99
4,0:59.0,,Defensive rebound by D. Collison,93,99
4,0:46.0,,D. Collison misses 2-pt layup from 1 ft,93,99
4,0:44.0,Defensive rebound by D. Dotson,,93,99
4,0:41.0,Shooting foul by W. Matthews (drawn by D. Dotson),,93,99
4,0:41.0,D. Dotson makes free throw 1 of 2,,94,99
4,0:41.0,D. Dotson makes free throw 2 of 2,,95,99
4,0:41.0,,Indiana full timeout,95,99
4,0:24.0,,D. Collison makes 2-pt jump shot from 16 ft,95,101
4,0:24.0,New York full timeout,,95,101
4,0:19.0,E. Mudiay makes 3-pt jump shot from 28 ft (assist by N. Vonleh),,98,101
4,0:19.0,,Indiana full timeout,98,101
4,0:19.0,,D. McDermott enters the game for T. Young,98,101
4,0:16.0,,Personal take foul by N. Vonleh (drawn by D. Collison),98,101
4,0:16.0,,D. Collison makes free throw 1 of 2,98,102
4,0:16.0,,T. Young enters the game for D. McDermott,98,102
4,0:16.0,,D. Collison makes free throw 2 of 2,98,103
4,0:09.0,D. Dotson misses 3-pt jump shot from 30 ft,,98,103
4,0:06.0,,Defensive rebound by D. Collison,98,103
