QUARTER,TIME_REMAINING,NEW YORK_ACTION,BOSTON_ACTION,NEW YORK_SCORE,BOSTON_SCORE
4,4:45.0,Turnover by T. Hardaway (bad pass),,97,111
4,4:45.0,,M. Smart enters the game for J. Brown,97,111
4,4:32.0,,T. Rozier makes 3-pt jump shot from 26 ft (assist by M. Smart),97,114
4,4:30.0,New York full timeout,,97,114
4,4:13.0,D. Dotson misses 2-pt jump shot from 19 ft,,97,114
4,4:10.0,,Defensive rebound by A. Horford,97,114
4,3:56.0,,M. Smart misses 3-pt jump shot from 26 ft,97,114
4,3:51.0,Defensive rebound by D. Dotson,,97,114
4,3:49.0,Turnover by D. Dotson (bad pass; steal by T. Rozier),,97,114
4,3:40.0,,M. Morris makes 2-pt layup from 1 ft (assist by M. Smart),97,116
4,3:34.0,Personal foul by T. Rozier (drawn by T. Hardaway),,97,116
4,3:34.0,K. Knox enters the game for N. Vonleh,,97,116
4,3:34.0,,J. Brown enters the game for A. Horford,97,116
4,3:34.0,,D. Theis enters the game for K. Irving,97,116
4,3:28.0,T. Hardaway misses 3-pt jump shot from 26 ft,,97,116
4,3:24.0,,Defensive rebound by J. Brown,97,116
4,3:11.0,,D. Theis makes 2-pt layup from 2 ft (assist by J. Brown),97,118
4,3:00.0,D. Dotson misses 3-pt jump shot from 25 ft,,97,118
4,3:00.0,,Defensive rebound by T. Rozier,97,118
4,2:43.0,,J. Brown makes 2-pt layup from 4 ft,97,120
4,2:43.0,Violation by Team (def goaltending),,97,120
4,2:43.0,,Shooting foul by T. Hardaway (drawn by J. Brown),97,120
4,2:43.0,L. Kornet enters the game for T. Hardaway,,97,120
4,2:43.0,A. Trier enters the game for E. Mudiay,,97,120
4,2:43.0,,S. Ojeleye enters the game for M. Morris,97,120
4,2:43.0,,B. Wanamaker enters the game for M. Smart,97,120
4,2:43.0,,G. Yabusele enters the game for D. Theis,97,120
4,2:43.0,,J. Brown misses free throw 1 of 1,97,120
4,2:43.0,Defensive rebound by L. Kornet,,97,120
4,2:25.0,K. Knox makes 2-pt jump shot from 20 ft (assist by A. Trier),,99,120
4,2:05.0,,J. Brown misses 3-pt jump shot from 27 ft,99,120
4,2:05.0,Defensive rebound by K. Knox,,99,120
4,1:57.0,Turnover by K. Knox (bad pass; steal by G. Yabusele),,99,120
4,1:49.0,,J. Brown makes 2-pt layup from 1 ft,99,122
4,1:39.0,L. Kornet misses 3-pt jump shot from 27 ft,,99,122
4,1:35.0,,Defensive rebound by T. Rozier,99,122
4,1:24.0,,B. Wanamaker makes 3-pt jump shot from 27 ft (assist by T. Rozier),99,125
4,1:13.0,D. Dotson misses 2-pt layup from 3 ft,,99,125
4,1:11.0,,Defensive rebound by B. Wanamaker,99,125
4,1:04.0,,S. Ojeleye misses 3-pt jump shot from 23 ft (block by L. Kornet),99,125
4,1:02.0,Defensive rebound by M. Robinson,,99,125
4,1:02.0,Personal foul by J. Brown (drawn by A. Trier),,99,125
4,0:52.0,A. Trier misses 2-pt jump shot from 11 ft,,99,125
4,0:49.0,Offensive rebound by M. Robinson,,99,125
4,0:47.0,Personal foul by T. Rozier (drawn by D. Dotson),,99,125
4,0:47.0,D. Dotson misses free throw 1 of 2,,99,125
4,0:47.0,Offensive rebound by Team,,99,125
4,0:47.0,D. Dotson makes free throw 2 of 2,,100,125
4,0:32.0,,S. Ojeleye makes 3-pt jump shot from 23 ft (assist by T. Rozier),100,128
4,0:13.0,D. Dotson misses 3-pt jump shot from 26 ft,,100,128
4,0:09.0,Offensive rebound by M. Robinson,,100,128
4,0:08.0,K. Knox misses 3-pt jump shot from 26 ft,,100,128
4,0:05.0,,Defensive rebound by J. Brown,100,128
