QUARTER,TIME_REMAINING,WASHINGTON_ACTION,ATLANTA_ACTION,WASHINGTON_SCORE,ATLANTA_SCORE
4,9:53.0,,J. Collins misses 2-pt jump shot from 12 ft,86,89
4,9:52.0,,Offensive rebound by Team,86,89
4,9:46.0,,J. Lin makes 2-pt layup from 1 ft (assist by D. Dedmon),86,91
4,9:32.0,T. Ariza makes 2-pt jump shot from 16 ft (assist by J. Wall),,88,91
4,9:21.0,,J. Collins misses 2-pt layup from 1 ft,88,91
4,9:18.0,Defensive rebound by I. Mahinmi,,88,91
4,9:14.0,T. Ariza misses 3-pt jump shot from 24 ft,,88,91
4,9:09.0,,Defensive rebound by Team,88,91
4,8:58.0,,D. Bembry misses 2-pt layup from 2 ft,88,91
4,8:57.0,,Offensive rebound by J. Collins,88,91
4,8:57.0,,J. Collins makes 2-pt layup from 1 ft,88,93
4,8:57.0,,Shooting foul by T. Satoranský (drawn by J. Collins),88,93
4,8:57.0,,J. Collins misses free throw 1 of 1,88,93
4,8:55.0,Defensive rebound by I. Mahinmi,,88,93
4,8:39.0,Personal foul by J. Lin (drawn by T. Satoranský),,88,93
4,8:30.0,J. Wall misses 3-pt jump shot from 25 ft,,88,93
4,8:26.0,,Defensive rebound by D. Dedmon,88,93
4,8:22.0,,J. Lin misses 3-pt jump shot from 26 ft,88,93
4,8:19.0,,Offensive rebound by J. Collins,88,93
4,8:15.0,,J. Collins makes 2-pt dunk from 1 ft (assist by K. Bazemore),88,95
4,8:15.0,Washington full timeout,,88,95
4,8:15.0,B. Beal enters the game for T. Ariza,,88,95
4,8:15.0,J. Green enters the game for S. Dekker,,88,95
4,8:15.0,M. Morris enters the game for I. Mahinmi,,88,95
4,8:15.0,,K. Huerter enters the game for D. Bembry,88,95
4,7:54.0,J. Wall makes 2-pt layup from 1 ft,,90,95
4,7:38.0,,J. Lin makes 2-pt layup from 1 ft,90,97
4,7:18.0,J. Wall misses 3-pt jump shot from 25 ft,,90,97
4,7:14.0,,Defensive rebound by J. Collins,90,97
4,7:01.0,,D. Dedmon makes 2-pt dunk from 1 ft (assist by J. Lin),90,99
4,6:51.0,Personal foul by K. Bazemore (drawn by B. Beal),,90,99
4,6:51.0,,V. Carter enters the game for J. Collins,90,99
4,6:48.0,T. Satoranský makes 3-pt jump shot from 24 ft (assist by J. Green),,93,99
4,6:33.0,,J. Lin makes 2-pt layup from 1 ft,93,101
4,6:24.0,Offensive foul by J. Wall (drawn by J. Lin),,93,101
4,6:24.0,Turnover by J. Wall (offensive foul),,93,101
4,6:16.0,,J. Lin makes 2-pt jump shot from 17 ft,93,103
4,6:05.0,Personal foul by J. Lin (drawn by J. Wall),,93,103
4,6:05.0,T. Ariza enters the game for T. Satoranský,,93,103
4,6:00.0,B. Beal makes 2-pt dunk from 1 ft (assist by J. Wall),,95,103
4,5:48.0,,J. Lin makes 2-pt layup from 1 ft,95,105
4,5:24.0,T. Ariza misses 3-pt jump shot from 23 ft,,95,105
4,5:20.0,,Defensive rebound by K. Bazemore,95,105
4,5:17.0,,K. Huerter makes 3-pt jump shot from 22 ft (assist by K. Bazemore),95,108
4,5:16.0,Washington full timeout,,95,108
4,5:16.0,,D. Bembry enters the game for K. Bazemore,95,108
4,5:16.0,,J. Collins enters the game for V. Carter,95,108
4,5:16.0,,A. Len enters the game for D. Dedmon,95,108
4,5:02.0,J. Wall makes 3-pt jump shot from 25 ft (assist by B. Beal),,98,108
4,4:42.0,,J. Collins misses 2-pt hook shot from 8 ft,98,108
4,4:39.0,Defensive rebound by T. Ariza,,98,108
4,4:34.0,M. Morris misses 3-pt jump shot from 25 ft,,98,108
4,4:30.0,,Defensive rebound by J. Lin,98,108
4,4:16.0,,J. Lin makes 2-pt layup from 1 ft (assist by A. Len),98,110
4,3:59.0,Turnover by J. Wall (bad pass),,98,110
4,3:39.0,,K. Huerter makes 3-pt jump shot from 29 ft (assist by J. Lin),98,113
4,3:24.0,Shooting foul by K. Huerter (drawn by T. Ariza),,98,113
4,3:24.0,T. Ariza makes free throw 1 of 3,,99,113
4,3:24.0,T. Ariza makes free throw 2 of 3,,100,113
4,3:24.0,T. Ariza makes free throw 3 of 3,,101,113
4,3:14.0,,Personal foul by B. Beal (drawn by J. Lin),101,113
4,3:07.0,,Personal foul by T. Ariza (drawn by J. Lin),101,113
4,2:58.0,,J. Collins makes 2-pt jump shot from 4 ft,101,115
4,2:58.0,,Shooting foul by M. Morris (drawn by J. Collins),101,115
4,2:58.0,T. Satoranský enters the game for M. Morris,,101,115
4,2:58.0,,J. Collins makes free throw 1 of 1,101,116
4,2:46.0,J. Wall misses 3-pt jump shot from 26 ft,,101,116
4,2:43.0,,Defensive rebound by A. Len,101,116
4,2:31.0,,Turnover by J. Lin (bad pass; steal by T. Ariza),101,116
4,2:24.0,J. Green misses 3-pt jump shot from 26 ft,,101,116
4,2:22.0,,Defensive rebound by Team,101,116
4,2:05.0,,J. Lin misses 2-pt jump shot from 13 ft,101,116
4,2:02.0,Defensive rebound by B. Beal,,101,116
4,1:57.0,T. Ariza makes 3-pt jump shot from 22 ft (assist by B. Beal),,104,116
4,1:45.0,,Atlanta full timeout,104,116
4,1:45.0,,K. Bazemore enters the game for D. Bembry,104,116
4,1:45.0,,D. Dedmon enters the game for A. Len,104,116
4,1:45.0,,T. Young enters the game for J. Lin,104,116
4,1:38.0,,T. Young misses 2-pt layup from 2 ft,104,116
4,1:37.0,Defensive rebound by Team,,104,116
4,1:30.0,T. Satoranský makes 2-pt layup from 1 ft (assist by T. Ariza),,106,116
4,1:20.0,,Turnover by K. Bazemore (bad pass),106,116
4,1:20.0,,D. Bembry enters the game for K. Huerter,106,116
4,1:13.0,T. Ariza makes 3-pt jump shot from 26 ft (assist by J. Wall),,109,116
4,1:12.0,,Atlanta full timeout,109,116
4,1:12.0,,K. Huerter enters the game for K. Bazemore,109,116
4,1:12.0,,J. Lin enters the game for D. Bembry,109,116
4,0:51.0,,T. Young makes 2-pt jump shot from 7 ft,109,118
4,0:43.0,J. Green misses 3-pt jump shot from 24 ft,,109,118
4,0:40.0,,Defensive rebound by J. Collins,109,118
4,0:28.0,,Turnover by K. Huerter (bad pass; steal by T. Satoranský),109,118
4,0:28.0,Personal foul by K. Huerter (drawn by T. Satoranský),,109,118
4,0:28.0,T. Satoranský makes free throw 1 of 2,,110,118
4,0:28.0,,V. Carter enters the game for J. Collins,110,118
4,0:28.0,T. Satoranský misses free throw 2 of 2,,110,118
4,0:25.0,Offensive rebound by T. Ariza,,110,118
4,0:25.0,T. Ariza misses 2-pt layup from 1 ft,,110,118
4,0:24.0,,Defensive rebound by D. Dedmon,110,118
4,0:01.0,,Turnover by Team (shot clock),110,118
4,0:01.0,J. Green misses 3-pt jump shot from 33 ft,,110,118
4,0:00.0,Offensive rebound by Team,,110,118
