QUARTER,TIME_REMAINING,CHICAGO_ACTION,DETROIT_ACTION,CHICAGO_SCORE,DETROIT_SCORE
4,3:05.0,Defensive rebound by C. Hutchison,,80,98
4,2:44.0,C. Felício makes 2-pt layup from 2 ft (assist by C. Payne),,82,98
4,2:43.0,,Turnover by R. Bullock (bad pass; steal by S. Harrison),82,98
4,2:23.0,A. Blakeney misses 2-pt jump shot from 10 ft,,82,98
4,2:20.0,,Defensive rebound by A. Drummond,82,98
4,2:16.0,,I. Smith makes 3-pt jump shot from 29 ft (assist by R. Bullock),82,101
4,2:03.0,C. Payne misses 2-pt layup from 1 ft,,82,101
4,2:00.0,,Defensive rebound by A. Drummond,82,101
4,1:57.0,,S. Johnson misses 3-pt jump shot from 24 ft,82,101
4,1:52.0,Defensive rebound by C. Felício,,82,101
4,1:43.0,C. Felício misses 2-pt layup from 1 ft,,82,101
4,1:40.0,,Defensive rebound by S. Johnson,82,101
4,1:38.0,,A. Drummond makes 2-pt layup from 1 ft (assist by S. Johnson),82,103
4,1:33.0,Personal take foul by B. Brown (drawn by C. Payne),,82,103
4,1:33.0,C. Payne makes free throw 1 of 2,,83,103
4,1:33.0,,Z. Pachulia enters the game for R. Bullock,83,103
4,1:33.0,,K. Thomas enters the game for A. Drummond,83,103
4,1:33.0,C. Payne makes free throw 2 of 2,,84,103
4,1:14.0,,K. Thomas makes 2-pt layup from 1 ft (assist by Z. Pachulia),84,105
4,0:53.0,Turnover by C. Felício (lost ball; steal by Z. Pachulia),,84,105
4,0:49.0,,Shooting foul by C. Hutchison (drawn by S. Johnson),84,105
4,0:49.0,,S. Johnson makes free throw 1 of 2,84,106
4,0:49.0,,S. Johnson makes free throw 2 of 2,84,107
4,0:40.0,A. Blakeney misses 3-pt jump shot from 28 ft,,84,107
4,0:37.0,Offensive rebound by C. Payne,,84,107
4,0:29.0,S. Harrison misses 2-pt jump shot from 13 ft,,84,107
4,0:29.0,Offensive rebound by C. Felício,,84,107
4,0:29.0,C. Felício makes 2-pt layup at rim,,86,107
4,0:09.0,,I. Smith misses 3-pt jump shot from 27 ft,86,107
4,0:03.0,Defensive rebound by C. Felício,,86,107
4,0:00.0,A. Blakeney makes 2-pt layup from 2 ft,,88,107
