QUARTER,TIME_REMAINING,CLEVELAND_ACTION,BOSTON_ACTION,CLEVELAND_SCORE,BOSTON_SCORE
4,3:29.0,,T. Rozier misses 2-pt dunk from 2 ft,97,114
4,3:27.0,Defensive rebound by C. Sexton,,97,114
4,3:21.0,C. Sexton makes 2-pt jump shot from 5 ft,,99,114
4,3:07.0,,B. Wanamaker misses 3-pt jump shot from 25 ft,99,114
4,3:05.0,Defensive rebound by C. Osman,,99,114
4,2:56.0,A. Burks misses 2-pt jump shot from 9 ft,,99,114
4,2:54.0,,Defensive rebound by G. Yabusele,99,114
4,2:47.0,,G. Hayward makes 2-pt layup from 3 ft,99,116
4,2:43.0,Cleveland full timeout,,99,116
4,2:43.0,D. Adel enters the game for A. Burks,,99,116
4,2:43.0,J. Blossomgame enters the game for R. Hood,,99,116
4,2:43.0,,S. Ojeleye enters the game for G. Hayward,99,116
4,2:43.0,,D. Theis enters the game for T. Rozier,99,116
4,2:30.0,A. Žižić misses 2-pt hook shot from 6 ft (block by R. Williams),,99,116
4,2:26.0,Offensive rebound by C. Sexton,,99,116
4,2:25.0,C. Sexton misses 3-pt jump shot from 25 ft,,99,116
4,2:23.0,,Defensive rebound by G. Yabusele,99,116
4,2:07.0,,G. Yabusele misses 2-pt hook shot from 3 ft (block by D. Adel),99,116
4,2:05.0,,Offensive rebound by G. Yabusele,99,116
4,2:03.0,,R. Williams makes 2-pt dunk from 2 ft (assist by G. Yabusele),99,118
4,1:46.0,A. Žižić misses 2-pt jump shot from 15 ft,,99,118
4,1:44.0,Offensive rebound by C. Osman,,99,118
4,1:37.0,A. Žižić makes 2-pt layup from 1 ft (assist by C. Osman),,101,118
4,1:24.0,,G. Yabusele makes 2-pt hook shot from 4 ft,101,120
4,1:11.0,Shooting foul by G. Yabusele (drawn by C. Sexton),,101,120
4,1:11.0,C. Sexton misses free throw 1 of 2,,101,120
4,1:11.0,Offensive rebound by Team,,101,120
4,1:11.0,C. Sexton misses free throw 2 of 2,,101,120
4,1:11.0,,Defensive rebound by D. Theis,101,120
4,0:56.0,,Turnover by G. Yabusele (bad pass),101,120
4,0:49.0,Shooting foul by R. Williams (drawn by C. Sexton),,101,120
4,0:49.0,C. Sexton makes free throw 1 of 2,,102,120
4,0:49.0,C. Sexton makes free throw 2 of 2,,103,120
4,0:37.0,,B. Wanamaker makes 3-pt jump shot from 26 ft,103,123
4,0:22.0,Turnover by C. Osman (bad pass; steal by G. Yabusele),,103,123
