QUARTER,TIME_REMAINING,TORONTO_ACTION,WASHINGTON_ACTION,TORONTO_SCORE,WASHINGTON_SCORE
4,4:30.0,,B. Beal makes 3-pt jump shot from 27 ft,116,112
4,4:14.0,Shooting foul by T. Satoranský (drawn by P. Siakam),,116,112
4,4:14.0,P. Siakam makes free throw 1 of 2,,117,112
4,4:14.0,P. Siakam makes free throw 2 of 2,,118,112
4,4:04.0,,T. Satoranský misses 2-pt layup from 2 ft,118,112
4,4:01.0,,Offensive rebound by T. Bryant,118,112
4,4:01.0,,T. Bryant makes 2-pt layup from 1 ft,118,114
4,3:46.0,K. Leonard misses 2-pt jump shot from 7 ft (block by O. Porter),,118,114
4,3:44.0,Offensive rebound by K. Leonard,,118,114
4,3:42.0,Shooting foul by T. Bryant (drawn by S. Ibaka),,118,114
4,3:42.0,S. Ibaka makes free throw 1 of 3,,119,114
4,3:42.0,S. Ibaka misses free throw 2 of 3,,119,114
4,3:42.0,Offensive rebound by Team,,119,114
4,3:42.0,S. Ibaka makes free throw 3 of 3,,120,114
4,3:34.0,,T. Ariza misses 3-pt jump shot from 25 ft,120,114
4,3:32.0,Defensive rebound by P. Siakam,,120,114
4,3:25.0,Turnover by P. Siakam (bad pass),,120,114
4,3:18.0,,B. Beal misses 2-pt layup from 2 ft,120,114
4,3:14.0,Defensive rebound by K. Leonard,,120,114
4,2:58.0,Turnover by K. Leonard (bad pass; steal by B. Beal),,120,114
4,2:54.0,,Shooting foul by P. Siakam (drawn by T. Ariza),120,114
4,2:54.0,,T. Ariza makes free throw 1 of 2,120,115
4,2:54.0,,T. Ariza misses free throw 2 of 2,120,115
4,2:52.0,Defensive rebound by K. Leonard,,120,115
4,2:38.0,S. Ibaka misses 2-pt jump shot from 18 ft,,120,115
4,2:35.0,,Defensive rebound by T. Bryant,120,115
4,2:31.0,,T. Satoranský misses 3-pt jump shot from 24 ft,120,115
4,2:26.0,Defensive rebound by P. Siakam,,120,115
4,2:14.0,K. Lowry misses 3-pt jump shot from 28 ft,,120,115
4,2:10.0,,Defensive rebound by T. Bryant,120,115
4,2:01.0,,B. Beal makes 3-pt jump shot from 26 ft,120,118
4,1:39.0,K. Leonard makes 2-pt jump shot from 22 ft,,122,118
4,1:30.0,,Shooting foul by D. Green (drawn by B. Beal),122,118
4,1:30.0,,B. Beal misses free throw 1 of 2,122,118
4,1:30.0,,Offensive rebound by Team,122,118
4,1:30.0,,B. Beal makes free throw 2 of 2,122,119
4,1:14.0,K. Leonard makes 2-pt jump shot from 17 ft,,124,119
4,1:14.0,,Washington full timeout,124,119
4,1:09.0,,O. Porter makes 2-pt jump shot from 4 ft (assist by T. Ariza),124,121
4,0:47.0,K. Lowry misses 3-pt jump shot from 24 ft,,124,121
4,0:44.0,Offensive rebound by P. Siakam,,124,121
4,0:33.0,K. Leonard misses 2-pt jump shot from 13 ft,,124,121
4,0:30.0,,Defensive rebound by T. Satoranský,124,121
4,0:25.0,,O. Porter misses 3-pt jump shot from 25 ft,124,121
4,0:22.0,,Offensive rebound by B. Beal,124,121
4,0:21.0,,B. Beal makes 3-pt jump shot from 26 ft,124,124
4,0:20.0,Toronto full timeout,,124,124
4,0:20.0,,J. Green enters the game for T. Bryant,124,124
4,0:04.0,K. Leonard misses 2-pt jump shot from 12 ft,,124,124
4,0:02.0,,Defensive rebound by B. Beal,124,124
4,0:02.0,,Washington full timeout,124,124
4,0:02.0,O. Anunoby enters the game for S. Ibaka,,124,124
4,0:01.0,,J. Green misses 2-pt jump shot from 22 ft,124,124
4,0:01.0,,Offensive rebound by Team,124,124
1OT,4:39.0,K. Leonard makes 2-pt dunk from 2 ft,,126,124
1OT,4:27.0,,Personal foul by S. Ibaka (drawn by T. Bryant),126,124
1OT,4:15.0,,O. Porter makes 2-pt jump shot from 18 ft (assist by T. Bryant),126,126
1OT,3:56.0,Personal foul by T. Ariza (drawn by S. Ibaka),,126,126
1OT,3:47.0,Turnover by K. Lowry (bad pass; steal by T. Ariza),,126,126
1OT,3:42.0,,T. Satoranský misses 2-pt layup from 3 ft (block by D. Green),126,126
1OT,3:37.0,,Offensive rebound by T. Bryant,126,126
1OT,3:37.0,,T. Bryant misses 2-pt layup from 2 ft (block by S. Ibaka),126,126
1OT,3:35.0,Defensive rebound by P. Siakam,,126,126
1OT,3:35.0,Offensive foul by P. Siakam (drawn by B. Beal),,126,126
1OT,3:35.0,Turnover by P. Siakam (offensive foul),,126,126
1OT,3:22.0,,T. Ariza misses 2-pt jump shot from 20 ft,126,126
1OT,3:20.0,,Offensive rebound by T. Bryant,126,126
1OT,3:18.0,,Turnover by T. Bryant (bad pass),126,126
1OT,3:00.0,K. Lowry misses 2-pt jump shot from 14 ft,,126,126
1OT,2:57.0,,Defensive rebound by T. Bryant,126,126
1OT,2:47.0,,Turnover by T. Ariza (step out of bounds),126,126
1OT,2:25.0,Turnover by Team (shot clock),,126,126
1OT,2:08.0,,T. Bryant misses 3-pt jump shot from 24 ft,126,126
1OT,2:06.0,,Offensive rebound by Team,126,126
1OT,2:06.0,Loose ball foul by K. Lowry (drawn by O. Porter),,126,126
1OT,1:51.0,,B. Beal misses 2-pt jump shot from 14 ft,126,126
1OT,1:50.0,Defensive rebound by D. Green,,126,126
1OT,1:43.0,K. Leonard makes 3-pt jump shot from 25 ft,,129,126
1OT,1:43.0,,Washington full timeout,129,126
1OT,1:32.0,,B. Beal misses 2-pt dunk from 3 ft (block by K. Leonard),129,126
1OT,1:32.0,,Offensive rebound by Team,129,126
1OT,1:19.0,,T. Ariza misses 3-pt jump shot from 25 ft,129,126
1OT,1:16.0,,Offensive rebound by T. Satoranský,129,126
1OT,1:12.0,,O. Porter makes 3-pt jump shot from 24 ft (assist by T. Satoranský),129,129
1OT,0:59.0,Shooting foul by T. Ariza (drawn by K. Leonard),,129,129
1OT,0:59.0,K. Leonard makes free throw 1 of 2,,130,129
1OT,0:59.0,K. Leonard makes free throw 2 of 2,,131,129
1OT,0:46.0,,T. Bryant misses 2-pt jump shot from 9 ft (block by P. Siakam),131,129
1OT,0:43.0,,Offensive rebound by T. Ariza,131,129
1OT,0:42.0,,O. Porter misses 3-pt jump shot from 23 ft,131,129
1OT,0:38.0,Defensive rebound by P. Siakam,,131,129
1OT,0:21.0,D. Green misses 3-pt jump shot from 23 ft,,131,129
1OT,0:18.0,,Defensive rebound by Team,131,129
1OT,0:10.0,,B. Beal misses 3-pt jump shot from 27 ft,131,129
1OT,0:09.0,,Offensive rebound by Team,131,129
1OT,0:06.0,,B. Beal makes 2-pt jump shot from 3 ft (assist by T. Ariza),131,131
1OT,0:06.0,Toronto full timeout,,131,131
1OT,0:06.0,,J. Green enters the game for T. Bryant,131,131
1OT,0:00.0,K. Lowry misses 3-pt jump shot from 26 ft,,131,131
1OT,0:00.0,Offensive rebound by Team,,131,131
2OT,4:39.0,K. Leonard misses 3-pt jump shot from 27 ft,,131,131
2OT,4:37.0,,Defensive rebound by T. Satoranský,131,131
2OT,4:16.0,,O. Porter misses 2-pt jump shot from 15 ft,131,131
2OT,4:15.0,,Offensive rebound by Team,131,131
2OT,4:15.0,Loose ball foul by S. Ibaka (drawn by T. Bryant),,131,131
2OT,4:07.0,,Personal foul by S. Ibaka (drawn by T. Bryant),131,131
2OT,3:59.0,,B. Beal misses 2-pt jump shot from 16 ft,131,131
2OT,3:56.0,Defensive rebound by K. Lowry,,131,131
2OT,3:49.0,Personal foul by T. Ariza (drawn by K. Lowry),,131,131
2OT,3:43.0,K. Leonard misses 2-pt jump shot from 19 ft,,131,131
2OT,3:40.0,,Defensive rebound by B. Beal,131,131
2OT,3:29.0,,T. Satoranský makes 2-pt jump shot from 7 ft (assist by T. Ariza),131,133
2OT,3:03.0,D. Green misses 3-pt jump shot from 22 ft,,131,133
2OT,3:00.0,Offensive rebound by P. Siakam,,131,133
2OT,2:51.0,S. Ibaka misses 3-pt jump shot from 25 ft,,131,133
2OT,2:47.0,Offensive rebound by K. Leonard,,131,133
2OT,2:35.0,K. Leonard misses 2-pt jump shot from 19 ft,,131,133
2OT,2:32.0,,Defensive rebound by B. Beal,131,133
2OT,2:22.0,,T. Satoranský misses 2-pt jump shot from 6 ft,131,133
2OT,2:22.0,Defensive rebound by K. Leonard,,131,133
2OT,2:19.0,Personal take foul by T. Satoranský (drawn by K. Leonard),,131,133
2OT,2:10.0,S. Ibaka misses 2-pt jump shot from 19 ft,,131,133
2OT,2:06.0,,Defensive rebound by O. Porter,131,133
2OT,1:50.0,,Personal foul by K. Lowry (drawn by O. Porter),131,133
2OT,1:46.0,,T. Satoranský misses 2-pt jump shot from 15 ft,131,133
2OT,1:43.0,,Offensive rebound by T. Satoranský,131,133
2OT,1:41.0,,Personal foul by P. Siakam (drawn by B. Beal),131,133
2OT,1:41.0,O. Anunoby enters the game for P. Siakam,,131,133
2OT,1:41.0,,B. Beal misses free throw 1 of 2,131,133
2OT,1:41.0,,Offensive rebound by Team,131,133
2OT,1:41.0,,B. Beal makes free throw 2 of 2,131,134
2OT,1:37.0,Toronto full timeout,,131,134
2OT,1:32.0,K. Leonard makes 2-pt layup from 3 ft,,133,134
2OT,1:25.0,,T. Ariza misses 3-pt jump shot from 25 ft,133,134
2OT,1:22.0,Defensive rebound by O. Anunoby,,133,134
2OT,1:16.0,Shooting foul by T. Bryant (drawn by K. Lowry),,133,134
2OT,1:16.0,K. Lowry makes free throw 1 of 2,,134,134
2OT,1:16.0,K. Lowry makes free throw 2 of 2,,135,134
2OT,1:02.0,,T. Bryant makes 2-pt layup from 2 ft (assist by B. Beal),135,136
2OT,0:53.0,,Violation by Team (kicked ball),135,136
2OT,0:53.0,Toronto full timeout,,135,136
2OT,0:44.0,Shooting foul by T. Ariza (drawn by K. Leonard),,135,136
2OT,0:44.0,K. Leonard makes free throw 1 of 2,,136,136
2OT,0:44.0,,J. Green enters the game for T. Ariza,136,136
2OT,0:44.0,K. Leonard misses free throw 2 of 2,,136,136
2OT,0:43.0,Offensive rebound by O. Anunoby,,136,136
2OT,0:42.0,Turnover by O. Anunoby (lost ball; steal by O. Porter),,136,136
2OT,0:34.0,,Washington full timeout,136,136
2OT,0:31.0,,T. Bryant makes 2-pt jump shot from 6 ft (assist by B. Beal),136,138
2OT,0:18.0,K. Leonard misses 2-pt layup from 4 ft,,136,138
2OT,0:16.0,Offensive rebound by K. Leonard,,136,138
2OT,0:15.0,S. Ibaka makes 3-pt jump shot from 28 ft (assist by K. Leonard),,139,138
2OT,0:13.0,,Washington full timeout,139,138
2OT,0:06.0,,O. Porter misses 3-pt jump shot from 24 ft,139,138
2OT,0:02.0,Defensive rebound by D. Green,,139,138
2OT,0:02.0,,Loose ball foul by T. Satoranský (drawn by D. Green),139,138
2OT,0:02.0,D. Green misses free throw 1 of 2,,139,138
2OT,0:02.0,Offensive rebound by Team,,139,138
2OT,0:02.0,D. Green makes free throw 2 of 2,,140,138
2OT,0:00.0,,Turnover by J. Green (bad pass; steal by K. Lowry),140,138
