QUARTER,TIME_REMAINING,PORTLAND_ACTION,NEW ORLEANS_ACTION,PORTLAND_SCORE,NEW ORLEANS_SCORE
4,7:51.0,S. Curry misses 3-pt jump shot from 27 ft,,95,92
4,7:47.0,Offensive rebound by Z. Collins,,95,92
4,7:41.0,S. Curry makes 2-pt layup from 2 ft (assist by Z. Collins),,97,92
4,7:30.0,,J. Randle makes 2-pt layup from 3 ft,97,94
4,7:18.0,C. McCollum makes 3-pt jump shot from 25 ft (assist by E. Turner),,100,94
4,7:00.0,,J. Randle makes 2-pt layup from 2 ft (assist by D. Miller),100,96
4,6:51.0,C. McCollum misses 2-pt jump shot from 8 ft,,100,96
4,6:50.0,Offensive rebound by Team,,100,96
4,6:50.0,R. Hood enters the game for S. Curry,,100,96
4,6:50.0,D. Lillard enters the game for E. Freedom,,100,96
4,6:50.0,J. Nurkić enters the game for E. Turner,,100,96
4,6:50.0,,E. Payton enters the game for I. Clark,100,96
4,6:50.0,,K. Williams enters the game for J. Smith,100,96
4,6:43.0,Shooting foul by J. Randle (drawn by J. Nurkić),,100,96
4,6:43.0,J. Nurkić makes free throw 1 of 2,,101,96
4,6:43.0,A. Aminu enters the game for Z. Collins,,101,96
4,6:43.0,J. Nurkić makes free throw 2 of 2,,102,96
4,6:32.0,,E. Payton makes 3-pt jump shot from 26 ft (assist by J. Randle),102,99
4,6:18.0,D. Lillard makes 2-pt layup from 2 ft (assist by J. Nurkić),,104,99
4,6:02.0,,D. Miller misses 2-pt jump shot from 10 ft,104,99
4,6:02.0,Defensive rebound by C. McCollum,,104,99
4,5:51.0,C. McCollum makes 3-pt jump shot from 26 ft (assist by A. Aminu),,107,99
4,5:45.0,,New Orleans full timeout,107,99
4,5:31.0,,J. Randle makes 2-pt layup from 3 ft,107,101
4,5:18.0,D. Lillard makes 3-pt jump shot from 28 ft (assist by C. McCollum),,110,101
4,5:03.0,,Shooting foul by J. Nurkić (drawn by J. Randle),110,101
4,5:03.0,,J. Randle makes free throw 1 of 2,110,102
4,5:03.0,,J. Randle makes free throw 2 of 2,110,103
4,4:50.0,D. Lillard misses 3-pt jump shot from 23 ft,,110,103
4,4:47.0,,Defensive rebound by K. Williams,110,103
4,4:36.0,,D. Miller misses 3-pt jump shot from 26 ft,110,103
4,4:32.0,Defensive rebound by A. Aminu,,110,103
4,4:20.0,R. Hood makes 2-pt layup from 3 ft (assist by J. Nurkić),,112,103
4,4:09.0,,Shooting foul by J. Nurkić (drawn by J. Randle),112,103
4,4:09.0,,J. Randle misses free throw 1 of 2,112,103
4,4:09.0,,Offensive rebound by Team,112,103
4,4:09.0,,J. Randle misses free throw 2 of 2,112,103
4,4:06.0,Defensive rebound by A. Aminu,,112,103
4,3:51.0,R. Hood makes 3-pt jump shot from 24 ft (assist by C. McCollum),,115,103
4,3:38.0,,J. Randle makes 2-pt layup from 2 ft (assist by E. Payton),115,105
4,3:22.0,Shooting foul by D. Miller (drawn by J. Nurkić),,115,105
4,3:22.0,J. Nurkić misses free throw 1 of 2,,115,105
4,3:22.0,Offensive rebound by Team,,115,105
4,3:22.0,J. Nurkić makes free throw 2 of 2,,116,105
4,3:18.0,,New Orleans full timeout,116,105
4,3:13.0,,J. Randle makes 2-pt layup from 2 ft (assist by E. Payton),116,107
4,2:55.0,C. McCollum misses 2-pt layup from 2 ft (block by J. Randle),,116,107
4,2:55.0,Offensive rebound by J. Nurkić,,116,107
4,2:50.0,Turnover by J. Nurkić (lost ball; steal by F. Jackson),,116,107
4,2:45.0,,Offensive foul by J. Randle (drawn by A. Aminu),116,107
4,2:45.0,,Turnover by J. Randle (offensive foul),116,107
4,2:31.0,Turnover by D. Lillard (bad pass; steal by D. Miller),,116,107
4,2:23.0,,Shooting foul by J. Nurkić (drawn by E. Payton),116,107
4,2:23.0,Z. Collins enters the game for J. Nurkić,,116,107
4,2:23.0,,E. Payton misses free throw 1 of 2,116,107
4,2:23.0,,Offensive rebound by Team,116,107
4,2:23.0,,E. Payton makes free throw 2 of 2,116,108
4,2:10.0,Shooting foul by K. Williams (drawn by R. Hood),,116,108
4,2:10.0,R. Hood makes free throw 1 of 2,,117,108
4,2:10.0,R. Hood makes free throw 2 of 2,,118,108
4,1:58.0,,E. Payton misses 3-pt jump shot from 26 ft,118,108
4,1:55.0,Defensive rebound by A. Aminu,,118,108
4,1:32.0,D. Lillard misses 3-pt jump shot from 26 ft,,118,108
4,1:29.0,,Defensive rebound by F. Jackson,118,108
4,1:16.0,,K. Williams misses 2-pt layup from 2 ft,118,108
4,1:15.0,,Offensive rebound by J. Randle,118,108
4,1:14.0,,J. Randle makes 2-pt layup from 5 ft,118,110
4,0:55.0,D. Lillard makes 2-pt jump shot from 6 ft,,120,110
4,0:55.0,,New Orleans full timeout,120,110
4,0:51.0,,J. Randle misses 2-pt layup from 4 ft (block by Z. Collins),120,110
4,0:46.0,,Offensive rebound by E. Payton,120,110
4,0:44.0,,D. Miller misses 3-pt jump shot from 26 ft,120,110
4,0:39.0,Defensive rebound by A. Aminu,,120,110
4,0:20.0,C. McCollum makes 2-pt jump shot from 2 ft,,122,110
4,0:11.0,,K. Williams misses 3-pt jump shot from 29 ft,122,110
4,0:07.0,Defensive rebound by A. Aminu,,122,110
