QUARTER,TIME_REMAINING,PHOENIX_ACTION,OKLAHOMA CITY_ACTION,PHOENIX_SCORE,OKLAHOMA CITY_SCORE
4,1:43.0,,P. George makes free throw 2 of 2,94,116
4,1:32.0,Shooting foul by N. Noel (drawn by D. Ayton),,94,116
4,1:32.0,D. Ayton makes free throw 1 of 2,,95,116
4,1:32.0,E. Okobo enters the game for D. Booker,,95,116
4,1:32.0,,D. Burton enters the game for P. George,95,116
4,1:32.0,,H. Diallo enters the game for J. Grant,95,116
4,1:32.0,,T. Luwawu-Cabarrot enters the game for D. Schröder,95,116
4,1:32.0,D. Ayton makes free throw 2 of 2,,96,116
4,1:16.0,,T. Ferguson misses 2-pt dunk at rim (block by M. Bridges),96,116
4,1:16.0,,Offensive rebound by N. Noel,96,116
4,1:16.0,,N. Noel makes 2-pt dunk from 1 ft,96,118
4,1:04.0,J. Crawford misses 2-pt jump shot from 9 ft,,96,118
4,0:59.0,Offensive rebound by J. Crawford,,96,118
4,0:55.0,T. Ariza makes 3-pt jump shot from 24 ft (assist by J. Crawford),,99,118
4,0:42.0,,Turnover by H. Diallo (bad pass),99,118
4,0:24.0,D. Ayton makes 2-pt dunk from 1 ft (assist by E. Okobo),,101,118
