QUARTER,TIME_REMAINING,OKLAHOMA CITY_ACTION,MINNESOTA_ACTION,OKLAHOMA CITY_SCORE,MINNESOTA_SCORE
4,6:58.0,M. Morris misses 3-pt jump shot from 23 ft,,99,113
4,6:56.0,,Defensive rebound by T. Gibson,99,113
4,6:39.0,,A. Wiggins misses 2-pt jump shot from 8 ft,99,113
4,6:37.0,Defensive rebound by P. George,,99,113
4,6:31.0,Turnover by P. George (lost ball; steal by T. Gibson),,99,113
4,6:25.0,,T. Gibson makes 2-pt layup from 3 ft (assist by J. Teague),99,115
4,6:08.0,R. Westbrook misses 2-pt jump shot from 13 ft,,99,115
4,6:06.0,,Defensive rebound by J. Teague,99,115
4,6:06.0,J. Grant enters the game for M. Morris,,99,115
4,5:48.0,,T. Gibson misses 2-pt layup from 3 ft,99,115
4,5:46.0,Defensive rebound by R. Westbrook,,99,115
4,5:41.0,P. George makes 3-pt jump shot from 25 ft,,102,115
4,5:15.0,,T. Gibson makes 2-pt dunk from 1 ft (assist by J. Okogie),102,117
4,5:01.0,Turnover by D. Schröder (bad pass; steal by J. Teague),,102,117
4,4:58.0,,Shooting foul by D. Schröder (drawn by J. Okogie),102,117
4,4:58.0,,J. Okogie misses free throw 1 of 2,102,117
4,4:58.0,,Offensive rebound by Team,102,117
4,4:58.0,,K. Towns enters the game for D. Šarić,102,117
4,4:58.0,Oklahoma City full timeout,,102,117
4,4:58.0,,J. Okogie misses free throw 2 of 2,102,117
4,4:58.0,Defensive rebound by R. Westbrook,,102,117
4,4:38.0,R. Westbrook misses 3-pt jump shot from 25 ft,,102,117
4,4:36.0,,Defensive rebound by T. Gibson,102,117
4,4:21.0,,K. Towns misses 2-pt layup from 1 ft,102,117
4,4:19.0,Defensive rebound by P. George,,102,117
4,4:14.0,P. George misses 3-pt jump shot from 24 ft,,102,117
4,4:13.0,,Defensive rebound by J. Teague,102,117
4,4:03.0,,A. Wiggins misses 3-pt jump shot from 26 ft,102,117
4,4:01.0,Defensive rebound by R. Westbrook,,102,117
4,3:55.0,Shooting foul by A. Wiggins (drawn by P. George),,102,117
4,3:55.0,P. George makes free throw 1 of 2,,103,117
4,3:55.0,P. George makes free throw 2 of 2,,104,117
4,3:35.0,,A. Wiggins makes 2-pt layup from 1 ft (assist by J. Teague),104,119
4,3:18.0,J. Grant makes 3-pt jump shot from 23 ft (assist by P. George),,107,119
4,3:13.0,,Personal foul by D. Schröder (drawn by J. Teague),107,119
4,3:13.0,,J. Teague misses free throw 1 of 2,107,119
4,3:13.0,,Offensive rebound by Team,107,119
4,3:13.0,,J. Teague makes free throw 2 of 2,107,120
4,3:09.0,R. Westbrook makes 2-pt layup from 1 ft,,109,120
4,3:09.0,Shooting foul by J. Okogie (drawn by R. Westbrook),,109,120
4,3:09.0,R. Westbrook makes free throw 1 of 1,,110,120
4,2:49.0,,K. Towns misses 2-pt layup from 7 ft,110,120
4,2:46.0,,Offensive rebound by K. Towns,110,120
4,2:46.0,,K. Towns misses 2-pt layup from 1 ft,110,120
4,2:46.0,,Offensive rebound by K. Towns,110,120
4,2:46.0,,K. Towns misses 2-pt layup from 1 ft,110,120
4,2:46.0,Defensive rebound by Team,,110,120
4,2:46.0,,Loose ball foul by K. Towns (drawn by S. Adams),110,120
4,2:46.0,S. Adams misses free throw 1 of 2,,110,120
4,2:46.0,Offensive rebound by Team,,110,120
4,2:46.0,S. Adams misses free throw 2 of 2,,110,120
4,2:43.0,,Defensive rebound by A. Wiggins,110,120
4,2:22.0,,J. Teague makes 3-pt jump shot from 26 ft,110,123
4,2:13.0,R. Westbrook makes 2-pt layup from 2 ft,,112,123
4,1:55.0,,A. Wiggins misses 2-pt layup from 2 ft (block by S. Adams),112,123
4,1:52.0,,Offensive rebound by K. Towns,112,123
4,1:52.0,,K. Towns makes 2-pt dunk from 1 ft,112,125
4,1:52.0,Offensive foul by D. Schröder (drawn by J. Okogie),,112,125
4,1:52.0,Turnover by D. Schröder (offensive foul),,112,125
4,1:34.0,,K. Towns misses 3-pt jump shot from 27 ft,112,125
4,1:32.0,Defensive rebound by D. Schröder,,112,125
4,1:23.0,D. Schröder misses 2-pt layup from 1 ft,,112,125
4,1:21.0,Offensive rebound by S. Adams,,112,125
4,1:14.0,D. Schröder makes 3-pt jump shot from 26 ft (assist by R. Westbrook),,115,125
4,1:02.0,,Shooting foul by J. Grant (drawn by T. Gibson),115,125
4,1:02.0,,T. Gibson makes free throw 1 of 2,115,126
4,1:02.0,,T. Gibson makes free throw 2 of 2,115,127
4,0:54.0,R. Westbrook misses 2-pt layup from 2 ft,,115,127
4,0:53.0,Offensive rebound by S. Adams,,115,127
4,0:51.0,R. Westbrook makes 3-pt jump shot from 23 ft (assist by S. Adams),,118,127
4,0:46.0,,Personal take foul by R. Westbrook (drawn by K. Towns),118,127
4,0:46.0,,K. Towns makes free throw 1 of 2,118,128
4,0:46.0,,T. Jones enters the game for J. Teague,118,128
4,0:46.0,,K. Towns makes free throw 2 of 2,118,129
4,0:40.0,Shooting foul by J. Okogie (drawn by P. George),,118,129
4,0:40.0,P. George misses free throw 1 of 3,,118,129
4,0:40.0,Offensive rebound by Team,,118,129
4,0:40.0,P. George makes free throw 2 of 3,,119,129
4,0:40.0,P. George makes free throw 3 of 3,,120,129
4,0:32.0,,K. Towns makes 2-pt dunk from 2 ft (assist by A. Wiggins),120,131
4,0:25.0,J. Grant misses 3-pt jump shot from 25 ft,,120,131
4,0:24.0,Offensive rebound by S. Adams,,120,131
4,0:20.0,Turnover by S. Adams (bad pass; steal by A. Wiggins),,120,131
