QUARTER,TIME_REMAINING,CHARLOTTE_ACTION,CLEVELAND_ACTION,CHARLOTTE_SCORE,CLEVELAND_SCORE
4,3:01.0,Shooting foul by D. Nwaba (drawn by F. Kaminsky),,81,105
4,3:01.0,F. Kaminsky makes free throw 1 of 2,,82,105
4,3:01.0,,C. Frye enters the game for J. Clarkson,82,105
4,3:01.0,,A. Harrison enters the game for L. Nance,82,105
4,3:01.0,,A. Žižić enters the game for C. Sexton,82,105
4,3:01.0,F. Kaminsky makes free throw 2 of 2,,83,105
4,2:48.0,,Turnover by A. Žižić (3 sec),83,105
4,2:37.0,D. Bacon misses 2-pt jump shot from 15 ft,,83,105
4,2:35.0,,Defensive rebound by C. Frye,83,105
4,2:16.0,,C. Frye makes 3-pt jump shot from 26 ft (assist by A. Harrison),83,108
4,2:05.0,M. Bridges makes 3-pt jump shot from 25 ft (assist by F. Kaminsky),,86,108
4,1:49.0,,Turnover by A. Harrison (traveling),86,108
4,1:39.0,M. Bridges misses 3-pt jump shot from 27 ft,,86,108
4,1:37.0,Offensive rebound by F. Kaminsky,,86,108
4,1:33.0,D. Bacon makes 3-pt jump shot from 25 ft (assist by D. Graham),,89,108
4,1:20.0,,Shooting foul by M. Bridges (drawn by A. Harrison),89,108
4,1:20.0,,A. Harrison makes free throw 1 of 2,89,109
4,1:20.0,,A. Harrison makes free throw 2 of 2,89,110
4,1:09.0,Turnover by F. Kaminsky (bad pass; steal by C. Frye),,89,110
4,0:55.0,,A. Žižić misses 2-pt hook shot from 11 ft,89,110
4,0:52.0,Defensive rebound by F. Kaminsky,,89,110
4,0:49.0,D. Graham misses 3-pt jump shot from 27 ft,,89,110
4,0:46.0,,Defensive rebound by C. Frye,89,110
4,0:26.0,,C. Frye makes 3-pt jump shot from 30 ft (assist by D. Nwaba),89,113
4,0:14.0,D. Graham misses 3-pt jump shot from 27 ft,,89,113
4,0:09.0,Offensive rebound by F. Kaminsky,,89,113
4,0:09.0,F. Kaminsky misses 2-pt layup from 1 ft,,89,113
4,0:08.0,,Defensive rebound by A. Žižić,89,113
