QUARTER,TIME_REMAINING,UTAH_ACTION,DENVER_ACTION,UTAH_SCORE,DENVER_SCORE
4,5:10.0,R. Gobert misses free throw 2 of 2,,78,91
4,5:08.0,,Defensive rebound by N. Jokić,78,91
4,4:51.0,,T. Lyles misses 2-pt jump shot from 6 ft,78,91
4,4:49.0,Defensive rebound by R. Rubio,,78,91
4,4:43.0,D. Mitchell misses 3-pt jump shot from 24 ft,,78,91
4,4:40.0,Offensive rebound by J. Crowder,,78,91
4,4:32.0,Shooting foul by T. Lyles (drawn by D. Mitchell),,78,91
4,4:32.0,D. Mitchell makes free throw 1 of 2,,79,91
4,4:32.0,,G. Harris enters the game for T. Lyles,79,91
4,4:32.0,D. Mitchell makes free throw 2 of 2,,80,91
4,4:16.0,,M. Beasley makes 2-pt layup from 4 ft (assist by N. Jokić),80,93
4,3:56.0,D. Mitchell misses 2-pt jump shot from 9 ft,,80,93
4,3:53.0,,Defensive rebound by J. Murray,80,93
4,3:49.0,,J. Hernangómez makes 2-pt layup from 1 ft (assist by J. Murray),80,95
4,3:36.0,J. Crowder makes 2-pt dunk from 1 ft (assist by J. Ingles),,82,95
4,3:16.0,,J. Murray makes 2-pt layup from 2 ft (assist by N. Jokić),82,97
4,2:51.0,R. Gobert misses 2-pt hook shot from 2 ft,,82,97
4,2:49.0,,Defensive rebound by J. Hernangómez,82,97
4,2:32.0,,G. Harris makes 2-pt dunk at rim (assist by N. Jokić),82,99
4,2:32.0,Utah full timeout,,82,99
4,2:32.0,G. Allen enters the game for J. Crowder,,82,99
4,2:32.0,D. Exum enters the game for R. Gobert,,82,99
4,2:32.0,G. Niang enters the game for J. Ingles,,82,99
4,2:32.0,R. O'Neale enters the game for D. Mitchell,,82,99
4,2:32.0,E. Udoh enters the game for R. Rubio,,82,99
4,2:15.0,G. Niang misses 3-pt jump shot from 23 ft,,82,99
4,2:10.0,,Defensive rebound by N. Jokić,82,99
4,2:00.0,,J. Murray misses 2-pt layup from 1 ft (block by E. Udoh),82,99
4,2:00.0,,Offensive rebound by N. Jokić,82,99
4,1:58.0,,J. Hernangómez makes 2-pt jump shot from 21 ft (assist by N. Jokić),82,101
4,1:57.0,Personal foul by J. Murray (drawn by D. Exum),,82,101
4,1:57.0,D. Exum makes free throw 1 of 2,,83,101
4,1:57.0,,D. Akoon-Purcell enters the game for G. Harris,83,101
4,1:57.0,,T. Lydon enters the game for N. Jokić,83,101
4,1:57.0,,M. Morris enters the game for J. Murray,83,101
4,1:57.0,D. Exum makes free throw 2 of 2,,84,101
4,1:38.0,,M. Morris misses 2-pt layup from 3 ft (block by E. Udoh),84,101
4,1:36.0,Defensive rebound by R. O'Neale,,84,101
4,1:17.0,G. Allen misses 3-pt jump shot from 25 ft,,84,101
4,1:14.0,Offensive rebound by G. Niang,,84,101
4,1:02.0,E. Udoh makes 2-pt jump shot from 7 ft (assist by D. Exum),,86,101
4,0:42.0,,Offensive foul by J. Hernangómez (drawn by G. Allen),86,101
4,0:42.0,,Turnover by J. Hernangómez (offensive foul),86,101
4,0:31.0,D. Exum makes 2-pt layup from 3 ft,,88,101
4,0:07.0,,D. Akoon-Purcell makes 2-pt layup from 1 ft (assist by M. Morris),88,103
