QUARTER,TIME_REMAINING,ATLANTA_ACTION,MIAMI_ACTION,ATLANTA_SCORE,MIAMI_SCORE
4,5:29.0,,D. Jones enters the game for B. Adebayo,95,104
4,5:29.0,,J. Winslow enters the game for J. Richardson,95,104
4,5:16.0,Personal foul by K. Olynyk (drawn by D. Bembry),,95,104
4,5:05.0,D. Bembry misses 3-pt jump shot from 25 ft,,95,104
4,5:03.0,,Defensive rebound by D. Wade,95,104
4,4:58.0,,D. Wade misses 2-pt jump shot from 7 ft,95,104
4,4:55.0,Defensive rebound by A. Len,,95,104
4,4:46.0,Shooting foul by D. Wade (drawn by A. Len),,95,104
4,4:46.0,A. Len makes free throw 1 of 2,,96,104
4,4:46.0,,J. Richardson enters the game for D. Jones,96,104
4,4:46.0,A. Len makes free throw 2 of 2,,97,104
4,4:23.0,,K. Olynyk makes 3-pt jump shot from 26 ft (assist by D. Wade),97,107
4,4:12.0,J. Adams makes 2-pt jump shot from 19 ft,,99,107
4,3:59.0,,Personal foul by K. Bazemore (drawn by J. Richardson),99,107
4,3:59.0,,Miami full timeout,99,107
4,3:59.0,V. Carter enters the game for D. Dedmon,,99,107
4,3:59.0,A. Poythress enters the game for A. Len,,99,107
4,3:50.0,,R. McGruder misses 2-pt layup from 1 ft (block by A. Poythress),99,107
4,3:46.0,Defensive rebound by V. Carter,,99,107
4,3:42.0,A. Poythress misses 2-pt layup from 2 ft,,99,107
4,3:42.0,,Defensive rebound by K. Olynyk,99,107
4,3:27.0,,D. Wade makes 2-pt jump shot from 21 ft,99,109
4,3:09.0,V. Carter makes 3-pt jump shot from 24 ft (assist by K. Bazemore),,102,109
4,2:50.0,,Personal foul by J. Adams (drawn by K. Olynyk),102,109
4,2:50.0,,K. Olynyk makes free throw 1 of 2,102,110
4,2:50.0,K. Huerter enters the game for J. Adams,,102,110
4,2:50.0,T. Young enters the game for K. Bazemore,,102,110
4,2:50.0,,K. Olynyk makes free throw 2 of 2,102,111
4,2:35.0,V. Carter makes 3-pt jump shot from 25 ft (assist by T. Young),,105,111
4,2:14.0,,D. Wade misses 2-pt jump shot from 16 ft,105,111
4,2:12.0,Defensive rebound by K. Huerter,,105,111
4,2:04.0,Personal foul by J. Winslow (drawn by T. Young),,105,111
4,2:04.0,,Technical foul by J. Winslow,105,111
4,2:04.0,T. Young misses technical free throw,,105,111
4,2:04.0,Offensive rebound by Team,,105,111
4,2:04.0,T. Young makes free throw 1 of 2,,106,111
4,2:04.0,T. Young makes free throw 2 of 2,,107,111
4,1:44.0,,Shooting foul by A. Poythress (drawn by R. McGruder),107,111
4,1:44.0,,Offensive rebound by Team,107,111
4,1:44.0,,R. McGruder misses free throw 1 of 2,107,111
4,1:44.0,,B. Adebayo enters the game for K. Olynyk,107,111
4,1:44.0,,R. McGruder makes free throw 2 of 2,107,112
4,1:37.0,A. Poythress makes 2-pt layup from 2 ft (assist by D. Bembry),,109,112
4,1:16.0,,Turnover by D. Wade (bad pass),109,112
4,1:02.0,T. Young makes 2-pt layup from 1 ft,,111,112
4,0:46.0,,D. Wade makes 2-pt layup from 2 ft,111,114
4,0:40.0,Turnover by T. Young (traveling),,111,114
4,0:40.0,,K. Olynyk enters the game for B. Adebayo,111,114
4,0:16.0,,D. Wade misses 3-pt jump shot from 26 ft,111,114
4,0:15.0,,Offensive rebound by J. Richardson,111,114
4,0:15.0,,K. Olynyk misses 2-pt layup from 1 ft,111,114
4,0:15.0,,Offensive rebound by K. Olynyk,111,114
4,0:13.0,,Miami full timeout,111,114
4,0:13.0,J. Anderson enters the game for K. Huerter,,111,114
4,0:13.0,K. Bazemore enters the game for T. Young,,111,114
4,0:10.0,,Turnover by K. Olynyk (out of bounds lost ball),111,114
4,0:10.0,Atlanta full timeout,,111,114
4,0:10.0,D. Dedmon enters the game for J. Anderson,,111,114
4,0:10.0,K. Huerter enters the game for D. Bembry,,111,114
4,0:10.0,T. Young enters the game for A. Poythress,,111,114
4,0:10.0,,B. Adebayo enters the game for K. Olynyk,111,114
4,0:09.0,Shooting foul by R. McGruder (drawn by K. Bazemore),,111,114
4,0:09.0,K. Bazemore makes free throw 1 of 2,,112,114
4,0:09.0,J. Anderson enters the game for V. Carter,,112,114
4,0:09.0,D. Bembry enters the game for K. Huerter,,112,114
4,0:09.0,A. Poythress enters the game for T. Young,,112,114
4,0:09.0,K. Bazemore makes free throw 2 of 2,,113,114
