QUARTER,TIME_REMAINING,UTAH_ACTION,OKLAHOMA CITY_ACTION,UTAH_SCORE,OKLAHOMA CITY_SCORE
4,5:59.0,,R. Westbrook misses 2-pt jump shot from 15 ft,112,110
4,5:58.0,Defensive rebound by D. Mitchell,,112,110
4,5:43.0,Turnover by D. Mitchell (bad pass),,112,110
4,5:43.0,J. Ingles enters the game for R. O'Neale,,112,110
4,5:43.0,,D. Schröder enters the game for T. Ferguson,112,110
4,5:35.0,,Personal foul by J. Ingles (drawn by P. George),112,110
4,5:22.0,,S. Adams misses 2-pt layup from 2 ft,112,110
4,5:20.0,Defensive rebound by D. Favors,,112,110
4,5:09.0,R. Rubio makes 2-pt layup from 1 ft,,114,110
4,4:57.0,,D. Schröder misses 2-pt jump shot from 15 ft,114,110
4,4:56.0,,Offensive rebound by S. Adams,114,110
4,4:56.0,,Shooting foul by R. Gobert (drawn by S. Adams),114,110
4,4:56.0,,S. Adams makes free throw 1 of 2,114,111
4,4:56.0,J. Crowder enters the game for D. Favors,,114,111
4,4:56.0,,S. Adams makes free throw 2 of 2,114,112
4,4:35.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by D. Mitchell),,117,112
4,4:23.0,,P. George misses 3-pt jump shot from 26 ft,117,112
4,4:21.0,,Offensive rebound by P. George,117,112
4,4:20.0,,P. George makes 2-pt layup at rim,117,114
4,4:02.0,D. Mitchell misses 3-pt jump shot from 26 ft,,117,114
4,4:00.0,Offensive rebound by R. Gobert,,117,114
4,3:59.0,R. Gobert makes 2-pt layup from 1 ft,,119,114
4,3:43.0,,D. Schröder misses 2-pt jump shot from 6 ft,119,114
4,3:40.0,Defensive rebound by R. Rubio,,119,114
4,3:36.0,Turnover by R. Rubio (bad pass),,119,114
4,3:36.0,,Oklahoma City full timeout,119,114
4,3:36.0,D. Favors enters the game for J. Crowder,,119,114
4,3:36.0,,T. Ferguson enters the game for D. Schröder,119,114
4,3:27.0,,J. Grant makes 3-pt jump shot from 24 ft (assist by P. George),119,117
4,3:05.0,D. Favors makes 2-pt layup from 2 ft (assist by J. Ingles),,121,117
4,2:46.0,,R. Westbrook misses 3-pt jump shot from 25 ft,121,117
4,2:42.0,Defensive rebound by D. Favors,,121,117
4,2:31.0,D. Favors misses 2-pt jump shot from 12 ft,,121,117
4,2:28.0,Offensive rebound by R. Gobert,,121,117
4,2:27.0,J. Ingles makes 3-pt jump shot from 26 ft (assist by R. Rubio),,124,117
4,2:13.0,,P. George makes 2-pt jump shot from 18 ft (assist by J. Grant),124,119
4,1:56.0,Turnover by R. Rubio (lost ball; steal by R. Westbrook),,124,119
4,1:53.0,,T. Ferguson makes 2-pt dunk from 1 ft (assist by P. George),124,121
4,1:45.0,Turnover by D. Favors (back court),,124,121
4,1:45.0,J. Crowder enters the game for D. Favors,,124,121
4,1:36.0,,P. George misses 3-pt jump shot from 25 ft,124,121
4,1:33.0,,Offensive rebound by Team,124,121
4,1:24.0,,P. George makes 3-pt jump shot from 25 ft (assist by R. Westbrook),124,124
4,1:09.0,D. Mitchell misses 2-pt jump shot from 6 ft,,124,124
4,1:07.0,Offensive rebound by R. Rubio,,124,124
4,0:57.0,D. Mitchell misses 3-pt jump shot from 25 ft,,124,124
4,0:56.0,Offensive rebound by Team,,124,124
4,0:56.0,,Loose ball foul by S. Adams (drawn by R. Gobert),124,124
4,0:56.0,Utah full timeout,,124,124
4,0:48.0,D. Mitchell makes 2-pt layup from 2 ft,,126,124
4,0:48.0,,Oklahoma City full timeout,126,124
4,0:44.0,,Shooting foul by R. Gobert (drawn by R. Westbrook),126,124
4,0:44.0,,R. Westbrook makes free throw 1 of 2,126,125
4,0:44.0,,R. Westbrook makes free throw 2 of 2,126,126
4,0:32.0,R. Rubio makes 3-pt jump shot from 26 ft (assist by J. Crowder),,129,126
4,0:27.0,,J. Grant makes 2-pt layup from 1 ft (assist by R. Westbrook),129,128
4,0:27.0,,Shooting foul by R. Gobert (drawn by J. Grant),129,128
4,0:27.0,,J. Grant makes free throw 1 of 1,129,129
4,0:10.0,D. Mitchell misses 2-pt layup from 7 ft (block by J. Grant),,129,129
4,0:06.0,,Defensive rebound by J. Grant,129,129
4,0:00.0,,R. Westbrook misses 3-pt jump shot from 25 ft,129,129
4,0:00.0,,Offensive rebound by Team,129,129
1OT,4:43.0,R. Gobert makes 2-pt dunk from 1 ft (assist by D. Mitchell),,131,129
1OT,4:28.0,,J. Grant misses 3-pt jump shot from 22 ft,131,129
1OT,4:26.0,Defensive rebound by R. Rubio,,131,129
1OT,4:19.0,D. Mitchell misses 2-pt layup from 2 ft,,131,129
1OT,4:17.0,Offensive rebound by R. Gobert,,131,129
1OT,4:16.0,R. Gobert makes 2-pt dunk from 1 ft,,133,129
1OT,4:03.0,,R. Westbrook misses 3-pt jump shot from 25 ft,133,129
1OT,3:59.0,Defensive rebound by D. Favors,,133,129
1OT,3:46.0,D. Mitchell misses 2-pt jump shot from 13 ft,,133,129
1OT,3:42.0,,Defensive rebound by J. Grant,133,129
1OT,3:33.0,,P. George misses 2-pt layup from 2 ft (block by R. Gobert),133,129
1OT,3:33.0,,Offensive rebound by Team,133,129
1OT,3:25.0,,P. George makes 2-pt layup from 2 ft,133,131
1OT,3:13.0,Personal foul by R. Westbrook (drawn by R. Rubio),,133,131
1OT,3:04.0,R. Rubio misses 2-pt jump shot from 9 ft (block by S. Adams),,133,131
1OT,3:02.0,Offensive rebound by R. Rubio,,133,131
1OT,2:59.0,Turnover by R. Rubio (bad pass; steal by J. Grant),,133,131
1OT,2:56.0,,P. George makes 2-pt dunk at rim (assist by T. Ferguson),133,133
1OT,2:43.0,Shooting foul by T. Ferguson (drawn by D. Mitchell),,133,133
1OT,2:43.0,,D. Schröder enters the game for T. Ferguson,133,133
1OT,2:43.0,D. Mitchell makes free throw 1 of 2,,134,133
1OT,2:43.0,J. Crowder enters the game for D. Favors,,134,133
1OT,2:43.0,D. Mitchell makes free throw 2 of 2,,135,133
1OT,2:40.0,,Shooting foul by D. Mitchell (drawn by R. Westbrook),135,133
1OT,2:40.0,,R. Westbrook makes free throw 1 of 2,135,134
1OT,2:40.0,,R. Westbrook misses free throw 2 of 2,135,134
1OT,2:38.0,Defensive rebound by J. Crowder,,135,134
1OT,2:22.0,D. Mitchell misses 3-pt jump shot from 26 ft,,135,134
1OT,2:18.0,,Defensive rebound by R. Westbrook,135,134
1OT,2:09.0,,R. Westbrook misses 2-pt jump shot from 7 ft (block by R. Gobert),135,134
1OT,2:06.0,,Offensive rebound by S. Adams,135,134
1OT,2:06.0,,S. Adams makes 2-pt layup at rim,135,136
1OT,1:59.0,Personal foul by R. Westbrook (drawn by D. Mitchell),,135,136
1OT,1:44.0,D. Mitchell misses 2-pt jump shot from 13 ft,,135,136
1OT,1:39.0,,Defensive rebound by P. George,135,136
1OT,1:31.0,,Turnover by R. Westbrook (bad pass; steal by R. Rubio),135,136
1OT,1:13.0,D. Mitchell makes 2-pt jump shot from 2 ft,,137,136
1OT,1:09.0,,Offensive foul by R. Westbrook (drawn by J. Crowder),137,136
1OT,1:09.0,,Turnover by R. Westbrook (offensive foul),137,136
1OT,1:09.0,,A. Nader enters the game for R. Westbrook,137,136
1OT,0:57.0,Turnover by D. Mitchell (out of bounds lost ball),,137,136
1OT,0:57.0,,Oklahoma City full timeout,137,136
1OT,0:51.0,,A. Nader makes 3-pt jump shot from 24 ft (assist by D. Schröder),137,139
1OT,0:35.0,D. Mitchell misses 2-pt jump shot from 10 ft,,137,139
1OT,0:33.0,Offensive rebound by R. Gobert,,137,139
1OT,0:33.0,R. Gobert makes 2-pt layup from 1 ft,,139,139
1OT,0:17.0,,D. Schröder misses 2-pt layup from 3 ft (block by R. Gobert),139,139
1OT,0:17.0,,Offensive rebound by Team,139,139
1OT,0:17.0,,Oklahoma City full timeout,139,139
1OT,0:12.0,,P. George misses 3-pt jump shot from 25 ft,139,139
1OT,0:07.0,Defensive rebound by R. Gobert,,139,139
1OT,0:00.0,D. Mitchell misses 2-pt jump shot from 23 ft,,139,139
1OT,0:00.0,Offensive rebound by Team,,139,139
2OT,4:43.0,,S. Adams misses 2-pt layup from 1 ft,139,139
2OT,4:40.0,Defensive rebound by R. Gobert,,139,139
2OT,4:37.0,Turnover by R. Gobert (bad pass; steal by A. Nader),,139,139
2OT,4:32.0,,J. Grant makes 3-pt jump shot from 25 ft (assist by D. Schröder),139,142
2OT,4:14.0,Turnover by R. Rubio (bad pass; steal by D. Schröder),,139,142
2OT,4:06.0,,Turnover by D. Schröder (bad pass; steal by J. Ingles),139,142
2OT,4:00.0,Turnover by R. Rubio (bad pass; steal by P. George),,139,142
2OT,3:52.0,,P. George misses 3-pt jump shot from 25 ft,139,142
2OT,3:49.0,Defensive rebound by D. Mitchell,,139,142
2OT,3:29.0,D. Mitchell makes 2-pt layup from 2 ft,,141,142
2OT,3:12.0,,P. George makes 2-pt jump shot from 15 ft,141,144
2OT,2:57.0,J. Ingles makes 3-pt jump shot from 25 ft (assist by R. Gobert),,144,144
2OT,2:34.0,,P. George misses 2-pt jump shot from 4 ft,144,144
2OT,2:31.0,,Offensive rebound by S. Adams,144,144
2OT,2:31.0,,S. Adams misses 2-pt layup at rim,144,144
2OT,2:29.0,,Offensive rebound by S. Adams,144,144
2OT,2:28.0,,Turnover by S. Adams (lost ball; steal by J. Ingles),144,144
2OT,2:10.0,D. Mitchell misses 2-pt layup from 3 ft,,144,144
2OT,2:08.0,,Defensive rebound by P. George,144,144
2OT,2:03.0,,P. George misses 2-pt jump shot from 10 ft,144,144
2OT,2:00.0,Defensive rebound by J. Ingles,,144,144
2OT,1:38.0,Shooting foul by J. Grant (drawn by R. Gobert),,144,144
2OT,1:38.0,Offensive rebound by Team,,144,144
2OT,1:38.0,R. Gobert misses free throw 1 of 2,,144,144
2OT,1:38.0,R. Gobert makes free throw 2 of 2,,145,144
2OT,1:27.0,,D. Schröder makes 2-pt jump shot from 14 ft (assist by P. George),145,146
2OT,1:12.0,J. Crowder misses 3-pt jump shot from 25 ft,,145,146
2OT,1:10.0,Offensive rebound by R. Gobert,,145,146
2OT,1:10.0,Shooting foul by P. George (drawn by R. Gobert),,145,146
2OT,1:10.0,R. Gobert makes free throw 1 of 2,,146,146
2OT,1:10.0,R. Gobert makes free throw 2 of 2,,147,146
2OT,0:51.0,,J. Grant misses 2-pt layup from 3 ft,147,146
2OT,0:51.0,Loose ball foul by R. Rubio (drawn by S. Adams),,147,146
2OT,0:51.0,,Offensive rebound by Team,147,146
2OT,0:37.0,,J. Grant misses 2-pt layup from 1 ft,147,146
2OT,0:35.0,Defensive rebound by R. Gobert,,147,146
2OT,0:17.0,D. Mitchell misses 2-pt layup from 2 ft,,147,146
2OT,0:15.0,Offensive rebound by D. Mitchell,,147,146
2OT,0:13.0,J. Ingles misses 3-pt jump shot from 31 ft,,147,146
2OT,0:10.0,,Defensive rebound by P. George,147,146
2OT,0:01.0,,P. George makes 2-pt jump shot from 9 ft,147,148
2OT,0:00.0,Utah full timeout,,147,148
2OT,0:00.0,K. Korver enters the game for J. Crowder,,147,148
2OT,0:00.0,,N. Noel enters the game for D. Schröder,147,148
2OT,0:00.0,K. Korver misses 3-pt jump shot from 23 ft,,147,148
2OT,0:00.0,Offensive rebound by Team,,147,148
