QUARTER,TIME_REMAINING,LA LAKERS_ACTION,MINNESOTA_ACTION,LA LAKERS_SCORE,MINNESOTA_SCORE
4,7:52.0,,K. Towns enters the game for G. Dieng,103,105
4,7:37.0,B. Ingram makes 2-pt layup from 1 ft,,105,105
4,7:19.0,,Personal foul by R. Rondo (drawn by K. Towns),105,105
4,7:17.0,,Personal foul by B. Ingram (drawn by J. Butler),105,105
4,7:17.0,J. Hart enters the game for B. Ingram,,105,105
4,7:05.0,,D. Rose misses 2-pt layup from 4 ft (block by J. McGee),105,105
4,7:01.0,Defensive rebound by J. McGee,,105,105
4,6:49.0,R. Rondo makes 2-pt layup from 2 ft,,107,105
4,6:36.0,,T. Jones makes 3-pt jump shot from 27 ft,107,108
4,6:24.0,J. Hart misses 3-pt jump shot from 25 ft,,107,108
4,6:22.0,,Defensive rebound by Team,107,108
4,6:22.0,,T. Gibson enters the game for T. Jones,107,108
4,6:22.0,,J. Teague enters the game for A. Tolliver,107,108
4,6:12.0,,K. Towns misses 3-pt jump shot from 25 ft,107,108
4,6:08.0,,Offensive rebound by D. Rose,107,108
4,6:06.0,,J. Butler makes 3-pt jump shot from 25 ft (assist by D. Rose),107,111
4,6:06.0,LA Lakers full timeout,,107,111
4,6:06.0,L. James enters the game for L. Ball,,107,111
4,5:58.0,L. James misses 2-pt jump shot from 22 ft,,107,111
4,5:54.0,,Defensive rebound by D. Rose,107,111
4,5:44.0,,J. Butler makes 3-pt jump shot from 25 ft,107,114
4,5:30.0,K. Kuzma misses 3-pt jump shot from 25 ft,,107,114
4,5:28.0,,Defensive rebound by K. Towns,107,114
4,5:28.0,,Personal foul by J. McGee (drawn by K. Towns),107,114
4,5:28.0,,K. Towns makes free throw 1 of 2,107,115
4,5:28.0,B. Ingram enters the game for J. Hart,,107,115
4,5:28.0,,K. Towns makes free throw 2 of 2,107,116
4,5:13.0,B. Ingram misses 2-pt jump shot from 12 ft,,107,116
4,5:10.0,Offensive rebound by J. McGee,,107,116
4,5:07.0,J. McGee makes 2-pt layup from 1 ft,,109,116
4,4:56.0,,K. Towns makes 3-pt jump shot from 26 ft (assist by J. Butler),109,119
4,4:38.0,L. James makes 3-pt jump shot from 24 ft,,112,119
4,4:20.0,,J. Butler misses 2-pt jump shot from 12 ft,112,119
4,4:20.0,Defensive rebound by Team,,112,119
4,4:20.0,,Loose ball foul by K. Towns (drawn by K. Kuzma),112,119
4,4:11.0,Turnover by L. James (bad pass; steal by T. Gibson),,112,119
4,3:58.0,,K. Towns misses 2-pt jump shot from 19 ft,112,119
4,3:55.0,,Offensive rebound by T. Gibson,112,119
4,3:54.0,,T. Gibson misses 2-pt layup from 2 ft (block by B. Ingram),112,119
4,3:54.0,Defensive rebound by Team,,112,119
4,3:48.0,L. James misses 2-pt layup from 1 ft,,112,119
4,3:44.0,Offensive rebound by L. James,,112,119
4,3:43.0,B. Ingram misses 3-pt jump shot from 24 ft,,112,119
4,3:41.0,,Defensive rebound by K. Towns,112,119
4,3:25.0,,J. Butler misses 2-pt jump shot from 22 ft,112,119
4,3:22.0,,Offensive rebound by T. Gibson,112,119
4,3:19.0,,J. Teague misses 3-pt jump shot from 27 ft,112,119
4,3:14.0,Defensive rebound by L. James,,112,119
4,2:54.0,B. Ingram misses 3-pt jump shot from 24 ft,,112,119
4,2:52.0,Offensive rebound by K. Kuzma,,112,119
4,2:52.0,Shooting foul by K. Towns (drawn by K. Kuzma),,112,119
4,2:52.0,K. Kuzma misses free throw 1 of 2,,112,119
4,2:52.0,Offensive rebound by Team,,112,119
4,2:52.0,J. Hart enters the game for J. McGee,,112,119
4,2:52.0,K. Kuzma makes free throw 2 of 2,,113,119
4,2:28.0,,J. Teague misses 3-pt jump shot from 26 ft,113,119
4,2:24.0,Defensive rebound by R. Rondo,,113,119
4,2:21.0,B. Ingram misses 2-pt layup from 2 ft,,113,119
4,2:16.0,Offensive rebound by K. Kuzma,,113,119
4,2:16.0,K. Kuzma makes 2-pt layup at rim,,115,119
4,1:58.0,,J. Butler misses 2-pt jump shot from 11 ft (block by B. Ingram),115,119
4,1:55.0,Defensive rebound by L. James,,115,119
4,1:53.0,B. Ingram misses 2-pt layup from 1 ft (block by J. Butler),,115,119
4,1:53.0,Offensive rebound by Team,,115,119
4,1:53.0,LA Lakers full timeout,,115,119
4,1:43.0,Turnover by L. James (back court),,115,119
4,1:27.0,,Turnover by D. Rose (traveling),115,119
4,1:18.0,L. James makes 2-pt layup from 1 ft,,117,119
4,1:18.0,,Minnesota full timeout,117,119
4,1:02.0,,K. Towns misses 2-pt hook shot from 7 ft,117,119
4,0:58.0,Defensive rebound by K. Kuzma,,117,119
4,0:38.0,K. Kuzma misses 3-pt jump shot from 25 ft (block by T. Gibson),,117,119
4,0:35.0,,Defensive rebound by J. Butler,117,119
4,0:19.0,,J. Butler makes 3-pt jump shot from 26 ft,117,122
4,0:18.0,LA Lakers full timeout,,117,122
4,0:16.0,L. James misses 3-pt jump shot from 22 ft,,117,122
4,0:13.0,Offensive rebound by J. Hart,,117,122
4,0:13.0,J. Hart misses 2-pt layup from 1 ft (block by T. Gibson),,117,122
4,0:13.0,Offensive rebound by Team,,117,122
4,0:11.0,J. Hart misses 3-pt jump shot from 24 ft,,117,122
4,0:08.0,,Defensive rebound by K. Towns,117,122
4,0:08.0,,Personal take foul by R. Rondo (drawn by K. Towns),117,122
4,0:08.0,,K. Towns makes free throw 1 of 2,117,123
4,0:08.0,,K. Towns makes free throw 2 of 2,117,124
4,0:04.0,B. Ingram makes 3-pt jump shot from 23 ft (assist by R. Rondo),,120,124
