QUARTER,TIME_REMAINING,NEW YORK_ACTION,ORLANDO_ACTION,NEW YORK_SCORE,ORLANDO_SCORE
4,5:00.0,,M. Carter-Williams makes free throw 1 of 2,96,105
4,5:00.0,,M. Carter-Williams makes free throw 2 of 2,96,106
4,4:51.0,D. Dotson misses 3-pt jump shot from 27 ft,,96,106
4,4:48.0,,Defensive rebound by N. Vučević,96,106
4,4:39.0,Loose ball foul by M. Hezonja (drawn by N. Vučević),,96,106
4,4:39.0,,E. Fournier enters the game for T. Ross,96,106
4,4:32.0,,N. Vučević makes 2-pt jump shot from 9 ft (assist by D. Augustin),96,108
4,4:10.0,D. Dotson misses 3-pt jump shot from 28 ft,,96,108
4,4:06.0,,Defensive rebound by N. Vučević,96,108
4,3:45.0,,Shooting foul by D. Dotson (drawn by N. Vučević),96,108
4,3:45.0,,N. Vučević misses free throw 1 of 2,96,108
4,3:45.0,,Offensive rebound by Team,96,108
4,3:45.0,,N. Vučević makes free throw 2 of 2,96,109
4,3:34.0,Offensive foul by M. Hezonja (drawn by E. Fournier),,96,109
4,3:34.0,Turnover by M. Hezonja (offensive foul),,96,109
4,3:34.0,J. Jenkins enters the game for M. Hezonja,,96,109
4,3:31.0,,Orlando full timeout,96,109
4,3:20.0,,Personal foul by D. Dotson (drawn by N. Vučević),96,109
4,3:20.0,,N. Vučević makes free throw 1 of 2,96,110
4,3:20.0,,N. Vučević makes free throw 2 of 2,96,111
4,3:10.0,Shooting foul by N. Vučević (drawn by K. Knox),,96,111
4,3:10.0,K. Knox makes free throw 1 of 2,,97,111
4,3:10.0,K. Knox makes free throw 2 of 2,,98,111
4,2:51.0,,Shooting foul by D. Dotson (drawn by E. Fournier),98,111
4,2:51.0,,E. Fournier makes free throw 1 of 2,98,112
4,2:51.0,,E. Fournier misses free throw 2 of 2,98,112
4,2:49.0,Defensive rebound by E. Mudiay,,98,112
4,2:39.0,E. Mudiay misses 3-pt jump shot from 26 ft,,98,112
4,2:38.0,,Defensive rebound by Team,98,112
4,2:21.0,,M. Carter-Williams misses 2-pt layup from 5 ft,98,112
4,2:17.0,,Offensive rebound by N. Vučević,98,112
4,2:14.0,,N. Vučević misses 2-pt jump shot from 10 ft,98,112
4,2:11.0,Defensive rebound by E. Mudiay,,98,112
4,2:07.0,K. Knox misses 3-pt jump shot from 28 ft,,98,112
4,2:07.0,,Defensive rebound by A. Gordon,98,112
4,1:47.0,,Turnover by N. Vučević (bad pass),98,112
4,1:47.0,B. Garrett enters the game for E. Mudiay,,98,112
4,1:40.0,Personal foul by M. Carter-Williams (drawn by M. Robinson),,98,112
4,1:40.0,H. Ellenson enters the game for K. Knox,,98,112
4,1:40.0,L. Kornet enters the game for M. Robinson,,98,112
4,1:29.0,L. Kornet makes 2-pt dunk from 2 ft (assist by B. Garrett),,100,112
4,1:16.0,,N. Vučević misses 2-pt layup from 1 ft,100,112
4,1:14.0,Defensive rebound by L. Kornet,,100,112
4,1:06.0,B. Garrett misses 3-pt jump shot from 25 ft,,100,112
4,1:02.0,,Defensive rebound by E. Fournier,100,112
4,0:42.0,,D. Augustin misses 3-pt jump shot from 26 ft,100,112
4,0:39.0,,Offensive rebound by N. Vučević,100,112
4,0:39.0,,N. Vučević makes 2-pt layup from 2 ft,100,114
4,0:24.0,B. Garrett misses 2-pt layup from 12 ft,,100,114
4,0:20.0,,Defensive rebound by D. Augustin,100,114
