QUARTER,TIME_REMAINING,CLEVELAND_ACTION,PHILADELPHIA_ACTION,CLEVELAND_SCORE,PHILADELPHIA_SCORE
4,0:20.0,Personal foul by B. Simmons (drawn by C. Sexton),,116,107
4,0:20.0,T. Thompson enters the game for J. Clarkson,,116,107
4,0:20.0,C. Sexton misses free throw 1 of 2,,116,107
4,0:20.0,Offensive rebound by Team,,116,107
4,0:20.0,C. Sexton makes free throw 2 of 2,,117,107
4,0:14.0,,J. Redick makes 3-pt jump shot from 28 ft (assist by B. Simmons),117,110
4,0:07.0,Personal foul by J. Redick (drawn by C. Osman),,117,110
4,0:07.0,C. Osman makes free throw 1 of 2,,118,110
4,0:07.0,C. Osman makes free throw 2 of 2,,119,110
4,0:02.0,,B. Simmons makes 2-pt layup from 2 ft,119,112
4,0:02.0,Personal foul by J. Redick (drawn by T. Thompson),,119,112
4,0:02.0,,M. Muscala enters the game for J. Redick,119,112
4,0:02.0,T. Thompson makes free throw 1 of 2,,120,112
4,0:02.0,T. Thompson makes free throw 2 of 2,,121,112
