QUARTER,TIME_REMAINING,CLEVELAND_ACTION,CHICAGO_ACTION,CLEVELAND_SCORE,CHICAGO_SCORE
4,2:51.0,,Shooting foul by C. Sexton (drawn by J. Parker),92,96
4,2:51.0,,J. Parker misses free throw 1 of 2,92,96
4,2:51.0,,Offensive rebound by Team,92,96
4,2:51.0,,J. Parker makes free throw 2 of 2,92,97
4,2:42.0,R. Hood misses 3-pt jump shot from 25 ft,,92,97
4,2:38.0,Offensive rebound by L. Nance,,92,97
4,2:25.0,C. Sexton misses 2-pt jump shot from 22 ft,,92,97
4,2:21.0,,Defensive rebound by R. Arcidiacono,92,97
4,2:19.0,,Turnover by R. Arcidiacono (lost ball; steal by L. Nance),92,97
4,2:03.0,T. Thompson misses 2-pt jump shot from 4 ft (block by W. Carter),,92,97
4,2:00.0,Offensive rebound by T. Thompson,,92,97
4,2:00.0,T. Thompson makes 2-pt layup from 3 ft,,94,97
4,1:45.0,,Shooting foul by L. Nance (drawn by W. Carter),94,97
4,1:45.0,,W. Carter makes free throw 1 of 2,94,98
4,1:45.0,,W. Carter makes free throw 2 of 2,94,99
4,1:33.0,R. Hood makes 2-pt jump shot from 20 ft,,96,99
4,1:18.0,,Z. LaVine misses 2-pt layup from 2 ft,96,99
4,1:16.0,Defensive rebound by L. Nance,,96,99
4,1:13.0,R. Hood makes 2-pt dunk at rim,,98,99
4,0:53.0,,Z. LaVine misses 2-pt jump shot from 21 ft,98,99
4,0:53.0,Defensive rebound by L. Nance,,98,99
4,0:35.0,R. Hood misses 2-pt jump shot from 16 ft,,98,99
4,0:29.0,,Defensive rebound by J. Holiday,98,99
4,0:13.0,,Turnover by Z. LaVine (bad pass; steal by T. Thompson),98,99
4,0:13.0,Cleveland full timeout,,98,99
4,0:13.0,J. Clarkson enters the game for L. Nance,,98,99
4,0:13.0,K. Korver enters the game for T. Thompson,,98,99
4,0:13.0,,C. Hutchison enters the game for W. Carter,98,99
4,0:03.0,C. Sexton misses 2-pt layup from 3 ft,,98,99
4,0:00.0,Offensive rebound by C. Sexton,,98,99
4,0:00.0,C. Sexton misses 2-pt layup from 3 ft (block by J. Parker),,98,99
4,0:00.0,Offensive rebound by Team,,98,99
