QUARTER,TIME_REMAINING,CLEVELAND_ACTION,MIAMI_ACTION,CLEVELAND_SCORE,MIAMI_SCORE
4,2:35.0,,Defensive rebound by H. Whiteside,100,119
4,2:19.0,,J. Richardson makes 3-pt jump shot from 25 ft (assist by J. Winslow),100,122
4,1:50.0,J. Clarkson makes 3-pt jump shot from 26 ft (assist by C. Osman),,103,122
4,1:38.0,,H. Whiteside makes 2-pt dunk from 3 ft (assist by J. Winslow),103,124
4,1:21.0,C. Sexton misses 2-pt jump shot from 7 ft,,103,124
4,1:17.0,Offensive rebound by J. Clarkson,,103,124
4,1:13.0,C. Sexton makes 3-pt jump shot from 23 ft (assist by C. Osman),,106,124
4,0:52.0,,Turnover by D. Jones (bad pass; steal by A. Žižić),106,124
4,0:46.0,A. Žižić makes 2-pt layup from 4 ft (assist by C. Osman),,108,124
4,0:36.0,,H. Whiteside makes 2-pt dunk from 3 ft (assist by J. Winslow),108,126
4,0:24.0,C. Sexton misses 3-pt jump shot from 26 ft,,108,126
4,0:22.0,Offensive rebound by D. Nwaba,,108,126
4,0:20.0,A. Žižić makes 2-pt hook shot from 4 ft (assist by D. Nwaba),,110,126
