QUARTER,TIME_REMAINING,BOSTON_ACTION,INDIANA_ACTION,BOSTON_SCORE,INDIANA_SCORE
4,3:32.0,J. Tatum makes 2-pt dunk from 3 ft (assist by A. Horford),,95,85
4,3:11.0,,B. Bogdanović makes 2-pt layup from 1 ft,95,87
4,2:49.0,M. Morris makes 3-pt jump shot from 24 ft (assist by A. Horford),,98,87
4,2:26.0,,M. Turner misses 2-pt jump shot from 21 ft,98,87
4,2:23.0,Defensive rebound by G. Hayward,,98,87
4,2:03.0,A. Horford misses 2-pt jump shot from 9 ft,,98,87
4,1:59.0,,Defensive rebound by T. Young,98,87
4,1:55.0,,T. Evans makes 2-pt layup from 1 ft (assist by T. Young),98,89
4,1:55.0,,Shooting foul by M. Morris (drawn by T. Evans),98,89
4,1:55.0,,T. Evans makes free throw 1 of 1,98,90
4,1:37.0,Personal foul by T. Young (drawn by J. Tatum),,98,90
4,1:37.0,J. Tatum makes free throw 1 of 2,,99,90
4,1:37.0,J. Tatum misses free throw 2 of 2,,99,90
4,1:36.0,,Defensive rebound by B. Bogdanović,99,90
4,1:26.0,,Shooting foul by J. Tatum (drawn by B. Bogdanović),99,90
4,1:26.0,,B. Bogdanović misses free throw 1 of 3,99,90
4,1:26.0,,Offensive rebound by Team,99,90
4,1:26.0,,B. Bogdanović makes free throw 2 of 3,99,91
4,1:26.0,,B. Bogdanović makes free throw 3 of 3,99,92
4,1:04.0,G. Hayward makes 3-pt jump shot from 24 ft (assist by J. Tatum),,102,92
4,1:03.0,,Indiana full timeout,102,92
4,1:03.0,,D. Sabonis enters the game for T. Young,102,92
4,0:55.0,,D. Sabonis makes 2-pt layup from 1 ft (assist by B. Bogdanović),102,94
4,0:48.0,Personal take foul by D. Sabonis (drawn by J. Tatum),,102,94
4,0:48.0,J. Tatum makes free throw 1 of 2,,103,94
4,0:48.0,J. Tatum makes free throw 2 of 2,,104,94
4,0:48.0,J. Brown enters the game for M. Morris,,104,94
4,0:43.0,,D. Collison makes 3-pt jump shot from 27 ft,104,97
4,0:36.0,Personal take foul by M. Turner (drawn by K. Irving),,104,97
4,0:36.0,K. Irving makes free throw 1 of 2,,105,97
4,0:36.0,K. Irving makes free throw 2 of 2,,106,97
4,0:36.0,,Indiana full timeout,106,97
4,0:33.0,,B. Bogdanović misses 3-pt jump shot from 28 ft,106,97
4,0:30.0,Defensive rebound by J. Brown,,106,97
4,0:29.0,Personal take foul by B. Bogdanović (drawn by J. Brown),,106,97
4,0:29.0,D. Theis enters the game for A. Horford,,106,97
4,0:29.0,J. Brown makes free throw 1 of 2,,107,97
4,0:29.0,J. Brown misses free throw 2 of 2,,107,97
4,0:27.0,,Defensive rebound by M. Turner,107,97
4,0:21.0,,T. Evans makes 3-pt jump shot from 28 ft,107,100
4,0:17.0,Personal take foul by D. Sabonis (drawn by K. Irving),,107,100
4,0:17.0,,C. Joseph enters the game for D. Sabonis,107,100
4,0:17.0,K. Irving makes free throw 1 of 2,,108,100
4,0:17.0,K. Irving makes free throw 2 of 2,,109,100
4,0:11.0,,T. Evans makes 3-pt jump shot from 28 ft,109,103
4,0:11.0,Turnover by K. Irving (bad pass; steal by T. Evans),,109,103
4,0:11.0,,Turnover by T. Evans (step out of bounds),109,103
4,0:11.0,Boston full timeout,,109,103
4,0:11.0,M. Morris enters the game for D. Theis,,109,103
4,0:09.0,Personal take foul by C. Joseph (drawn by J. Tatum),,109,103
4,0:09.0,J. Tatum makes free throw 1 of 2,,110,103
4,0:09.0,J. Tatum misses free throw 2 of 2,,110,103
4,0:08.0,,Defensive rebound by B. Bogdanović,110,103
4,0:01.0,,D. Collison makes 3-pt jump shot from 24 ft,110,106
