QUARTER,TIME_REMAINING,UTAH_ACTION,NEW ORLEANS_ACTION,UTAH_SCORE,NEW ORLEANS_SCORE
4,8:26.0,Defensive rebound by R. Rubio,,106,92
4,8:24.0,G. Allen misses 3-pt jump shot from 25 ft,,106,92
4,8:20.0,,Defensive rebound by C. Diallo,106,92
4,8:20.0,,New Orleans full timeout,106,92
4,8:20.0,J. Ingles enters the game for G. Allen,,106,92
4,8:08.0,,F. Jackson makes 2-pt layup from 4 ft (assist by T. Frazier),106,94
4,7:56.0,D. Mitchell makes 2-pt layup from 2 ft,,108,94
4,7:56.0,,Violation by Team (def goaltending),108,94
4,7:42.0,,C. Diallo makes 2-pt jump shot from 8 ft (assist by F. Jackson),108,96
4,7:23.0,J. Ingles misses 3-pt jump shot from 25 ft,,108,96
4,7:19.0,,Defensive rebound by C. Diallo,108,96
4,7:07.0,,W. Johnson makes 3-pt jump shot from 26 ft (assist by C. Diallo),108,99
4,6:48.0,Shooting foul by F. Jackson (drawn by D. Mitchell),,108,99
4,6:48.0,D. Mitchell makes free throw 1 of 2,,109,99
4,6:48.0,D. Mitchell makes free throw 2 of 2,,110,99
4,6:34.0,,W. Johnson makes 3-pt jump shot from 26 ft (assist by T. Frazier),110,102
4,6:16.0,J. Ingles makes 2-pt layup from 1 ft,,112,102
4,5:56.0,,C. Diallo misses 2-pt jump shot from 15 ft,112,102
4,5:56.0,,Offensive rebound by Team,112,102
4,5:56.0,Loose ball foul by J. Ingles (drawn by K. Williams),,112,102
4,5:56.0,,J. Holiday enters the game for K. Williams,112,102
4,5:47.0,,F. Jackson misses 2-pt layup from 2 ft,112,102
4,5:45.0,Defensive rebound by R. Rubio,,112,102
4,5:43.0,Shooting foul by C. Diallo (drawn by R. Gobert),,112,102
4,5:43.0,R. Gobert misses free throw 1 of 2,,112,102
4,5:43.0,Offensive rebound by Team,,112,102
4,5:43.0,R. Gobert misses free throw 2 of 2,,112,102
4,5:41.0,Offensive rebound by Team,,112,102
4,5:36.0,J. Crowder makes 2-pt layup from 2 ft (assist by R. Rubio),,114,102
4,5:24.0,,C. Diallo misses 2-pt jump shot from 10 ft,114,102
4,5:22.0,Defensive rebound by R. Rubio,,114,102
4,5:17.0,Shooting foul by W. Johnson (drawn by R. Rubio),,114,102
4,5:17.0,R. Rubio makes free throw 1 of 2,,115,102
4,5:17.0,R. Rubio makes free throw 2 of 2,,116,102
4,5:07.0,,J. Holiday misses 2-pt jump shot from 12 ft,116,102
4,5:03.0,Defensive rebound by J. Crowder,,116,102
4,5:03.0,Personal foul by T. Frazier (drawn by R. Rubio),,116,102
4,5:03.0,J. Ingles makes free throw 1 of 2,,117,102
4,5:03.0,J. Ingles makes free throw 2 of 2,,118,102
4,4:48.0,,C. Diallo makes 2-pt layup from 1 ft (assist by J. Holiday),118,104
4,4:30.0,J. Ingles misses 2-pt jump shot from 6 ft,,118,104
4,4:28.0,,Defensive rebound by W. Johnson,118,104
4,4:24.0,,Turnover by C. Diallo (lost ball; steal by R. Rubio),118,104
4,4:22.0,Personal foul by T. Frazier (drawn by R. Rubio),,118,104
4,4:22.0,R. Rubio makes free throw 1 of 2,,119,104
4,4:22.0,,J. Okafor enters the game for J. Holiday,119,104
4,4:22.0,R. Rubio makes free throw 2 of 2,,120,104
4,4:07.0,,C. Diallo misses 2-pt jump shot from 15 ft,120,104
4,4:07.0,Defensive rebound by R. Gobert,,120,104
4,3:50.0,D. Mitchell makes 2-pt layup from 5 ft,,122,104
4,3:36.0,,J. Okafor misses 2-pt jump shot from 10 ft (block by R. Gobert),122,104
4,3:33.0,Defensive rebound by J. Crowder,,122,104
4,3:22.0,R. Gobert makes 2-pt dunk at rim (assist by R. Rubio),,124,104
4,3:22.0,Shooting foul by J. Okafor (drawn by R. Gobert),,124,104
4,3:22.0,A. Burks enters the game for J. Ingles,,124,104
4,3:22.0,R. O'Neale enters the game for D. Mitchell,,124,104
4,3:22.0,,K. Williams enters the game for W. Johnson,124,104
4,3:22.0,R. Gobert makes free throw 1 of 1,,125,104
4,3:22.0,D. Exum enters the game for J. Crowder,,125,104
4,3:22.0,G. Niang enters the game for R. Gobert,,125,104
4,3:22.0,E. Udoh enters the game for R. Rubio,,125,104
4,3:14.0,,Personal foul by A. Burks (drawn by F. Jackson),125,104
4,3:09.0,,F. Jackson makes 2-pt jump shot from 15 ft,125,106
4,2:55.0,Turnover by G. Niang (bad pass),,125,106
4,2:55.0,G. Allen enters the game for R. O'Neale,,125,106
4,2:45.0,,Turnover by T. Frazier (lost ball),125,106
4,2:30.0,Personal foul by T. Frazier (drawn by G. Allen),,125,106
4,2:30.0,G. Allen makes free throw 1 of 2,,126,106
4,2:30.0,G. Allen makes free throw 2 of 2,,127,106
4,2:21.0,,Personal foul by G. Niang (drawn by C. Diallo),127,106
4,2:21.0,,C. Diallo misses free throw 1 of 2,127,106
4,2:21.0,,Offensive rebound by Team,127,106
4,2:21.0,,C. Diallo makes free throw 2 of 2,127,107
4,2:13.0,Offensive foul by E. Udoh (drawn by J. Okafor),,127,107
4,2:13.0,Turnover by E. Udoh (offensive foul),,127,107
4,1:58.0,,F. Jackson misses 3-pt jump shot from 25 ft,127,107
4,1:52.0,,Offensive rebound by T. Frazier,127,107
4,1:50.0,,Turnover by T. Frazier (bad pass),127,107
4,1:39.0,D. Exum makes 2-pt layup from 2 ft,,129,107
4,1:33.0,,K. Williams misses 3-pt jump shot from 25 ft,129,107
4,1:30.0,Defensive rebound by E. Udoh,,129,107
4,1:23.0,A. Burks misses 3-pt jump shot from 26 ft,,129,107
4,1:20.0,,Defensive rebound by T. Frazier,129,107
4,1:13.0,,Personal foul by G. Niang (drawn by C. Diallo),129,107
4,1:13.0,,C. Diallo misses free throw 1 of 2,129,107
4,1:13.0,,Offensive rebound by Team,129,107
4,1:13.0,,C. Diallo makes free throw 2 of 2,129,108
4,1:02.0,D. Exum misses 2-pt layup from 3 ft,,129,108
4,1:02.0,Offensive rebound by Team,,129,108
4,1:02.0,,Loose ball foul by K. Williams (drawn by E. Udoh),129,108
4,1:02.0,E. Udoh misses free throw 1 of 2,,129,108
4,1:02.0,Offensive rebound by Team,,129,108
4,1:02.0,E. Udoh makes free throw 2 of 2,,130,108
4,0:48.0,,C. Diallo misses 2-pt jump shot from 15 ft,130,108
4,0:41.0,,Offensive rebound by J. Okafor,130,108
4,0:41.0,,J. Okafor misses 2-pt layup from 1 ft,130,108
4,0:41.0,Defensive rebound by G. Niang,,130,108
4,0:38.0,G. Allen makes 2-pt layup from 3 ft (assist by D. Exum),,132,108
4,0:28.0,,Shooting foul by G. Allen (drawn by F. Jackson),132,108
4,0:28.0,,F. Jackson makes free throw 1 of 3,132,109
4,0:28.0,,F. Jackson makes free throw 2 of 3,132,110
4,0:28.0,,F. Jackson makes free throw 3 of 3,132,111
4,0:11.0,Turnover by D. Exum (bad pass),,132,111
4,0:06.0,,T. Frazier misses 3-pt jump shot from 24 ft,132,111
4,0:02.0,Defensive rebound by G. Allen,,132,111
