QUARTER,TIME_REMAINING,UTAH_ACTION,PORTLAND_ACTION,UTAH_SCORE,PORTLAND_SCORE
4,3:32.0,Defensive rebound by T. Cavanaugh,,99,128
4,3:25.0,N. Mitrou-Long misses 3-pt jump shot from 25 ft,,99,128
4,3:23.0,Offensive rebound by G. Niang,,99,128
4,3:14.0,Turnover by T. Cavanaugh (out of bounds lost ball),,99,128
4,2:54.0,,C. Swanigan misses 3-pt jump shot from 26 ft,99,128
4,2:51.0,,Offensive rebound by W. Baldwin,99,128
4,2:49.0,,C. Swanigan misses 2-pt jump shot from 15 ft,99,128
4,2:47.0,,Offensive rebound by Z. Collins,99,128
4,2:39.0,,W. Baldwin misses 2-pt layup from 2 ft (block by E. Udoh),99,128
4,2:39.0,,Offensive rebound by Team,99,128
4,2:35.0,,Z. Collins misses 2-pt jump shot from 12 ft,99,128
4,2:35.0,,Offensive rebound by Team,99,128
4,2:35.0,,Turnover by Team (shot clock),99,128
4,2:24.0,G. Allen misses 2-pt layup from 2 ft,,99,128
4,2:22.0,,Defensive rebound by W. Baldwin,99,128
4,2:21.0,,Turnover by W. Baldwin (bad pass),99,128
4,2:13.0,G. Allen makes 2-pt jump shot from 7 ft,,101,128
4,1:51.0,,Z. Collins misses 2-pt layup from 2 ft (block by E. Udoh),101,128
4,1:51.0,Defensive rebound by G. Niang,,101,128
4,1:51.0,Turnover by G. Niang (out of bounds lost ball),,101,128
4,1:46.0,,S. Curry misses 2-pt jump shot from 23 ft,101,128
4,1:44.0,Defensive rebound by N. Mitrou-Long,,101,128
4,1:36.0,Shooting foul by C. Swanigan (drawn by E. Udoh),,101,128
4,1:36.0,E. Udoh makes free throw 1 of 2,,102,128
4,1:36.0,E. Udoh makes free throw 2 of 2,,103,128
4,1:20.0,,W. Baldwin misses 2-pt jump shot from 3 ft,103,128
4,1:19.0,Defensive rebound by G. Niang,,103,128
4,1:14.0,G. Niang misses 2-pt layup from 2 ft (block by Z. Collins),,103,128
4,1:11.0,,Defensive rebound by C. Swanigan,103,128
4,1:00.0,,C. Swanigan makes 2-pt hook shot from 2 ft (assist by J. Layman),103,130
4,0:41.0,G. Allen misses 3-pt jump shot from 24 ft,,103,130
4,0:39.0,,Defensive rebound by J. Layman,103,130
4,0:24.0,,W. Baldwin makes 2-pt jump shot from 18 ft,103,132
4,0:14.0,Shooting foul by C. Swanigan (drawn by T. Cavanaugh),,103,132
4,0:14.0,T. Cavanaugh makes free throw 1 of 2,,104,132
4,0:14.0,T. Cavanaugh makes free throw 2 of 2,,105,132
