QUARTER,TIME_REMAINING,DENVER_ACTION,MINNESOTA_ACTION,DENVER_SCORE,MINNESOTA_SCORE
4,0:43.0,Defensive rebound by N. Jokić,,101,97
4,0:35.0,Denver full timeout,,101,97
4,0:35.0,,T. Gibson enters the game for D. Rose,101,97
4,0:21.0,P. Millsap misses 2-pt jump shot from 7 ft,,101,97
4,0:19.0,,Defensive rebound by R. Covington,101,97
4,0:13.0,,R. Covington makes 2-pt layup at rim,101,99
4,0:06.0,Personal take foul by K. Towns (drawn by J. Murray),,101,99
4,0:06.0,J. Murray makes free throw 1 of 2,,102,99
4,0:06.0,M. Plumlee enters the game for N. Jokić,,102,99
4,0:06.0,J. Murray makes free throw 2 of 2,,103,99
4,0:06.0,,Minnesota full timeout,103,99
4,0:06.0,,A. Tolliver enters the game for T. Gibson,103,99
4,0:04.0,,K. Towns misses 3-pt jump shot from 26 ft,103,99
4,0:00.0,,Offensive rebound by A. Wiggins,103,99
4,0:00.0,,K. Towns makes 2-pt jump shot from 8 ft (assist by A. Wiggins),103,101
