QUARTER,TIME_REMAINING,BROOKLYN_ACTION,ORLANDO_ACTION,BROOKLYN_SCORE,ORLANDO_SCORE
4,3:52.0,J. Harris misses 2-pt jump shot from 15 ft (block by T. Ross),,105,111
4,3:50.0,,Defensive rebound by J. Isaac,105,111
4,3:30.0,,T. Ross misses 2-pt jump shot from 16 ft,105,111
4,3:27.0,,Offensive rebound by N. Vučević,105,111
4,3:25.0,,N. Vučević misses 2-pt layup from 3 ft,105,111
4,3:23.0,Defensive rebound by D. Carroll,,105,111
4,3:15.0,D. Russell misses 2-pt layup from 2 ft,,105,111
4,3:13.0,,Defensive rebound by E. Fournier,105,111
4,3:03.0,,Orlando full timeout,105,111
4,2:52.0,,N. Vučević misses 2-pt layup from 4 ft (block by J. Allen),105,111
4,2:48.0,Defensive rebound by J. Allen,,105,111
4,2:42.0,D. Carroll makes 2-pt layup from 1 ft (assist by J. Harris),,107,111
4,2:28.0,,Personal foul by D. Russell (drawn by D. Augustin),107,111
4,2:22.0,,D. Augustin misses 2-pt jump shot from 20 ft,107,111
4,2:19.0,Defensive rebound by J. Harris,,107,111
4,2:09.0,D. Russell makes 2-pt jump shot from 14 ft,,109,111
4,1:50.0,,T. Ross misses 3-pt jump shot from 24 ft,109,111
4,1:48.0,Defensive rebound by D. Carroll,,109,111
4,1:38.0,D. Carroll misses 3-pt jump shot from 26 ft,,109,111
4,1:35.0,,Defensive rebound by T. Ross,109,111
4,1:17.0,,N. Vučević misses 2-pt jump shot from 10 ft,109,111
4,1:16.0,Defensive rebound by D. Carroll,,109,111
4,1:08.0,Turnover by D. Russell (bad pass; steal by E. Fournier),,109,111
4,1:03.0,,J. Isaac misses 2-pt layup from 2 ft,109,111
4,1:01.0,Defensive rebound by J. Allen,,109,111
4,0:56.0,J. Harris misses 3-pt jump shot from 24 ft (block by T. Ross),,109,111
4,0:56.0,Offensive rebound by Team,,109,111
4,0:56.0,Brooklyn full timeout,,109,111
4,0:54.0,S. Dinwiddie makes 3-pt jump shot from 25 ft (assist by J. Harris),,112,111
4,0:54.0,Shooting foul by D. Augustin (drawn by S. Dinwiddie),,112,111
4,0:54.0,S. Dinwiddie makes free throw 1 of 1,,113,111
4,0:33.0,,N. Vučević makes 2-pt hook shot from 10 ft (assist by E. Fournier),113,113
4,0:27.0,D. Russell makes 3-pt jump shot from 25 ft,,116,113
4,0:27.0,,Orlando full timeout,116,113
4,0:27.0,T. Graham enters the game for D. Russell,,116,113
4,0:22.0,,Shooting foul by T. Graham (drawn by T. Ross),116,113
4,0:22.0,,T. Ross makes free throw 1 of 3,116,114
4,0:22.0,,T. Ross misses free throw 2 of 3,116,114
4,0:22.0,,Offensive rebound by Team,116,114
4,0:22.0,D. Russell enters the game for T. Graham,,116,114
4,0:22.0,,T. Ross makes free throw 3 of 3,116,115
4,0:16.0,Brooklyn full timeout,,116,115
4,0:09.0,Personal take foul by J. Isaac (drawn by S. Dinwiddie),,116,115
4,0:09.0,S. Dinwiddie misses free throw 1 of 2,,116,115
4,0:09.0,Offensive rebound by Team,,116,115
4,0:09.0,S. Dinwiddie makes free throw 2 of 2,,117,115
4,0:09.0,,Orlando full timeout,117,115
4,0:09.0,T. Graham enters the game for D. Russell,,117,115
4,0:00.0,,E. Fournier misses 2-pt jump shot from 6 ft,117,115
4,0:00.0,,Offensive rebound by Team,117,115
