QUARTER,TIME_REMAINING,DALLAS_ACTION,SAN ANTONIO_ACTION,DALLAS_SCORE,SAN ANTONIO_SCORE
4,2:44.0,,B. Forbes enters the game for M. Belinelli,97,96
4,2:44.0,L. Dončić makes free throw 2 of 2,,98,96
4,2:20.0,,D. DeRozan misses 2-pt jump shot from 11 ft,98,96
4,2:16.0,Defensive rebound by H. Barnes,,98,96
4,2:00.0,Turnover by L. Dončić (bad pass; steal by D. DeRozan),,98,96
4,1:57.0,,P. Mills makes 2-pt layup from 2 ft (assist by D. DeRozan),98,98
4,1:38.0,Turnover by W. Matthews (bad pass; steal by B. Forbes),,98,98
4,1:37.0,,Turnover by B. Forbes (out of bounds lost ball),98,98
4,1:30.0,D. Smith makes 3-pt jump shot from 25 ft,,101,98
4,1:13.0,,D. DeRozan makes 2-pt layup from 2 ft,101,100
4,0:55.0,D. Smith misses 2-pt jump shot from 16 ft,,101,100
4,0:52.0,,Defensive rebound by D. DeRozan,101,100
4,0:39.0,,Shooting foul by W. Matthews (drawn by D. DeRozan),101,100
4,0:39.0,,D. DeRozan makes free throw 1 of 2,101,101
4,0:39.0,,D. DeRozan makes free throw 2 of 2,101,102
4,0:39.0,Dallas full timeout,,101,102
4,0:32.0,L. Dončić misses 2-pt layup from 3 ft,,101,102
4,0:30.0,,Defensive rebound by P. Mills,101,102
4,0:09.0,,D. DeRozan misses 2-pt jump shot from 18 ft,101,102
4,0:08.0,Defensive rebound by D. Jordan,,101,102
4,0:02.0,Shooting foul by D. DeRozan (drawn by D. Smith),,101,102
4,0:02.0,D. Smith makes free throw 1 of 2,,102,102
4,0:02.0,D. Smith misses free throw 2 of 2,,102,102
4,0:02.0,,Defensive rebound by L. Aldridge,102,102
4,0:02.0,D. Finney-Smith enters the game for L. Dončić,,102,102
4,0:02.0,,San Antonio full timeout,102,102
4,0:00.0,,D. DeRozan misses 2-pt jump shot from 12 ft,102,102
4,0:00.0,,Offensive rebound by Team,102,102
1OT,4:48.0,W. Matthews misses 3-pt jump shot from 27 ft,,102,102
1OT,4:45.0,,Defensive rebound by D. DeRozan,102,102
1OT,4:28.0,,Shooting foul by W. Matthews (drawn by R. Gay),102,102
1OT,4:28.0,,R. Gay misses free throw 1 of 2,102,102
1OT,4:28.0,,Offensive rebound by Team,102,102
1OT,4:28.0,,R. Gay makes free throw 2 of 2,102,103
1OT,4:19.0,H. Barnes misses 3-pt jump shot from 25 ft,,102,103
1OT,4:16.0,,Defensive rebound by D. DeRozan,102,103
1OT,3:51.0,,P. Mills misses 2-pt jump shot from 19 ft,102,103
1OT,3:49.0,Defensive rebound by D. Jordan,,102,103
1OT,3:43.0,L. Dončić misses 3-pt jump shot from 26 ft,,102,103
1OT,3:40.0,,Defensive rebound by D. DeRozan,102,103
1OT,3:21.0,,L. Aldridge misses 2-pt jump shot from 11 ft,102,103
1OT,3:18.0,Defensive rebound by H. Barnes,,102,103
1OT,3:03.0,Turnover by D. Smith (lost ball; steal by L. Aldridge),,102,103
1OT,2:54.0,,R. Gay makes 2-pt jump shot from 12 ft (assist by P. Mills),102,105
1OT,2:54.0,Dallas full timeout,,102,105
1OT,2:37.0,D. Smith misses 3-pt jump shot from 26 ft,,102,105
1OT,2:35.0,,Defensive rebound by R. Gay,102,105
1OT,2:24.0,,R. Gay misses 2-pt jump shot from 12 ft,102,105
1OT,2:22.0,Defensive rebound by D. Smith,,102,105
1OT,1:58.0,D. Smith misses 3-pt jump shot from 27 ft,,102,105
1OT,1:56.0,,Defensive rebound by L. Aldridge,102,105
1OT,1:43.0,,D. DeRozan makes 2-pt jump shot from 18 ft,102,107
1OT,1:36.0,Shooting foul by R. Gay (drawn by L. Dončić),,102,107
1OT,1:36.0,L. Dončić makes free throw 1 of 2,,103,107
1OT,1:36.0,L. Dončić makes free throw 2 of 2,,104,107
1OT,1:21.0,,B. Forbes misses 3-pt jump shot from 25 ft,104,107
1OT,1:18.0,Defensive rebound by H. Barnes,,104,107
1OT,1:04.0,H. Barnes makes 2-pt jump shot from 4 ft (assist by L. Dončić),,106,107
1OT,0:45.0,,D. DeRozan makes 2-pt layup from 3 ft,106,109
1OT,0:30.0,Turnover by H. Barnes (bad pass; steal by R. Gay),,106,109
1OT,0:30.0,Loose ball foul by D. Smith (drawn by R. Gay),,106,109
1OT,0:10.0,,D. DeRozan makes 2-pt jump shot from 20 ft,106,111
1OT,0:10.0,Dallas full timeout,,106,111
1OT,0:07.0,D. Smith makes 2-pt dunk from 2 ft (assist by L. Dončić),,108,111
1OT,0:07.0,,San Antonio full timeout,108,111
1OT,0:07.0,D. Finney-Smith enters the game for L. Dončić,,108,111
1OT,0:07.0,M. Kleber enters the game for D. Jordan,,108,111
1OT,0:07.0,,Personal foul by M. Kleber (drawn by L. Aldridge),108,111
1OT,0:07.0,L. Dončić enters the game for D. Finney-Smith,,108,111
1OT,0:07.0,,L. Aldridge makes free throw 1 of 2,108,112
1OT,0:07.0,,L. Aldridge makes free throw 2 of 2,108,113
1OT,0:00.0,L. Dončić misses 3-pt jump shot from 29 ft,,108,113
1OT,0:00.0,Offensive rebound by Team,,108,113
