QUARTER,TIME_REMAINING,CHICAGO_ACTION,MILWAUKEE_ACTION,CHICAGO_SCORE,MILWAUKEE_SCORE
4,5:11.0,,B. Lopez makes 2-pt layup from 1 ft (assist by K. Middleton),94,110
4,4:51.0,J. Parker makes 2-pt layup from 1 ft,,96,110
4,4:50.0,Technical foul by J. Parker,,96,110
4,4:50.0,,K. Middleton makes technical free throw,96,111
4,4:50.0,J. Holiday enters the game for A. Blakeney,,96,111
4,4:24.0,,T. Snell makes 2-pt jump shot from 19 ft (assist by E. Bledsoe),96,113
4,4:12.0,Z. LaVine misses 2-pt jump shot from 13 ft,,96,113
4,4:09.0,,Defensive rebound by K. Middleton,96,113
4,4:03.0,,T. Snell makes 2-pt layup from 1 ft (assist by K. Middleton),96,115
4,3:46.0,Z. LaVine misses 3-pt jump shot from 27 ft,,96,115
4,3:43.0,,Defensive rebound by T. Snell,96,115
4,3:36.0,,E. Bledsoe makes 3-pt jump shot from 26 ft,96,118
4,3:29.0,Chicago full timeout,,96,118
4,3:29.0,A. Blakeney enters the game for R. Arcidiacono,,96,118
4,3:29.0,C. Felício enters the game for W. Carter,,96,118
4,3:29.0,S. Harrison enters the game for J. Holiday,,96,118
4,3:29.0,C. Hutchison enters the game for Z. LaVine,,96,118
4,3:29.0,C. Payne enters the game for J. Parker,,96,118
4,3:29.0,,S. Brown enters the game for E. Bledsoe,96,118
4,3:29.0,,M. Dellavedova enters the game for M. Brogdon,96,118
4,3:29.0,,T. Maker enters the game for B. Lopez,96,118
4,3:29.0,,J. Morris enters the game for K. Middleton,96,118
4,3:29.0,,C. Wood enters the game for T. Snell,96,118
4,3:25.0,A. Blakeney makes 2-pt jump shot from 18 ft,,98,118
4,2:57.0,,C. Wood misses 2-pt layup from 3 ft,98,118
4,2:57.0,,Offensive rebound by C. Wood,98,118
4,2:57.0,,C. Wood misses 2-pt layup at rim,98,118
4,2:56.0,Defensive rebound by Team,,98,118
4,2:44.0,C. Felício misses 2-pt layup from 1 ft,,98,118
4,2:40.0,,Defensive rebound by C. Wood,98,118
4,2:35.0,,T. Maker misses 2-pt layup from 4 ft,98,118
4,2:32.0,,Offensive rebound by T. Maker,98,118
4,2:31.0,,T. Maker misses 2-pt layup from 1 ft,98,118
4,2:28.0,Defensive rebound by C. Hutchison,,98,118
4,2:11.0,C. Hutchison misses 3-pt jump shot from 27 ft,,98,118
4,2:07.0,,Defensive rebound by M. Dellavedova,98,118
4,1:58.0,,C. Wood misses 2-pt layup from 3 ft,98,118
4,1:58.0,,Offensive rebound by C. Wood,98,118
4,1:58.0,,C. Wood makes 2-pt layup at rim,98,120
4,1:45.0,A. Blakeney misses 2-pt jump shot from 15 ft,,98,120
4,1:42.0,,Defensive rebound by J. Morris,98,120
4,1:31.0,,S. Brown misses 3-pt jump shot from 26 ft,98,120
4,1:29.0,Defensive rebound by A. Blakeney,,98,120
4,1:29.0,A. Blakeney makes 2-pt jump shot from 15 ft,,100,120
4,1:03.0,,J. Morris misses 2-pt jump shot from 9 ft,100,120
4,1:00.0,Defensive rebound by S. Harrison,,100,120
4,0:55.0,Shooting foul by S. Brown (drawn by C. Payne),,100,120
4,0:55.0,C. Payne makes free throw 1 of 2,,101,120
4,0:55.0,C. Payne makes free throw 2 of 2,,102,120
4,0:43.0,,T. Maker makes 3-pt jump shot from 25 ft (assist by M. Dellavedova),102,123
4,0:35.0,A. Blakeney misses 2-pt jump shot from 20 ft,,102,123
4,0:35.0,,Defensive rebound by C. Wood,102,123
4,0:28.0,,Turnover by C. Wood (traveling),102,123
4,0:09.0,A. Blakeney makes 2-pt jump shot from 3 ft,,104,123
4,0:06.0,,Turnover by J. Morris (lost ball; steal by C. Payne),104,123
4,0:00.0,C. Felício misses 3-pt jump shot from 28 ft,,104,123
4,0:00.0,Offensive rebound by Team,,104,123
